driver_name,driver_id,race_date,series,track_name,start,mid,finish,best,worst,avg,green_flag_passing_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,laps,rating,status,stage_1,stage_2,stage_3,team_name,manufacturer,track_type
Shane Van Gisbergen,4469,9/14/2025,Cup,Bristol Motor Speedway,28,34,26,18,37,30.88,-8,65,73,0,0,9,0,0,0,0,497,50.29,running,,,,Trackhouse Racing,Chevrolet,short track
Todd Gilliland,4231,9/14/2025,Cup,Bristol Motor Speedway,36,32,24,16,37,29.55,10,94,84,0,0,7,0,0,0,0,498,44.02,running,,,,Front Row Motorsports,Ford,short track
Cody Ware,4125,9/14/2025,Cup,Bristol Motor Speedway,34,35,29,27,39,34.59,-1,33,34,0,0,4,0,0,0,0,496,32.87,running,,,,Rick Ware Racing,Ford,short track
Ryan Preece,4070,9/14/2025,Cup,Bristol Motor Speedway,20,17,21,3,39,17.6,-2,157,159,53,33.75796178,18,175,35.07014028,0,0,499,81.59,running,,,,RFK Racing,Ford,short track
Austin Cindric,4180,9/14/2025,Cup,Bristol Motor Speedway,3,6,30,1,33,11.47,-25,94,119,75,79.78723404,7,392,79.03225806,10,2.016129032,496,76.53,running,,,,Team Penske,Ford,short track
Zane Smith,4272,9/14/2025,Cup,Bristol Motor Speedway,24,9,3,1,32,7.87,26,116,90,84,72.4137931,2,442,88.4,5,1,500,111.35,running,,,,Front Row Motorsports,Ford,short track
Kyle Busch,454,9/14/2025,Cup,Bristol Motor Speedway,32,27,16,5,35,23.47,14,126,112,15,11.9047619,2,22,4.408817635,0,0,499,60.1,running,,,,Richard Childress Racing,Chevrolet,short track
Josh Berry,4123,9/14/2025,Cup,Bristol Motor Speedway,10,39,39,3,19,34.18,-8,23,31,20,86.95652174,1,73,97.33333333,0,0,75,39.39,brakes,,,,Wood Brothers Racing,Ford,short track
Ryan Blaney,4023,9/14/2025,Cup,Bristol Motor Speedway,2,2,4,1,24,7.2,11,85,74,80,94.11764706,13,473,94.6,30,6,500,113.07,running,,,,Team Penske,Ford,short track
Austin Dillon,3873,9/14/2025,Cup,Bristol Motor Speedway,23,33,28,19,39,30.32,-22,69,91,0,0,4,0,0,0,0,496,38.04,running,,,,Richard Childress Racing,Chevrolet,short track
Justin Haley,4172,9/14/2025,Cup,Bristol Motor Speedway,17,20,13,4,37,22.15,-1,138,139,33,23.91304348,12,56,11.2,0,0,500,51.94,running,,,,Spire Motorsports,Chevrolet,short track
Chase Briscoe,4228,9/14/2025,Cup,Bristol Motor Speedway,31,11,9,1,37,10.47,26,119,93,57,47.89915966,14,384,76.8,127,25.4,500,94.18,running,,,,Joe Gibbs Racing,Toyota,short track
Tyler Reddick,4065,9/14/2025,Cup,Bristol Motor Speedway,14,23,15,6,34,18.35,2,114,112,39,34.21052632,7,163,32.66533066,0,0,499,72.02,running,,,,23XI Racing,Toyota,short track
Christopher Bell,4153,9/14/2025,Cup,Bristol Motor Speedway,9,12,1,1,32,11.38,16,117,101,82,70.08547009,9,353,70.6,12,2.4,500,103.63,running,,,,Joe Gibbs Racing,Toyota,short track
Corey Heim,4387,9/14/2025,Cup,Bristol Motor Speedway,38,26,6,3,39,22.92,27,122,95,36,29.50819672,2,88,17.6,0,0,500,69.6,running,,,,23XI Racing,Toyota,short track
William Byron,4184,9/14/2025,Cup,Bristol Motor Speedway,7,19,12,2,29,13.03,8,126,118,72,57.14285714,2,292,58.4,0,0,500,87.1,running,,,,Hendrick Motorsports,Chevrolet,short track
Kyle Larson,4030,9/14/2025,Cup,Bristol Motor Speedway,5,24,32,2,35,24.57,-10,62,72,7,11.29032258,4,70,14.14141414,0,0,495,60.54,running,,,,Hendrick Motorsports,Chevrolet,short track
Austin Hill,4133,9/14/2025,Cup,Bristol Motor Speedway,33,36,25,25,38,32.25,1,61,60,0,0,8,0,0,0,0,497,35.57,running,,,,Richard Childress Racing,Chevrolet,short track
Carson Hocevar,4326,9/14/2025,Cup,Bristol Motor Speedway,12,5,7,1,33,9.48,0,126,126,105,83.33333333,20,402,80.4,26,5.2,500,105.4,running,,,,Spire Motorsports,Chevrolet,short track
Bubba Wallace,4025,9/14/2025,Cup,Bristol Motor Speedway,8,8,34,1,31,10.34,-32,103,135,62,60.19417476,14,381,78.23408624,12,2.464065708,487,80.87,accident,,,,23XI Racing,Toyota,short track
Michael McDowell,3832,9/14/2025,Cup,Bristol Motor Speedway,25,21,17,3,37,19.69,-7,129,136,47,36.43410853,2,192,38.47695391,0,0,499,57.1,running,,,,Spire Motorsports,Chevrolet,short track
Chad Finchum,4232,9/14/2025,Cup,Bristol Motor Speedway,39,38,35,33,39,36.69,0,19,19,0,0,3,0,0,0,0,458,27,brakes,,,,Garage 66,Ford,short track
Daniel Suarez,4113,9/14/2025,Cup,Bristol Motor Speedway,35,28,37,9,38,31.14,3,84,81,12,14.28571429,17,19,5.21978022,0,0,364,36.74,accident,,,,Trackhouse Racing,Chevrolet,short track
Riley Herbst,4269,9/14/2025,Cup,Bristol Motor Speedway,29,29,18,7,37,23.19,2,128,126,20,15.625,3,36,7.214428858,0,0,499,57.65,running,,,,23XI Racing,Toyota,short track
Ty Gibbs,4368,9/14/2025,Cup,Bristol Motor Speedway,4,1,10,1,30,4.81,4,90,86,58,64.44444444,51,463,92.6,201,40.2,500,129.56,running,,,,Joe Gibbs Racing,Toyota,short track
Cole Custer,4104,9/14/2025,Cup,Bristol Motor Speedway,26,37,33,15,38,35.4,-6,60,66,1,1.666666667,7,1,0.204918033,0,0,488,31.53,running,,,,Haas Factory Team,Ford,short track
Josh Berry,4123,9/7/2025,Cup,World Wide Technology Raceway,12,36,36,8,16,32.63,0,8,8,7,87.5,0,32,91.42857143,0,0,35,36,accident,,,,Wood Brothers Racing,Ford,short intermediate
Chris Buescher,3989,9/7/2025,Cup,World Wide Technology Raceway,11,12,9,4,34,12.48,-29,55,84,29,52.72727273,5,203,84.58333333,0,0,240,91,running,,,,RFK Racing,Ford,short intermediate
Riley Herbst,4269,9/7/2025,Cup,World Wide Technology Raceway,33,24,31,11,35,24.77,-40,69,109,8,11.5942029,0,20,8.368200837,0,0,239,44.5,running,,,,23XI Racing,Toyota,short intermediate
AJ Allmendinger,3774,9/7/2025,Cup,World Wide Technology Raceway,17,26,23,7,34,22.02,-3,103,106,21,20.38834951,0,39,16.25,0,0,240,51,running,,,,Kaulig Racing,Chevrolet,short intermediate
Chase Briscoe,4228,9/7/2025,Cup,World Wide Technology Raceway,3,16,2,1,34,13.92,14,92,78,14,15.2173913,11,116,48.33333333,15,6.25,240,101.1,running,,,,Joe Gibbs Racing,Toyota,short intermediate
Alex Bowman,4045,9/7/2025,Cup,World Wide Technology Raceway,25,7,26,3,31,16.39,12,76,64,30,39.47368421,0,130,54.16666667,0,0,240,66.5,running,,,,Hendrick Motorsports,Chevrolet,short intermediate
Ryan Preece,4070,9/7/2025,Cup,World Wide Technology Raceway,32,28,13,9,34,24.35,5,100,95,14,14,0,28,11.66666667,0,0,240,53.83,running,,,,RFK Racing,Ford,short intermediate
Chase Elliott,4062,9/7/2025,Cup,World Wide Technology Raceway,19,15,3,1,29,10.34,9,78,69,29,37.17948718,5,169,70.41666667,4,1.666666667,240,101.23,running,,,,Hendrick Motorsports,Chevrolet,short intermediate
Austin Dillon,3873,9/7/2025,Cup,World Wide Technology Raceway,15,29,18,2,35,24.75,-10,110,120,14,12.72727273,0,27,11.25,0,0,240,45.83,running,,,,Richard Childress Racing,Chevrolet,short intermediate
Noah Gragson,4224,9/7/2025,Cup,World Wide Technology Raceway,24,20,30,4,31,19.54,-23,74,97,19,25.67567568,0,61,25.52301255,0,0,239,59.33,running,,,,Front Row Motorsports,Ford,short intermediate
Daniel Suarez,4113,9/7/2025,Cup,World Wide Technology Raceway,26,35,35,12,35,31.21,4,35,31,8,22.85714286,0,10,15.625,0,0,64,40.67,accident,,,,Trackhouse Racing,Chevrolet,short intermediate
Brad Keselowski,1816,9/7/2025,Cup,World Wide Technology Raceway,23,11,17,1,35,14.72,2,73,71,22,30.1369863,1,142,59.16666667,13,5.416666667,240,76.03,running,,,,RFK Racing,Ford,short intermediate
Michael McDowell,3832,9/7/2025,Cup,World Wide Technology Raceway,28,19,14,2,35,18.34,7,87,80,32,36.7816092,0,106,44.16666667,0,0,240,69,running,,,,Spire Motorsports,Chevrolet,short intermediate
Ryan Blaney,4023,9/7/2025,Cup,World Wide Technology Raceway,5,5,4,1,29,8.24,24,61,37,43,70.49180328,8,209,87.08333333,5,2.083333333,240,113.96,running,,,,Team Penske,Ford,short intermediate
Ricky Stenhouse Jr.,3888,9/7/2025,Cup,World Wide Technology Raceway,34,18,20,11,35,24.97,16,91,75,3,3.296703297,0,28,11.66666667,0,0,240,47.67,running,,,,Hyak Motorsports,Chevrolet,short intermediate
Justin Haley,4172,9/7/2025,Cup,World Wide Technology Raceway,31,31,28,3,35,27.35,-15,89,104,2,2.247191011,0,11,4.583333333,0,0,240,33.83,running,,,,Spire Motorsports,Chevrolet,short intermediate
Erik Jones,4059,9/7/2025,Cup,World Wide Technology Raceway,16,23,21,6,34,20.05,27,103,76,27,26.21359223,0,76,31.66666667,0,0,240,56,running,,,,Legacy Motor Club,Toyota,short intermediate
Zane Smith,4272,9/7/2025,Cup,World Wide Technology Raceway,10,25,33,3,34,18.6,-28,63,91,28,44.44444444,0,113,47.28033473,0,0,239,55.17,running,,,,Front Row Motorsports,Ford,short intermediate
Ross Chastain,4001,9/7/2025,Cup,World Wide Technology Raceway,4,9,24,3,33,14.19,-22,50,72,10,20,4,155,64.58333333,0,0,240,72.9,running,,,,Trackhouse Racing,Chevrolet,short intermediate
John Hunter Nemechek,4092,9/7/2025,Cup,World Wide Technology Raceway,20,8,6,3,34,11.32,-25,53,78,19,35.8490566,0,156,65,0,0,240,97,running,,,,Legacy Motor Club,Toyota,short intermediate
Cody Ware,4125,9/7/2025,Cup,World Wide Technology Raceway,36,33,29,21,36,32.18,-21,59,80,0,0,0,0,0,0,0,240,29.67,running,,,,Rick Ware Racing,Ford,short intermediate
Joey Logano,3859,9/7/2025,Cup,World Wide Technology Raceway,13,2,5,1,32,7.22,-13,44,57,24,54.54545455,9,220,91.66666667,2,0.833333333,240,112,running,,,,Team Penske,Ford,short intermediate
Cole Custer,4104,9/7/2025,Cup,World Wide Technology Raceway,29,30,27,10,33,26.98,-7,100,107,8,8,0,7,2.916666667,0,0,240,36.33,running,,,,Haas Factory Team,Ford,short intermediate
Ty Dillon,4013,9/7/2025,Cup,World Wide Technology Raceway,35,34,34,16,35,30.96,-9,75,84,0,0,0,0,0,0,0,207,26.67,accident,,,,Kaulig Racing,Chevrolet,short intermediate
Christopher Bell,4153,9/7/2025,Cup,World Wide Technology Raceway,8,3,7,2,30,7.57,19,96,77,59,61.45833333,27,211,87.91666667,0,0,240,111.84,running,,,,Joe Gibbs Racing,Toyota,short intermediate
Carson Hocevar,4326,9/7/2025,Cup,World Wide Technology Raceway,27,22,15,5,34,19.76,26,96,70,19,19.79166667,0,51,21.25,0,0,240,61.33,running,,,,Spire Motorsports,Chevrolet,short intermediate
Kyle Busch,454,9/7/2025,Cup,World Wide Technology Raceway,22,21,22,3,36,19.97,-13,87,100,10,11.49425287,0,58,24.16666667,0,0,240,61.33,running,,,,Richard Childress Racing,Chevrolet,short intermediate
Tyler Reddick,4065,9/7/2025,Cup,World Wide Technology Raceway,7,14,16,3,35,17.03,41,118,77,26,22.03389831,1,133,55.41666667,0,0,240,68.43,running,,,,23XI Racing,Toyota,short intermediate
Denny Hamlin,1361,9/7/2025,Cup,World Wide Technology Raceway,1,4,1,1,33,5.53,-9,59,68,20,33.89830508,36,213,88.75,75,31.25,240,142.15,running,,,,Joe Gibbs Racing,Toyota,short intermediate
Bubba Wallace,4025,9/7/2025,Cup,World Wide Technology Raceway,14,1,8,1,26,7.61,36,80,44,48,60,15,202,84.16666667,73,30.41666667,240,107.81,running,,,,23XI Racing,Toyota,short intermediate
Todd Gilliland,4231,9/7/2025,Cup,World Wide Technology Raceway,30,32,32,12,35,28.17,-25,75,100,5,6.666666667,0,3,1.255230126,0,0,239,33.17,running,,,,Front Row Motorsports,Ford,short intermediate
Kyle Larson,4030,9/7/2025,Cup,World Wide Technology Raceway,2,6,12,1,34,8.5,53,84,31,44,52.38095238,50,191,79.58333333,52,21.66666667,240,109.77,running,,,,Hendrick Motorsports,Chevrolet,short intermediate
Shane Van Gisbergen,4469,9/7/2025,Cup,World Wide Technology Raceway,18,27,25,9,34,24.05,-6,96,102,16,16.66666667,1,30,12.5,0,0,240,41.43,running,,,,Trackhouse Racing,Chevrolet,short intermediate
Austin Cindric,4180,9/7/2025,Cup,World Wide Technology Raceway,9,10,19,5,31,13.71,14,91,77,34,37.36263736,0,155,64.58333333,0,0,240,71,running,,,,Team Penske,Ford,short intermediate
Ty Gibbs,4368,9/7/2025,Cup,World Wide Technology Raceway,21,17,10,1,34,14.4,4,83,79,24,28.91566265,3,117,48.75,1,0.416666667,240,83.23,running,,,,Joe Gibbs Racing,Toyota,short intermediate
William Byron,4184,9/7/2025,Cup,World Wide Technology Raceway,6,13,11,2,29,11.99,35,88,53,39,44.31818182,0,178,74.16666667,0,0,240,85.33,running,,,,Hendrick Motorsports,Chevrolet,short intermediate
Christopher Bell,4153,9/1/2025,Cup,Darlington Raceway,7,15,29,1,33,16.91,-18,94,112,38,40.42553191,18,193,52.87671233,2,0.547945205,365,72.57,running,,,,Joe Gibbs Racing,Toyota,short intermediate
Todd Gilliland,4231,9/1/2025,Cup,Darlington Raceway,28,28,26,3,35,27.16,13,150,137,18,12,5,15,4.098360656,0,0,366,45.77,running,,,,Front Row Motorsports,Ford,short intermediate
Erik Jones,4059,9/1/2025,Cup,Darlington Raceway,19,2,3,2,27,8.52,12,104,92,48,46.15384615,9,300,81.74386921,0,0,367,109.48,running,,,,Legacy Motor Club,Toyota,short intermediate
Justin Haley,4172,9/1/2025,Cup,Darlington Raceway,13,16,27,2,32,19.98,-17,122,139,23,18.85245902,0,84,22.95081967,0,0,366,55.5,running,,,,Spire Motorsports,Chevrolet,short intermediate
Ross Chastain,4001,9/1/2025,Cup,Darlington Raceway,6,4,11,1,23,5.55,-6,99,105,59,59.5959596,3,354,96.45776567,3,0.817438692,367,107.48,running,,,,Trackhouse Racing,Chevrolet,short intermediate
Alex Bowman,4045,9/1/2025,Cup,Darlington Raceway,29,33,31,22,37,30.76,-1,95,96,0,0,21,0,0,0,0,365,38.64,running,,,,Hendrick Motorsports,Chevrolet,short intermediate
Austin Dillon,3873,9/1/2025,Cup,Darlington Raceway,9,23,23,7,34,19.32,-23,113,136,22,19.46902655,0,109,29.70027248,0,0,367,60.33,running,,,,Richard Childress Racing,Chevrolet,short intermediate
Ryan Preece,4070,9/1/2025,Cup,Darlington Raceway,27,9,16,3,33,16.58,5,106,101,33,31.13207547,1,199,54.22343324,0,0,367,75.72,running,,,,RFK Racing,Ford,short intermediate
Cole Custer,4104,9/1/2025,Cup,Darlington Raceway,18,25,24,2,31,21.43,-9,141,150,23,16.31205674,7,27,7.356948229,0,0,367,52.37,running,,,,Haas Factory Team,Ford,short intermediate
Michael McDowell,3832,9/1/2025,Cup,Darlington Raceway,25,26,33,2,34,23.43,-18,129,147,19,14.72868217,23,36,9.863013699,0,0,365,51.08,running,,,,Spire Motorsports,Chevrolet,short intermediate
Ty Gibbs,4368,9/1/2025,Cup,Darlington Raceway,16,8,22,3,32,15.02,-8,109,117,47,43.11926606,3,205,55.85831063,0,0,367,71.83,running,,,,Joe Gibbs Racing,Toyota,short intermediate
Noah Gragson,4224,9/1/2025,Cup,Darlington Raceway,34,18,14,4,34,20.07,15,128,113,14,10.9375,2,59,16.07629428,0,0,367,65.44,running,,,,Front Row Motorsports,Ford,short intermediate
Brad Keselowski,1816,9/1/2025,Cup,Darlington Raceway,32,35,15,7,37,28.02,3,97,94,3,3.092783505,11,9,2.452316076,0,0,367,58.93,running,,,,RFK Racing,Ford,short intermediate
Austin Cindric,4180,9/1/2025,Cup,Darlington Raceway,10,17,12,3,28,13.07,1,128,127,50,39.0625,1,248,67.57493188,0,0,367,87.89,running,,,,Team Penske,Ford,short intermediate
Carson Hocevar,4326,9/1/2025,Cup,Darlington Raceway,26,22,9,2,26,15.23,6,140,134,51,36.42857143,6,198,53.95095368,0,0,367,82.82,running,,,,Spire Motorsports,Chevrolet,short intermediate
Ty Dillon,4013,9/1/2025,Cup,Darlington Raceway,31,34,34,24,37,33.2,-9,49,58,0,0,21,0,0,0,0,365,35.14,running,,,,Kaulig Racing,Chevrolet,short intermediate
AJ Allmendinger,3774,9/1/2025,Cup,Darlington Raceway,22,6,5,2,28,11.32,6,117,111,31,26.4957265,1,225,61.30790191,0,0,367,98.72,running,,,,Kaulig Racing,Chevrolet,short intermediate
Ryan Blaney,4023,9/1/2025,Cup,Darlington Raceway,12,19,18,2,34,17.05,33,126,93,32,25.3968254,3,159,43.32425068,0,0,367,71.16,running,,,,Team Penske,Ford,short intermediate
John Hunter Nemechek,4092,9/1/2025,Cup,Darlington Raceway,30,7,4,1,32,8.61,20,125,105,61,48.8,13,312,85.01362398,15,4.08719346,367,106.99,running,,,,Legacy Motor Club,Toyota,short intermediate
Cody Ware,4125,9/1/2025,Cup,Darlington Raceway,36,32,37,13,37,33.73,-2,75,77,5,6.666666667,0,1,0.401606426,0,0,249,28.17,suspension,,,,Rick Ware Racing,Ford,short intermediate
Shane Van Gisbergen,4469,9/1/2025,Cup,Darlington Raceway,20,20,32,1,33,23.64,-16,143,159,30,20.97902098,18,46,12.60273973,3,0.821917808,365,45.41,running,,,,Trackhouse Racing,Chevrolet,short intermediate
Chase Elliott,4062,9/1/2025,Cup,Darlington Raceway,21,10,17,1,32,17.66,0,140,140,27,19.28571429,5,100,27.2479564,8,2.179836512,367,66.35,running,,,,Hendrick Motorsports,Chevrolet,short intermediate
Kyle Larson,4030,9/1/2025,Cup,Darlington Raceway,5,5,19,1,25,8.56,-14,99,113,47,47.47474747,6,329,89.64577657,2,0.544959128,367,90.26,running,,,,Hendrick Motorsports,Chevrolet,short intermediate
Derek Kraus,4297,9/1/2025,Cup,Darlington Raceway,37,36,36,13,37,34.96,-3,44,47,5,11.36363636,2,4,1.418439716,0,0,282,26.97,mechanical,,,,NY Racing Team,Chevrolet,short intermediate
Denny Hamlin,1361,9/1/2025,Cup,Darlington Raceway,1,24,7,1,28,9.38,3,111,108,60,54.05405405,14,303,82.5613079,12,3.269754768,367,100.66,running,,,,Joe Gibbs Racing,Toyota,short intermediate
Timmy Hill,3984,9/1/2025,Cup,Darlington Raceway,38,37,35,15,38,35.72,0,38,38,1,2.631578947,0,0,0,0,0,354,25.83,running,,,,Garage 66,Ford,short intermediate
Chris Buescher,3989,9/1/2025,Cup,Darlington Raceway,15,11,10,5,36,16.92,16,119,103,29,24.3697479,1,199,54.22343324,0,0,367,78.72,running,,,,RFK Racing,Ford,short intermediate
Josh Berry,4123,9/1/2025,Cup,Darlington Raceway,3,38,38,3,38,38,0,1,1,1,100,3,0,0,0,0,239,27.42,running,,,,Wood Brothers Racing,Ford,short intermediate
Bubba Wallace,4025,9/1/2025,Cup,Darlington Raceway,8,12,6,1,22,6.18,6,82,76,59,71.95121951,18,360,98.09264305,10,2.72479564,367,111.32,running,,,,23XI Racing,Toyota,short intermediate
Ricky Stenhouse Jr.,3888,9/1/2025,Cup,Darlington Raceway,35,31,30,5,36,29.85,7,118,111,6,5.084745763,13,6,1.643835616,0,0,365,37.86,running,,,,Hyak Motorsports,Chevrolet,short intermediate
Daniel Suarez,4113,9/1/2025,Cup,Darlington Raceway,17,30,25,4,36,28.44,5,144,139,17,11.80555556,3,26,7.103825137,0,0,366,41.16,running,,,,Trackhouse Racing,Chevrolet,short intermediate
Riley Herbst,4269,9/1/2025,Cup,Darlington Raceway,33,29,28,11,35,28.55,-3,96,99,2,2.083333333,3,2,0.546448087,0,0,366,42.99,running,,,,23XI Racing,Toyota,short intermediate
Zane Smith,4272,9/1/2025,Cup,Darlington Raceway,24,27,13,10,36,25.17,1,118,117,5,4.237288136,0,36,9.809264305,0,0,367,64,running,,,,Front Row Motorsports,Ford,short intermediate
Chase Briscoe,4228,9/1/2025,Cup,Darlington Raceway,2,1,1,1,33,1.76,3,88,85,46,52.27272727,67,363,98.91008174,309,84.19618529,367,150,running,,,,Joe Gibbs Racing,Toyota,short intermediate
Tyler Reddick,4065,9/1/2025,Cup,Darlington Raceway,4,3,2,1,31,4.59,1,110,109,52,47.27272727,17,351,95.64032698,3,0.817438692,367,120.17,running,,,,23XI Racing,Toyota,short intermediate
Kyle Busch,454,9/1/2025,Cup,Darlington Raceway,23,13,8,2,37,15.5,29,142,113,49,34.50704225,2,226,61.58038147,0,0,367,86.44,running,,,,Richard Childress Racing,Chevrolet,short intermediate
Joey Logano,3859,9/1/2025,Cup,Darlington Raceway,14,14,20,4,32,16.47,-15,117,132,26,22.22222222,0,167,45.50408719,0,0,367,64.83,running,,,,Team Penske,Ford,short intermediate
William Byron,4184,9/1/2025,Cup,Darlington Raceway,11,21,21,8,30,14.52,1,124,123,39,31.4516129,1,254,69.20980926,0,0,367,76.22,running,,,,Hendrick Motorsports,Chevrolet,short intermediate
Ross Chastain,4001,8/24/2025,Cup,Daytona International Speedway,19,10,15,1,28,12.93,41,358,317,225,62.84916201,8,103,64.375,7,4.375,160,83.04,running,,,,Trackhouse Racing,Chevrolet,superspeedway
Ty Gibbs,4368,8/24/2025,Cup,Daytona International Speedway,18,22,8,2,32,17.31,-3,237,240,166,70.04219409,6,76,47.5,0,0,160,83.09,running,,,,Joe Gibbs Racing,Toyota,superspeedway
AJ Allmendinger,3774,8/24/2025,Cup,Daytona International Speedway,21,29,26,2,39,22.11,-42,232,274,51,21.98275862,8,27,16.98113208,0,0,159,46.75,running,,,,Kaulig Racing,Chevrolet,superspeedway
Brad Keselowski,1816,8/24/2025,Cup,Daytona International Speedway,10,6,18,2,27,11.55,-13,296,309,198,66.89189189,2,111,69.375,0,0,160,85.97,running,,,,RFK Racing,Ford,superspeedway
William Byron,4184,8/24/2025,Cup,Daytona International Speedway,8,9,19,1,40,17.44,11,318,307,175,55.03144654,3,79,49.375,5,3.125,160,71.61,running,,,,Hendrick Motorsports,Chevrolet,superspeedway
BJ McLeod,3973,8/24/2025,Cup,Daytona International Speedway,38,24,32,12,39,24.85,17,170,153,16,9.411764706,2,8,5.839416058,0,0,137,55.54,accident,,,,Live Fast Motorsports,Chevrolet,superspeedway
Chase Briscoe,4228,8/24/2025,Cup,Daytona International Speedway,9,3,23,1,38,13.4,-10,340,350,236,69.41176471,2,110,68.75,6,3.75,160,86.57,running,,,,Joe Gibbs Racing,Toyota,superspeedway
Joey Logano,3859,8/24/2025,Cup,Daytona International Speedway,4,4,27,1,33,8.55,32,254,222,199,78.34645669,5,128,80.50314465,27,16.98113208,159,96.77,running,,,,Team Penske,Ford,superspeedway
Justin Haley,4172,8/24/2025,Cup,Daytona International Speedway,37,19,3,1,37,12.7,29,287,258,186,64.80836237,2,97,60.625,2,1.25,160,95.28,running,,,,Spire Motorsports,Chevrolet,superspeedway
Riley Herbst,4269,8/24/2025,Cup,Daytona International Speedway,33,40,40,18,35,37.25,10,64,54,0,0,0,0,0,0,0,27,28.83,accident,,,,23XI Racing,Toyota,superspeedway
Cody Ware,4125,8/24/2025,Cup,Daytona International Speedway,35,26,20,1,38,17.33,-22,217,239,83,38.24884793,5,64,40,23,14.375,160,75.55,running,,,,Rick Ware Racing,Ford,superspeedway
Cole Custer,4104,8/24/2025,Cup,Daytona International Speedway,29,1,4,1,39,17.26,-3,342,345,180,52.63157895,3,76,47.5,7,4.375,160,88.26,running,,,,Haas Factory Team,Ford,superspeedway
Ty Dillon,4013,8/24/2025,Cup,Daytona International Speedway,23,28,22,1,39,17.18,-12,312,324,91,29.16666667,4,60,37.5,9,5.625,160,76.67,running,,,,Kaulig Racing,Chevrolet,superspeedway
Ryan Blaney,4023,8/24/2025,Cup,Daytona International Speedway,1,21,1,1,29,15.97,17,199,182,75,37.68844221,9,71,44.375,27,16.875,160,82.06,running,,,,Team Penske,Ford,superspeedway
Josh Berry,4123,8/24/2025,Cup,Daytona International Speedway,11,15,9,3,34,14.91,-27,294,321,149,50.68027211,2,78,48.75,0,0,160,89.47,running,,,,Wood Brothers Racing,Ford,superspeedway
Alex Bowman,4045,8/24/2025,Cup,Daytona International Speedway,2,35,36,1,32,32.61,-21,52,73,22,42.30769231,1,8,29.62962963,0,0,27,31.18,accident,,,,Hendrick Motorsports,Chevrolet,superspeedway
Kyle Busch,454,8/24/2025,Cup,Daytona International Speedway,14,38,33,3,35,30.96,6,51,45,47,92.15686275,1,26,27.36842105,0,0,95,66.95,running,,,,Richard Childress Racing,Chevrolet,superspeedway
Erik Jones,4059,8/24/2025,Cup,Daytona International Speedway,26,18,5,1,38,15.21,-35,251,286,142,56.57370518,5,79,49.375,10,6.25,160,95.38,running,,,,Legacy Motor Club,Toyota,superspeedway
Todd Gilliland,4231,8/24/2025,Cup,Daytona International Speedway,28,16,11,4,39,18.4,38,327,289,102,31.19266055,6,60,37.5,0,0,160,73.42,running,,,,Front Row Motorsports,Ford,superspeedway
Noah Gragson,4224,8/24/2025,Cup,Daytona International Speedway,32,37,38,6,32,33.76,8,60,52,20,33.33333333,0,13,48.14814815,0,0,27,33.5,accident,,,,Front Row Motorsports,Ford,superspeedway
Michael McDowell,3832,8/24/2025,Cup,Daytona International Speedway,20,25,12,1,27,12.28,-9,333,342,254,76.27627628,1,111,69.375,3,1.875,160,86.3,running,,,,Spire Motorsports,Chevrolet,superspeedway
Bubba Wallace,4025,8/24/2025,Cup,Daytona International Speedway,22,36,37,1,22,31.48,15,48,33,41,85.41666667,0,26,96.2962963,1,3.703703704,27,50.85,accident,,,,23XI Racing,Toyota,superspeedway
Carson Hocevar,4326,8/24/2025,Cup,Daytona International Speedway,16,23,34,6,31,25.23,-1,105,106,63,60,0,35,43.20987654,0,0,81,42.67,engine,,,,Spire Motorsports,Chevrolet,superspeedway
Casey Mears,2215,8/24/2025,Cup,Daytona International Speedway,39,27,29,15,40,30.55,-7,47,54,0,0,2,1,0.641025641,0,0,156,35.64,running,,,,Garage 66,Ford,superspeedway
Ryan Preece,4070,8/24/2025,Cup,Daytona International Speedway,31,2,14,1,33,9.32,30,362,332,286,79.00552486,2,134,83.75,3,1.875,160,97.27,running,,,,RFK Racing,Ford,superspeedway
Austin Cindric,4180,8/24/2025,Cup,Daytona International Speedway,5,39,39,5,23,34.58,-10,46,56,29,63.04347826,0,16,59.25925926,0,0,27,34.33,accident,,,,Team Penske,Ford,superspeedway
Austin Hill,4133,8/24/2025,Cup,Daytona International Speedway,36,31,30,9,36,27.64,15,72,57,28,38.88888889,0,21,13.5483871,0,0,155,46.17,running,,,,Richard Childress Racing,Chevrolet,superspeedway
Joey Gase,4004,8/24/2025,Cup,Daytona International Speedway,40,32,28,13,40,30.58,-6,26,32,0,0,1,1,0.636942675,0,0,157,34.33,running,,,,NY Racing Team,Ford,superspeedway
Shane Van Gisbergen,4469,8/24/2025,Cup,Daytona International Speedway,17,11,16,1,34,20.19,-2,201,203,59,29.35323383,6,43,26.875,6,3.75,160,59.2,running,,,,Trackhouse Racing,Chevrolet,superspeedway
Daniel Suarez,4113,8/24/2025,Cup,Daytona International Speedway,12,20,2,1,27,13.87,6,276,270,127,46.01449275,1,82,51.25,6,3.75,160,92.62,running,,,,Trackhouse Racing,Chevrolet,superspeedway
