driver_name,driver_id,race_date,series,track_name,start,mid,finish,best,worst,avg,green_flag_passing_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,laps,rating,status,stage_1,stage_2,stage_3,team_name,manufacturer,track_type
Tyler Reddick,4065,11/2/2025,Cup,Phoenix Raceway,24,17,26,8,26,14.52,9,91,82,48,52.74725275,4,193,60.5015674,0,0,319,70.95,running,14,19,,23XI Racing,Toyota,short intermediate
Noah Gragson,4224,11/2/2025,Cup,Phoenix Raceway,18,13,27,11,34,19.42,-15,62,77,31,50,6,148,46.39498433,0,0,319,67.09,running,15,13,,Front Row Motorsports,Ford,short intermediate
Carson Hocevar,4326,11/2/2025,Cup,Phoenix Raceway,6,7,28,1,31,12.2,2,71,69,25,35.21126761,2,224,70.21943574,0,0,319,74.31,running,6,9,,Spire Motorsports,Chevrolet,short intermediate
Zane Smith,4272,11/2/2025,Cup,Phoenix Raceway,22,18,29,10,30,18.58,1,103,102,15,14.5631068,0,36,11.28526646,0,0,319,62.67,running,17,16,,Front Row Motorsports,Ford,short intermediate
Cody Ware,4125,11/2/2025,Cup,Phoenix Raceway,33,35,30,27,37,33.31,-7,33,40,0,0,1,0,0,0,0,319,35.41,running,36,34,,Rick Ware Racing,Ford,short intermediate
John Hunter Nemechek,4092,11/2/2025,Cup,Phoenix Raceway,28,34,31,24,37,31.53,-4,50,54,0,0,6,0,0,0,0,319,41.6,running,29,33,,Legacy Motor Club,Toyota,short intermediate
JJ Yeley,3669,11/2/2025,Cup,Phoenix Raceway,35,32,32,28,38,34.18,3,16,13,0,0,0,0,0,0,0,317,28.83,running,37,31,,NY Racing Team,Chevrolet,short intermediate
William Byron,4184,11/2/2025,Cup,Phoenix Raceway,2,3,33,1,33,3.35,4,15,11,14,93.33333333,30,309,97.47634069,52,16.40378549,317,100.92,running,1,3,,Hendrick Motorsports,Chevrolet,short intermediate
Austin Cindric,4180,11/2/2025,Cup,Phoenix Raceway,4,25,34,3,34,16.12,15,68,53,29,42.64705882,3,187,62.12624585,0,0,301,70.22,running,4,20,,Team Penske,Ford,short intermediate
Ty Dillon,4013,11/2/2025,Cup,Phoenix Raceway,34,26,35,23,36,33.29,7,54,47,0,0,0,0,0,0,0,296,29.67,running,35,27,,Kaulig Racing,Chevrolet,short intermediate
Casey Mears,2215,11/2/2025,Cup,Phoenix Raceway,36,37,36,32,38,36.94,-2,5,7,0,0,1,0,0,0,0,284,24.75,running,38,37,,Garage 66,Ford,short intermediate
Bubba Wallace,4025,11/2/2025,Cup,Phoenix Raceway,23,38,37,16,38,33.64,-11,42,53,0,0,1,0,0,0,0,165,38.3,brakes,24,38,,23XI Racing,Toyota,short intermediate
AJ Allmendinger,3774,11/2/2025,Cup,Phoenix Raceway,38,36,38,29,38,35.42,5,22,17,0,0,4,0,0,0,0,146,28.42,accident,34,36,,Kaulig Racing,Chevrolet,short intermediate
William Byron,4184,10/26/2025,Cup,Martinsville Speedway,1,1,1,1,8,1.8,1,19,18,18,94.73684211,99,500,100,304,60.8,500,147.67,running,1,1,,Hendrick Motorsports,Chevrolet,short track
Ryan Blaney,4023,10/26/2025,Cup,Martinsville Speedway,31,11,2,1,35,7.29,26,59,33,27,45.76271186,54,424,84.8,177,35.4,500,119.35,running,7,11,,Team Penske,Ford,short track
Chase Elliott,4062,10/26/2025,Cup,Martinsville Speedway,8,4,3,2,21,5,5,57,52,54,94.73684211,36,497,99.4,0,0,500,118.67,running,4,4,,Hendrick Motorsports,Chevrolet,short track
Ross Chastain,4001,10/26/2025,Cup,Martinsville Speedway,13,17,4,1,21,12.53,12,74,62,25,33.78378378,4,255,51,8,1.6,500,91.17,running,18,15,,Trackhouse Racing,Chevrolet,short track
Kyle Larson,4030,10/26/2025,Cup,Martinsville Speedway,3,3,5,2,16,5.12,4,45,41,43,95.55555556,35,499,99.8,0,0,500,113.63,running,3,2,,Hendrick Motorsports,Chevrolet,short track
Ryan Preece,4070,10/26/2025,Cup,Martinsville Speedway,18,7,6,2,19,9.72,20,67,47,48,71.64179104,30,437,87.4,0,0,500,97.75,running,11,7,,RFK Racing,Ford,short track
Christopher Bell,4153,10/26/2025,Cup,Martinsville Speedway,12,2,7,2,16,8.02,2,63,61,59,93.65079365,9,499,99.8,0,0,500,99.38,running,8,3,,Joe Gibbs Racing,Toyota,short track
Joey Logano,3859,10/26/2025,Cup,Martinsville Speedway,4,14,8,1,18,6.07,-3,49,52,44,89.79591837,13,496,99.2,0,0,500,103.88,running,2,13,,Team Penske,Ford,short track
Todd Gilliland,4231,10/26/2025,Cup,Martinsville Speedway,16,6,9,2,16,9.3,11,46,35,42,91.30434783,4,499,99.8,0,0,500,93,running,9,5,,Front Row Motorsports,Ford,short track
Josh Berry,4123,10/26/2025,Cup,Martinsville Speedway,27,18,10,3,31,16.4,22,65,43,11,16.92307692,1,149,29.8,0,0,500,75.88,running,22,18,,Wood Brothers Racing,Ford,short track
Tyler Reddick,4065,10/26/2025,Cup,Martinsville Speedway,14,10,11,1,20,13.4,1,55,54,35,63.63636364,4,384,76.8,6,1.2,500,77.67,running,15,9,,23XI Racing,Toyota,short track
Ty Gibbs,4368,10/26/2025,Cup,Martinsville Speedway,2,15,12,2,17,8.09,-13,48,61,46,95.83333333,5,491,98.2,0,0,500,92.71,running,5,14,,Joe Gibbs Racing,Toyota,short track
Kyle Busch,454,10/26/2025,Cup,Martinsville Speedway,7,21,13,7,22,15.25,-1,74,75,40,54.05405405,0,244,48.8,0,0,500,78,running,19,19,,Richard Childress Racing,Chevrolet,short track
Shane Van Gisbergen,4469,10/26/2025,Cup,Martinsville Speedway,22,8,14,5,22,13.56,7,84,77,44,52.38095238,5,388,77.6,0,0,500,76.37,running,12,8,,Trackhouse Racing,Chevrolet,short track
Austin Cindric,4180,10/26/2025,Cup,Martinsville Speedway,10,16,15,2,22,10.05,7,63,56,59,93.65079365,5,459,91.8,0,0,500,84.71,running,10,17,,Team Penske,Ford,short track
Austin Dillon,3873,10/26/2025,Cup,Martinsville Speedway,20,27,16,9,34,22.78,2,69,67,16,23.1884058,25,14,2.8,0,0,500,61.38,running,25,27,,Richard Childress Racing,Chevrolet,short track
Cole Custer,4104,10/26/2025,Cup,Martinsville Speedway,6,13,17,4,18,13.29,-9,42,51,21,50,0,322,64.4,0,0,500,69.17,running,14,16,,Haas Factory Team,Ford,short track
Bubba Wallace,4025,10/26/2025,Cup,Martinsville Speedway,21,20,18,18,28,20.49,5,68,63,0,0,7,0,0,0,0,500,62.13,running,21,22,,23XI Racing,Toyota,short track
Justin Haley,4172,10/26/2025,Cup,Martinsville Speedway,34,24,19,18,35,25.76,17,76,59,0,0,0,0,0,0,0,499,41.83,running,29,23,,Spire Motorsports,Chevrolet,short track
Brad Keselowski,1816,10/26/2025,Cup,Martinsville Speedway,19,25,20,16,31,21.65,-2,63,65,0,0,2,0,0,0,0,499,55.08,running,16,25,,RFK Racing,Ford,short track
John Hunter Nemechek,4092,10/26/2025,Cup,Martinsville Speedway,24,30,21,21,34,29.61,2,56,54,0,0,0,0,0,0,0,499,40.5,running,33,30,,Legacy Motor Club,Toyota,short track
Daniel Suarez,4113,10/26/2025,Cup,Martinsville Speedway,30,26,22,19,34,25.34,7,70,63,0,0,12,0,0,0,0,499,48.84,running,30,26,,Trackhouse Racing,Chevrolet,short track
Alex Bowman,4045,10/26/2025,Cup,Martinsville Speedway,17,19,23,11,24,18.46,-2,54,56,9,16.66666667,2,91,18.23647295,0,0,499,62.25,running,17,21,,Hendrick Motorsports,Chevrolet,short track
Michael McDowell,3832,10/26/2025,Cup,Martinsville Speedway,11,33,24,1,35,25.63,-26,35,61,8,22.85714286,7,48,9.619238477,5,1.002004008,499,53.13,running,32,33,,Spire Motorsports,Chevrolet,short track
Zane Smith,4272,10/26/2025,Cup,Martinsville Speedway,23,22,25,19,32,23.43,5,63,58,0,0,4,0,0,0,0,498,54,running,23,20,,Front Row Motorsports,Ford,short track
Ty Dillon,4013,10/26/2025,Cup,Martinsville Speedway,26,31,26,21,35,27.47,-2,59,61,0,0,10,0,0,0,0,498,45.59,running,26,32,,Kaulig Racing,Chevrolet,short track
Ricky Stenhouse Jr.,3888,10/26/2025,Cup,Martinsville Speedway,32,23,27,21,32,26.45,-2,48,50,0,0,0,0,0,0,0,498,40.83,running,28,24,,Hyak Motorsports,Chevrolet,short track
AJ Allmendinger,3774,10/26/2025,Cup,Martinsville Speedway,33,34,28,19,36,30.5,3,62,59,0,0,4,0,0,0,0,497,43,running,31,34,,Kaulig Racing,Chevrolet,short track
Chris Buescher,3989,10/26/2025,Cup,Martinsville Speedway,29,29,29,18,33,29.07,6,45,39,0,0,0,0,0,0,0,497,38,running,27,28,,RFK Racing,Ford,short track
Noah Gragson,4224,10/26/2025,Cup,Martinsville Speedway,35,32,30,19,35,31.35,6,78,72,0,0,0,0,0,0,0,497,32.5,running,35,31,,Front Row Motorsports,Ford,short track
Carson Hocevar,4326,10/26/2025,Cup,Martinsville Speedway,15,28,31,11,32,25.02,-7,47,54,12,25.53191489,4,46,9.255533199,0,0,497,52.84,running,20,29,,Spire Motorsports,Chevrolet,short track
Cody Ware,4125,10/26/2025,Cup,Martinsville Speedway,36,37,32,18,37,34.66,5,32,27,0,0,0,0,0,0,0,488,28.83,running,34,37,,Rick Ware Racing,Ford,short track
Casey Mears,2215,10/26/2025,Cup,Martinsville Speedway,37,35,33,18,37,34.76,3,9,6,0,0,1,0,0,0,0,478,25.54,electrical,37,35,,Garage 66,Ford,short track
Erik Jones,4059,10/26/2025,Cup,Martinsville Speedway,28,9,34,7,28,22.09,-15,42,57,8,19.04761905,0,134,33.00492611,0,0,406,50.67,accident,24,10,,Legacy Motor Club,Toyota,short track
Denny Hamlin,1361,10/26/2025,Cup,Martinsville Speedway,5,12,35,1,17,15.5,-3,20,23,20,100,6,332,99.4011976,0,0,334,88.38,engine,6,12,,Joe Gibbs Racing,Toyota,short track
Riley Herbst,4269,10/26/2025,Cup,Martinsville Speedway,25,36,36,19,37,35.92,-5,15,20,0,0,21,0,0,0,0,323,32.22,engine,36,36,,23XI Racing,Toyota,short track
Chase Briscoe,4228,10/26/2025,Cup,Martinsville Speedway,9,5,37,5,23,22,-10,29,39,29,100,2,292,98.98305085,0,0,295,64.65,engine,13,6,,Joe Gibbs Racing,Toyota,short track
Chase Briscoe,4228,10/19/2025,Cup,Talladega Superspeedway,2,15,1,1,39,12.88,-2,443,445,306,69.0744921,2,125,64.76683938,16,8.29015544,193,102.82,running,,,,Joe Gibbs Racing,Toyota,superspeedway
Todd Gilliland,4231,10/19/2025,Cup,Talladega Superspeedway,27,9,2,1,33,15.24,39,530,491,251,47.35849057,2,104,53.88601036,11,5.699481865,193,99.98,running,,,,Front Row Motorsports,Ford,superspeedway
Ty Gibbs,4368,10/19/2025,Cup,Talladega Superspeedway,18,22,3,1,36,14.08,21,543,522,280,51.56537753,2,103,53.36787565,4,2.07253886,193,96.94,running,,,,Joe Gibbs Racing,Toyota,superspeedway
Bubba Wallace,4025,10/19/2025,Cup,Talladega Superspeedway,10,16,4,1,30,13.71,4,493,489,302,61.25760649,4,115,59.58549223,5,2.590673575,193,101.49,running,,,,23XI Racing,Toyota,superspeedway
Cole Custer,4104,10/19/2025,Cup,Talladega Superspeedway,12,27,5,2,37,20.94,-22,459,481,152,33.11546841,8,51,26.42487047,0,0,193,67.21,running,,,,Haas Factory Team,Ford,superspeedway
Carson Hocevar,4326,10/19/2025,Cup,Talladega Superspeedway,32,26,6,2,39,18,32,480,448,201,41.875,7,77,39.89637306,0,0,193,76.93,running,,,,Spire Motorsports,Chevrolet,superspeedway
Tyler Reddick,4065,10/19/2025,Cup,Talladega Superspeedway,15,19,7,1,37,16.17,14,513,499,203,39.5711501,4,83,43.00518135,3,1.554404145,193,85.94,running,,,,23XI Racing,Toyota,superspeedway
Christopher Bell,4153,10/19/2025,Cup,Talladega Superspeedway,7,17,8,2,31,13.01,14,523,509,322,61.56787763,4,128,66.32124352,0,0,193,100.61,running,,,,Joe Gibbs Racing,Toyota,superspeedway
Zane Smith,4272,10/19/2025,Cup,Talladega Superspeedway,23,14,9,1,40,21.59,21,452,431,95,21.01769912,5,50,25.90673575,2,1.03626943,193,69.43,running,,,,Front Row Motorsports,Ford,superspeedway
Brad Keselowski,1816,10/19/2025,Cup,Talladega Superspeedway,20,6,10,1,31,11.45,-16,485,501,351,72.37113402,4,138,71.50259067,7,3.626943005,193,100.21,running,,,,RFK Racing,Ford,superspeedway
Shane Van Gisbergen,4469,10/19/2025,Cup,Talladega Superspeedway,31,21,11,2,40,18.28,34,478,444,199,41.63179916,4,74,38.34196891,0,0,193,82.44,running,,,,Trackhouse Racing,Chevrolet,superspeedway
Daniel Suarez,4113,10/19/2025,Cup,Talladega Superspeedway,26,18,12,1,39,18.7,19,505,486,142,28.11881188,6,73,37.8238342,2,1.03626943,193,71.82,running,,,,Trackhouse Racing,Chevrolet,superspeedway
Ross Chastain,4001,10/19/2025,Cup,Talladega Superspeedway,24,20,13,1,40,18.65,6,523,517,207,39.5793499,5,71,36.78756477,3,1.554404145,193,70.66,running,,,,Trackhouse Racing,Chevrolet,superspeedway
John Hunter Nemechek,4092,10/19/2025,Cup,Talladega Superspeedway,28,28,14,1,39,19.07,14,473,459,103,21.77589852,6,56,29.01554404,11,5.699481865,193,75.7,running,,,,Legacy Motor Club,Toyota,superspeedway
Ryan Preece,4070,10/19/2025,Cup,Talladega Superspeedway,5,10,15,1,40,15.01,-49,481,530,295,61.33056133,2,123,63.73056995,1,0.518134715,193,83.5,running,,,,RFK Racing,Ford,superspeedway
Joey Logano,3859,10/19/2025,Cup,Talladega Superspeedway,16,5,16,1,26,7.6,33,428,395,287,67.05607477,2,155,80.31088083,35,18.13471503,193,104.96,running,,,,Team Penske,Ford,superspeedway
Michael McDowell,3832,10/19/2025,Cup,Talladega Superspeedway,1,4,17,1,32,12.55,-23,528,551,329,62.31060606,4,130,67.35751295,5,2.590673575,193,89.04,running,,,,Spire Motorsports,Chevrolet,superspeedway
Casey Mears,2215,10/19/2025,Cup,Talladega Superspeedway,40,31,18,4,40,29.74,-10,180,190,5,2.777777778,10,7,3.626943005,0,0,193,46.6,running,,,,Garage 66,Ford,superspeedway
Kyle Busch,454,10/19/2025,Cup,Talladega Superspeedway,3,1,19,1,38,10.43,-60,437,497,306,70.0228833,4,150,77.72020725,26,13.47150259,193,90.96,running,,,,Richard Childress Racing,Chevrolet,superspeedway
Ty Dillon,4013,10/19/2025,Cup,Talladega Superspeedway,29,11,20,1,36,17.85,-43,499,542,223,44.68937876,6,87,45.07772021,2,1.03626943,193,67.32,running,,,,Kaulig Racing,Chevrolet,superspeedway
Anthony Alfredo,4301,10/19/2025,Cup,Talladega Superspeedway,38,13,21,1,38,17.16,-15,421,436,242,57.48218527,1,90,46.63212435,2,1.03626943,193,68,running,,,,Beard Motorsports,Chevrolet,superspeedway
Austin Hill,4133,10/19/2025,Cup,Talladega Superspeedway,33,8,22,2,38,19.47,-23,424,447,242,57.0754717,5,74,38.34196891,0,0,193,61.71,running,,,,Richard Childress Racing,Chevrolet,superspeedway
Ryan Blaney,4023,10/19/2025,Cup,Talladega Superspeedway,8,7,23,1,39,12.92,16,509,493,240,47.15127701,3,115,59.58549223,3,1.554404145,193,81.27,running,,,,Team Penske,Ford,superspeedway
Denny Hamlin,1361,10/19/2025,Cup,Talladega Superspeedway,17,29,24,1,40,20.4,-12,345,357,182,52.75362319,4,69,35.75129534,3,1.554404145,193,54.77,running,,,,Joe Gibbs Racing,Toyota,superspeedway
William Byron,4184,10/19/2025,Cup,Talladega Superspeedway,13,12,25,1,40,16.08,31,480,449,203,42.29166667,4,94,48.70466321,4,2.07253886,193,76.11,running,,,,Hendrick Motorsports,Chevrolet,superspeedway
Kyle Larson,4030,10/19/2025,Cup,Talladega Superspeedway,19,23,26,1,37,16.49,6,495,489,143,28.88888889,4,70,36.26943005,6,3.10880829,193,72.16,running,,,,Hendrick Motorsports,Chevrolet,superspeedway
Austin Dillon,3873,10/19/2025,Cup,Talladega Superspeedway,21,32,27,7,40,30.76,1,163,162,9,5.521472393,9,4,2.094240838,0,0,191,40,running,,,,Richard Childress Racing,Chevrolet,superspeedway
BJ McLeod,3973,10/19/2025,Cup,Talladega Superspeedway,39,33,28,3,40,32.31,2,105,103,11,10.47619048,9,4,2.139037433,0,0,187,34.7,running,,,,Live Fast Motorsports,Chevrolet,superspeedway
Alex Bowman,4045,10/19/2025,Cup,Talladega Superspeedway,11,25,29,4,30,21.05,-3,378,381,113,29.89417989,3,52,27.80748663,0,0,187,42.84,running,,,,Hendrick Motorsports,Chevrolet,superspeedway
Chris Buescher,3989,10/19/2025,Cup,Talladega Superspeedway,14,3,30,1,40,13.52,10,492,482,284,57.72357724,3,129,69.35483871,4,2.150537634,186,77.33,accident,,,,RFK Racing,Ford,superspeedway
Cody Ware,4125,10/19/2025,Cup,Talladega Superspeedway,35,30,31,1,39,22.62,-34,425,459,157,36.94117647,8,44,26.66666667,5,3.03030303,165,45.26,engine,,,,Rick Ware Racing,Ford,superspeedway
Riley Herbst,4269,10/19/2025,Cup,Talladega Superspeedway,9,24,32,1,37,22.44,-6,359,365,122,33.98328691,1,46,32.62411348,1,0.709219858,141,53.96,engine,,,,23XI Racing,Toyota,superspeedway
Josh Berry,4123,10/19/2025,Cup,Talladega Superspeedway,6,2,33,1,33,17.09,-35,285,320,204,71.57894737,1,96,72.18045113,27,20.30075188,133,88.65,drivetrain,,,,Wood Brothers Racing,Ford,superspeedway
Austin Cindric,4180,10/19/2025,Cup,Talladega Superspeedway,4,39,34,1,38,33.23,-13,189,202,39,20.63492063,2,12,15.58441558,2,2.597402597,77,41.21,running,,,,Team Penske,Ford,superspeedway
Erik Jones,4059,10/19/2025,Cup,Talladega Superspeedway,30,36,35,2,40,34.64,37,150,113,18,12,2,4,7.272727273,0,0,55,29.18,accident,,,,Legacy Motor Club,Toyota,superspeedway
Noah Gragson,4224,10/19/2025,Cup,Talladega Superspeedway,36,34,36,1,36,30,30,201,171,74,36.8159204,0,21,41.17647059,2,3.921568627,51,51.01,accident,,,,Front Row Motorsports,Ford,superspeedway
AJ Allmendinger,3774,10/19/2025,Cup,Talladega Superspeedway,34,35,37,1,40,34.76,28,148,120,18,12.16216216,3,4,7.843137255,1,1.960784314,51,30.36,accident,,,,Kaulig Racing,Chevrolet,superspeedway
Ricky Stenhouse Jr.,3888,10/19/2025,Cup,Talladega Superspeedway,37,37,38,8,37,32.46,26,213,187,71,33.33333333,2,22,43.1372549,0,0,51,42.51,accident,,,,Hyak Motorsports,Chevrolet,superspeedway
Justin Haley,4172,10/19/2025,Cup,Talladega Superspeedway,22,38,39,3,32,30.84,9,187,178,122,65.24064171,1,41,80.39215686,0,0,51,67.51,accident,,,,Spire Motorsports,Chevrolet,superspeedway
Chase Elliott,4062,10/19/2025,Cup,Talladega Superspeedway,25,40,40,6,39,36.6,5,182,177,13,7.142857143,1,4,7.843137255,0,0,51,29.51,accident,,,,Hendrick Motorsports,Chevrolet,superspeedway
Denny Hamlin,1361,10/13/2025,Cup,Las Vegas Motor Speedway,1,4,1,1,21,4.74,-4,75,79,58,77.33333333,25,264,98.87640449,9,3.370786517,267,121.21,running,4,,,Joe Gibbs Racing,Toyota,intermediate
Kyle Larson,4030,10/13/2025,Cup,Las Vegas Motor Speedway,6,1,2,1,28,2.84,5,84,79,59,70.23809524,35,265,99.25093633,129,48.31460674,267,138.38,running,2,,,Hendrick Motorsports,Chevrolet,intermediate
Christopher Bell,4153,10/13/2025,Cup,Las Vegas Motor Speedway,3,7,3,2,34,7.22,6,108,102,66,61.11111111,17,257,96.25468165,0,0,267,108.6,running,7,,,Joe Gibbs Racing,Toyota,intermediate
Chase Briscoe,4228,10/13/2025,Cup,Las Vegas Motor Speedway,2,5,4,1,24,4.86,-9,75,84,49,65.33333333,19,258,96.62921348,57,21.34831461,267,113.04,running,3,,,Joe Gibbs Racing,Toyota,intermediate
Tyler Reddick,4065,10/13/2025,Cup,Las Vegas Motor Speedway,8,2,5,1,34,5.03,8,125,117,78,62.4,13,259,97.00374532,1,0.374531835,267,114.97,running,8,,,23XI Racing,Toyota,intermediate
Joey Logano,3859,10/13/2025,Cup,Las Vegas Motor Speedway,9,9,6,1,30,10.79,-4,111,115,55,49.54954955,2,218,81.64794007,1,0.374531835,267,94.48,running,10,,,Team Penske,Ford,intermediate
Alex Bowman,4045,10/13/2025,Cup,Las Vegas Motor Speedway,12,12,7,3,33,10.97,11,127,116,53,41.73228346,10,219,82.02247191,0,0,267,95.42,running,15,,,Hendrick Motorsports,Chevrolet,intermediate
Kyle Busch,454,10/13/2025,Cup,Las Vegas Motor Speedway,32,15,8,7,34,19.62,13,135,122,31,22.96296296,0,104,38.95131086,0,0,267,72.17,running,25,,,Richard Childress Racing,Chevrolet,intermediate
Ryan Preece,4070,10/13/2025,Cup,Las Vegas Motor Speedway,16,35,9,7,36,21.58,-3,92,95,37,40.2173913,5,123,46.06741573,0,0,267,84.88,running,14,,,RFK Racing,Ford,intermediate
Brad Keselowski,1816,10/13/2025,Cup,Las Vegas Motor Speedway,34,14,10,1,34,15.62,8,124,116,40,32.25806452,2,146,54.68164794,2,0.74906367,267,78.8,running,23,,,RFK Racing,Ford,intermediate
Austin Cindric,4180,10/13/2025,Cup,Las Vegas Motor Speedway,31,23,11,10,35,25.07,10,122,112,7,5.737704918,0,10,3.745318352,0,0,267,60,running,28,,,Team Penske,Ford,intermediate
Chris Buescher,3989,10/13/2025,Cup,Las Vegas Motor Speedway,11,10,12,2,35,12.37,3,98,95,54,55.10204082,1,246,92.13483146,0,0,267,84.58,running,11,,,RFK Racing,Ford,intermediate
Noah Gragson,4224,10/13/2025,Cup,Las Vegas Motor Speedway,28,17,13,3,28,17.02,14,140,126,30,21.42857143,2,94,35.20599251,0,0,267,73.32,running,19,,,Front Row Motorsports,Ford,intermediate
