driver_name,driver_id,race_date,series,track_name,start,mid,finish,best,worst,avg,green_flag_passing_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,laps,rating,status,stage_1,stage_2,stage_3,team_name,manufacturer,track_type
Brad Keselowski,1816,2/25/2024,Cup,Atlanta Motor Speedway,24,4,33,1,29,14.83,1,258,257,161,62.40310078,8,151,69.26605504587155,2,0.9174311926605505,218,78.14,accident,24,7,,RFK Racing,Ford,superspeedway
Bubba Wallace,4025,2/25/2024,Cup,Atlanta Motor Speedway,18,17,5,1,27,16.55,13,233,220,94,40.34334763948498,2,103,39.61538461538461,3,1.1538461538461537,260,81.47,running,8,25,,23XI Racing,Toyota,superspeedway
Carson Hocevar,4326,2/25/2024,Cup,Atlanta Motor Speedway,35,20,19,7,35,21.22,5,188,183,42,22.340425531914892,8,40,15.384615384615385,0,0,260,57.75,running,21,15,,Spire Motorsports,Chevrolet,superspeedway
Chase Briscoe,4228,2/25/2024,Cup,Atlanta Motor Speedway,9,11,31,1,26,10.66,10,318,308,237,74.52830188679245,7,206,86.19246861924687,0,0,239,88.36,accident,11,9,,Stewart-Haas Racing,Ford,superspeedway
Chase Elliott,4062,2/25/2024,Cup,Atlanta Motor Speedway,28,10,15,3,31,16.13,29,267,238,131,49.06367041198502,6,130,50,0,0,260,76.9,running,27,10,,Hendrick Motorsports,Chevrolet,superspeedway
Chris Buescher,3989,2/25/2024,Cup,Atlanta Motor Speedway,7,8,9,1,30,13.13,-2,206,208,132,64.07766990291262,4,141,54.23076923076923,1,0.38461538461538464,260,87.64,running,13,16,,RFK Racing,Ford,superspeedway
Christopher Bell,4153,2/25/2024,Cup,Atlanta Motor Speedway,22,34,34,19,36,34.67,2,5,3,0,0,0,0,0,0,0,148,27.67,accident,36,34,,Joe Gibbs Racing,Toyota,superspeedway
Corey LaJoie,4096,2/25/2024,Cup,Atlanta Motor Speedway,32,19,13,2,32,14.29,6,270,264,160,59.25925925925926,5,178,68.46153846153847,0,0,260,81.3,running,15,11,,Spire Motorsports,Chevrolet,superspeedway
Daniel Hemric,4093,2/25/2024,Cup,Atlanta Motor Speedway,26,27,18,10,31,22.47,-4,106,110,36,33.96226415,4,54,20.76923076923077,0,0,260,52.71,running,22,21,,Kaulig Racing,Chevrolet,superspeedway
Daniel Suarez,4113,2/25/2024,Cup,Atlanta Motor Speedway,23,18,1,1,32,14.39,4,274,270,132,48.175182481751825,5,138,53.07692307692308,9,3.4615384615384617,260,89.06,running,19,4,,Trackhouse Racing,Chevrolet,superspeedway
Denny Hamlin,1361,2/25/2024,Cup,Atlanta Motor Speedway,13,6,23,1,31,9.09,10,291,281,244,83.84879725,11,224,86.48648648648648,15,5.7915057915057915,259,95.38,running,25,19,,Joe Gibbs Racing,Toyota,superspeedway
Erik Jones,4059,2/25/2024,Cup,Atlanta Motor Speedway,37,31,25,18,37,29.36,-4,22,26,0,0,0,0,0,0,0,256,38.83,running,26,31,,Legacy Motor Club,Toyota,superspeedway
Harrison Burton,4217,2/25/2024,Cup,Atlanta Motor Speedway,16,13,11,3,27,12.68,-7,260,267,172,66.15384615384616,9,176,67.69230769,0,0,260,86.51,running,17,8,,Wood Brothers Racing,Ford,superspeedway
Joey Logano,3859,2/25/2024,Cup,Atlanta Motor Speedway,2,29,28,1,37,17.18,6,110,104,59,53.63636363636363,7,126,50,27,10.714285714285714,252,102.2,running,12,17,,Team Penske,Ford,superspeedway
John Hunter Nemechek,4092,2/25/2024,Cup,Atlanta Motor Speedway,34,26,21,6,34,24.66,-11,72,83,7,9.722222222222221,1,10,3.8461538461538463,0,0,260,43.76,running,30,20,,Legacy Motor Club,Toyota,superspeedway
Josh Berry,4123,2/25/2024,Cup,Atlanta Motor Speedway,14,16,29,4,29,19.64,-22,189,211,89,47.08994708994709,12,86,34.4,0,0,250,60.01,accident,16,29,,Stewart-Haas Racing,Ford,superspeedway
Josh Williams,4106,2/25/2024,Cup,Atlanta Motor Speedway,30,37,37,28,31,36.88,-2,0,2,0,,0,0,0,0,0,2,23.17,accident,37,37,,Kaulig Racing,Chevrolet,superspeedway
Justin Haley,4172,2/25/2024,Cup,Atlanta Motor Speedway,31,22,20,6,31,19.12,-2,216,218,55,25.462962962962962,7,65,25,0,0,260,59.66,running,23,14,,Rick Ware Racing,Ford,superspeedway
Kaz Grala,4191,2/25/2024,Cup,Atlanta Motor Speedway,33,21,14,8,36,20.44,-34,156,190,26,16.666666666666668,7,48,18.46153846153846,0,0,260,58.49,running,28,13,,Rick Ware Racing,Ford,superspeedway
Kyle Busch,454,2/25/2024,Cup,Atlanta Motor Speedway,3,7,3,1,27,11.28,13,245,232,141,57.55102040816327,5,166,63.84615384615385,28,10.76923076923077,260,95.51,running,5,24,,Richard Childress Racing,Chevrolet,superspeedway
Kyle Larson,4030,2/25/2024,Cup,Atlanta Motor Speedway,5,1,32,1,27,10.48,33,230,197,184,80,5,194,87.38738738738739,17,7.657657657657658,222,94.33,accident,4,2,,Hendrick Motorsports,Chevrolet,superspeedway
Martin Truex Jr.,3368,2/25/2024,Cup,Atlanta Motor Speedway,12,9,12,1,26,9.41,2,332,330,239,71.98795180722891,9,229,88.07692307692308,9,3.4615384615384617,260,89.41,running,6,5,,Joe Gibbs Racing,Toyota,superspeedway
Michael McDowell,3832,2/25/2024,Cup,Atlanta Motor Speedway,1,12,8,1,28,10.69,-17,275,292,207,75.27272727272727,5,189,72.69230769,27,10.384615384615385,260,96.34,running,1,23,,Front Row Motorsports,Ford,superspeedway
Noah Gragson,4224,2/25/2024,Cup,Atlanta Motor Speedway,15,36,36,14,35,35.13,-5,4,9,3,75,0,0,0,0,0,66,28.67,accident,33,36,,Stewart-Haas Racing,Ford,superspeedway
Ricky Stenhouse Jr.,3888,2/25/2024,Cup,Atlanta Motor Speedway,27,14,6,1,30,17.85,1,239,238,95,39.74895397,5,88,33.84615384615385,1,0.38461538461538464,260,69.9,running,7,27,,JTG Daugherty Racing,Chevrolet,superspeedway
Ross Chastain,4001,2/25/2024,Cup,Atlanta Motor Speedway,21,3,7,1,29,14.88,9,247,238,182,73.68421053,7,142,54.61538461538461,0,0,260,83.33,running,3,28,,Trackhouse Racing,Chevrolet,superspeedway
Ryan Blaney,4023,2/25/2024,Cup,Atlanta Motor Speedway,6,30,2,1,30,6.61,24,258,234,208,80.62015503875969,3,240,92.30769231,31,11.923076923076923,260,111.67,running,2,3,,Team Penske,Ford,superspeedway
Ryan Preece,4070,2/25/2024,Cup,Atlanta Motor Speedway,20,25,16,2,32,23.24,4,117,113,30,25.641025641025642,2,34,13.076923076923077,0,0,260,51.52,running,31,22,,Stewart-Haas Racing,Ford,superspeedway
Todd Gilliland,4231,2/25/2024,Cup,Atlanta Motor Speedway,4,28,26,1,30,8.52,-36,208,244,146,70.19230769,9,207,80.859375,58,22.65625,256,91.83,running,10,6,,Front Row Motorsports,Ford,superspeedway
Ty Gibbs,4368,2/25/2024,Cup,Atlanta Motor Speedway,25,15,10,6,26,15.41,1,252,251,135,53.57142857142857,6,133,51.15384615384615,0,0,260,68.73,running,20,12,,Joe Gibbs Racing,Toyota,superspeedway
Tyler Reddick,4065,2/25/2024,Cup,Atlanta Motor Speedway,19,33,30,19,37,33.03,6,8,2,0,0,0,0,0,0,0,243,32.67,running,35,33,,23XI Racing,Toyota,superspeedway
William Byron,4184,2/25/2024,Cup,Atlanta Motor Speedway,11,5,17,2,28,17.61,7,196,189,133,67.85714285714286,2,121,46.53846153846154,0,0,260,82.19,running,9,26,,Hendrick Motorsports,Chevrolet,superspeedway
Zane Smith,4272,2/25/2024,Cup,Atlanta Motor Speedway,29,35,35,3,34,29,-37,44,81,21,47.72727272727273,1,40,53.333333333333336,0,0,75,44.08,dvp,14,35,,Spire Motorsports,Chevrolet,superspeedway
Alex Bowman,4045,3/3/2024,Cup,Las Vegas Motor Speedway,23,16,18,1,31,15.25,3,163,160,42,25.766871165644172,1,117,43.82022471910113,3,1.1235955056179776,267,73.41,running,12,8,,Hendrick Motorsports,Chevrolet,intermediate
Austin Cindric,4180,3/3/2024,Cup,Las Vegas Motor Speedway,3,32,29,3,34,20.41,-22,126,148,52,41.26984126984127,0,118,44.19475655430712,0,0,267,52.67,running,9,32,,Team Penske,Ford,intermediate
Austin Dillon,3873,3/3/2024,Cup,Las Vegas Motor Speedway,19,11,16,5,28,15.33,-3,173,176,65,37.57225433526011,1,137,51.31086142322097,0,0,267,69.41,running,25,7,,Richard Childress Racing,Chevrolet,intermediate
Brad Keselowski,1816,3/3/2024,Cup,Las Vegas Motor Speedway,25,21,13,9,34,21.91,18,173,155,24,13.872832369942197,2,36,13.48314606741573,0,0,267,64.98,running,21,15,,RFK Racing,Ford,intermediate
Bubba Wallace,4025,3/3/2024,Cup,Las Vegas Motor Speedway,5,35,35,5,36,25.71,-24,55,79,37,67.27272727272727,5,64,25.19685039370079,0,0,254,52.24,running,18,34,,23XI Racing,Toyota,intermediate
Carson Hocevar,4326,3/3/2024,Cup,Las Vegas Motor Speedway,14,13,15,2,32,15.4,9,186,177,79,42.473118279569896,8,172,64.41947565543072,0,0,267,81.44,running,14,21,,Spire Motorsports,Chevrolet,intermediate
Chase Briscoe,4228,3/3/2024,Cup,Las Vegas Motor Speedway,6,12,21,1,32,14.56,-22,128,150,67,52.34375,1,128,47.940074906367045,1,0.37453183520599254,267,70.82,running,20,11,,Stewart-Haas Racing,Ford,intermediate
Chase Elliott,4062,3/3/2024,Cup,Las Vegas Motor Speedway,11,10,12,4,29,12.07,1,146,145,93,63.69863014,1,218,81.64794007490637,0,0,267,86.58,running,15,6,,Hendrick Motorsports,Chevrolet,intermediate
Chris Buescher,3989,3/3/2024,Cup,Las Vegas Motor Speedway,9,37,37,1,36,33.97,-6,7,13,7,100,0,26,96.29629629629629,2,7.407407407407407,27,31.83,accident,37,37,,RFK Racing,Ford,intermediate
Christopher Bell,4153,3/3/2024,Cup,Las Vegas Motor Speedway,10,14,33,1,36,22.46,-7,94,101,44,46.808510638297875,2,121,45.660377358490564,0,0,265,63.65,running,10,33,,Joe Gibbs Racing,Toyota,intermediate
Corey LaJoie,4096,3/3/2024,Cup,Las Vegas Motor Speedway,17,9,32,2,32,13.04,-13,106,119,61,57.54716981132076,7,190,71.42857142857143,0,0,266,73.2,running,7,12,,Spire Motorsports,Chevrolet,intermediate
Daniel Hemric,4093,3/3/2024,Cup,Las Vegas Motor Speedway,34,33,19,1,35,27.85,1,139,138,3,2.158273381294964,1,6,2.247191011235955,1,0.37453183520599254,267,48.08,running,23,31,,Kaulig Racing,Chevrolet,intermediate
Daniel Suarez,4113,3/3/2024,Cup,Las Vegas Motor Speedway,16,15,11,1,28,14.56,-13,146,159,35,23.972602739726028,6,124,46.441947565543074,15,5.617977528089888,267,74.61,running,17,17,,Trackhouse Racing,Chevrolet,intermediate
Denny Hamlin,1361,3/3/2024,Cup,Las Vegas Motor Speedway,28,2,8,1,31,7.06,-1,110,111,59,53.63636363636363,7,231,86.51685393258427,16,5.992509363295881,267,106.74,running,5,3,,Joe Gibbs Racing,Toyota,intermediate
Derek Kraus,4297,3/3/2024,Cup,Las Vegas Motor Speedway,33,29,28,1,36,28.38,-16,127,143,8,6.299212598425197,1,12,4.494382022,2,0.7490636704119851,267,36.56,running,24,26,,Kaulig Racing,Chevrolet,intermediate
Erik Jones,4059,3/3/2024,Cup,Las Vegas Motor Speedway,22,25,14,8,36,21.67,9,163,154,27,16.56441717791411,0,70,26.217228464419474,0,0,267,64,running,31,10,,Legacy Motor Club,Toyota,intermediate
Harrison Burton,4217,3/3/2024,Cup,Las Vegas Motor Speedway,29,27,30,4,32,23.9,-13,133,146,5,3.7593984962406015,0,3,1.1235955056179776,0,0,267,41.17,running,22,22,,Wood Brothers Racing,Ford,intermediate
JJ Yeley,3669,3/3/2024,Cup,Las Vegas Motor Speedway,37,34,34,10,37,34.31,-5,10,15,0,0,0,2,0.7662835249042146,0,0,261,26.33,running,35,35,,NY Racing Team,Chevrolet,intermediate
Joey Logano,3859,3/3/2024,Cup,Las Vegas Motor Speedway,1,8,9,1,24,10.52,-9,115,124,80,69.56521739130434,1,253,94.75655431,2,0.7490636704119851,267,91.98,running,13,9,,Team Penske,Ford,intermediate
John Hunter Nemechek,4092,3/3/2024,Cup,Las Vegas Motor Speedway,27,23,22,3,35,22.25,-2,161,163,18,11.180124223602485,0,38,14.232209737827715,0,0,267,52.17,running,19,24,,Legacy Motor Club,Toyota,intermediate
Josh Berry,4123,3/3/2024,Cup,Las Vegas Motor Speedway,26,26,20,3,32,22.62,0,178,178,33,18.53932584269663,2,39,14.606741573033707,0,0,267,55.48,running,30,18,,Stewart-Haas Racing,Ford,intermediate
Justin Haley,4172,3/3/2024,Cup,Las Vegas Motor Speedway,35,31,27,4,35,28.43,8,159,151,11,6.918238993710692,2,8,2.9962546816479403,0,0,267,39.15,running,28,29,,Rick Ware Racing,Ford,intermediate
Kaz Grala,4191,3/3/2024,Cup,Las Vegas Motor Speedway,32,28,31,3,34,29.46,-11,117,128,4,3.4188034188034186,2,4,1.4981273408239701,0,0,267,32.99,running,33,28,,Rick Ware Racing,Ford,intermediate
Kyle Busch,454,3/3/2024,Cup,Las Vegas Motor Speedway,21,3,26,1,32,12.01,-3,104,107,43,41.34615384615385,14,167,62.546816479400746,18,6.741573033707865,267,84.27,running,4,16,,Richard Childress Racing,Chevrolet,intermediate
Kyle Larson,4030,3/3/2024,Cup,Las Vegas Motor Speedway,2,1,1,1,8,1.67,12,58,46,50,86.20689655172414,42,267,100,181,67.79026217228464,267,148.11,running,1,1,,Hendrick Motorsports,Chevrolet,intermediate
Martin Truex Jr.,3368,3/3/2024,Cup,Las Vegas Motor Speedway,7,6,7,1,18,5.25,3,113,110,91,80.53097345132744,15,266,99.62546816479401,4,1.4981273408239701,267,112.63,running,3,5,,Joe Gibbs Racing,Toyota,intermediate
Michael McDowell,3832,3/3/2024,Cup,Las Vegas Motor Speedway,12,20,25,1,34,21.31,-27,145,172,30,20.689655172413794,6,47,17.60299625468165,4,1.4981273408239701,267,50.09,running,32,23,,Front Row Motorsports,Ford,intermediate
Noah Gragson,4224,3/3/2024,Cup,Las Vegas Motor Speedway,30,18,6,5,34,16.88,28,177,149,51,28.81355932,2,112,41.947565543071164,0,0,267,81.32,running,16,13,,Stewart-Haas Racing,Ford,intermediate
Ricky Stenhouse Jr.,3888,3/3/2024,Cup,Las Vegas Motor Speedway,13,22,17,8,34,21.6,2,165,163,13,7.878787878787879,1,36,13.48314606741573,0,0,267,59.58,running,27,25,,JTG Daugherty Racing,Chevrolet,intermediate
Ross Chastain,4001,3/3/2024,Cup,Las Vegas Motor Speedway,20,30,4,1,34,16.46,16,161,145,43,26.70807453416149,13,118,44.19475655430712,2,0.7490636704119851,267,96.06,running,8,27,,Trackhouse Racing,Chevrolet,intermediate
Ryan Blaney,4023,3/3/2024,Cup,Las Vegas Motor Speedway,15,4,3,1,30,8.56,20,135,115,78,57.77777777777778,5,226,84.64419475655431,0,0,267,107.88,running,11,4,,Team Penske,Ford,intermediate
Ryan Preece,4070,3/3/2024,Cup,Las Vegas Motor Speedway,36,24,23,13,36,25.71,7,141,134,0,0,0,3,1.1235955056179776,0,0,267,44.83,running,26,20,,Stewart-Haas Racing,Ford,intermediate
Todd Gilliland,4231,3/3/2024,Cup,Las Vegas Motor Speedway,31,19,24,2,35,24.7,5,112,107,9,8.035714285714286,0,7,2.6217228464419478,0,0,267,47.83,running,29,19,,Front Row Motorsports,Ford,intermediate
Ty Gibbs,4368,3/3/2024,Cup,Las Vegas Motor Speedway,8,5,5,3,32,8.42,33,145,112,92,63.44827586206897,13,244,91.38576779026218,0,0,267,109.32,running,6,30,,Joe Gibbs Racing,Toyota,intermediate
Tyler Reddick,4065,3/3/2024,Cup,Las Vegas Motor Speedway,18,7,2,2,18,5.6,21,109,88,85,77.98165137614679,39,258,96.62921348314607,1,0.37453183520599254,267,120.18,running,2,2,,23XI Racing,Toyota,intermediate
William Byron,4184,3/3/2024,Cup,Las Vegas Motor Speedway,4,17,10,1,35,17.71,16,171,155,79,46.198830409356724,13,137,51.31086142322097,15,5.617977528089888,267,84.09,running,34,14,,Hendrick Motorsports,Chevrolet,intermediate
Zane Smith,4272,3/3/2024,Cup,Las Vegas Motor Speedway,24,36,36,24,37,35.83,-15,8,23,0,0,11,0,0,0,0,254,30.56,running,36,36,,Spire Motorsports,Chevrolet,intermediate
Alex Bowman,4045,3/10/2024,Cup,Phoenix Raceway,25,11,20,9,27,17.74,7,92,85,33,35.869565217391305,0,144,46.15384615384615,0,0,312,60.83,running,23,12,,Hendrick Motorsports,Chevrolet,short intermediate
Austin Cindric,4180,3/10/2024,Cup,Phoenix Raceway,34,36,36,29,36,35.89,5,10,5,0,0,0,0,0,0,0,6,23.33,accident,36,36,,Team Penske,Ford,short intermediate
Austin Dillon,3873,3/10/2024,Cup,Phoenix Raceway,30,35,32,30,35,33.95,-3,5,8,0,0,0,0,0,0,0,304,27,running,35,35,,Richard Childress Racing,Chevrolet,short intermediate
Brad Keselowski,1816,3/10/2024,Cup,Phoenix Raceway,18,9,4,4,24,9.81,10,96,86,52,54.166666666666664,3,275,88.14102564102564,0,0,312,100.03,running,14,9,,RFK Racing,Ford,short intermediate
Bubba Wallace,4025,3/10/2024,Cup,Phoenix Raceway,22,18,16,4,29,17.53,14,93,79,14,15.053763440860216,0,24,7.6923076923076925,0,0,312,64.5,running,18,16,,23XI Racing,Toyota,short intermediate
