driver_name,driver_id,race_date,series,track_name,start,mid,finish,best,worst,avg,green_flag_passing_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,laps,rating,status,stage_1,stage_2,stage_3,team_name,manufacturer,track_type
Erik Jones,4059,4/14/2024,Cup,Texas Motor Speedway,27,14,19,2,38,20.6,-1,124,125,33,26.612903225806452,3,86,31.159420289855074,0,0,276,60.12,running,27,4,,Legacy Motor Club,Toyota,intermediate
Harrison Burton,4217,4/14/2024,Cup,Texas Motor Speedway,29,25,28,1,36,25.09,-35,90,125,16,17.77777777777778,2,62,22.463768115942027,7,2.536231884057971,276,47.04,running,34,7,,Wood Brothers Racing,Ford,intermediate
Jimmie Johnson,1717,4/14/2024,Cup,Texas Motor Speedway,37,30,29,11,38,31.69,-6,85,91,2,2.3529411764705883,0,1,0.36231884057971014,0,0,276,33.67,running,36,27,,Legacy Motor Club,Toyota,intermediate
Joey Logano,3859,4/14/2024,Cup,Texas Motor Speedway,20,9,11,1,33,15.88,22,124,102,49,39.516129032258064,0,130,47.10144927536232,14,5.072463768115942,276,81.44,running,19,20,,Team Penske,Ford,intermediate
John Hunter Nemechek,4092,4/14/2024,Cup,Texas Motor Speedway,30,28,34,5,38,26.46,5,116,111,8,6.896551724137931,0,20,8.849557522123893,0,0,226,37.67,accident,22,26,,Legacy Motor Club,Toyota,intermediate
Josh Berry,4123,4/14/2024,Cup,Texas Motor Speedway,25,34,36,5,33,30.25,10,74,64,11,14.864864864864865,0,14,10.294117647058824,0,0,136,29.5,accident,26,36,,Stewart-Haas Racing,Ford,intermediate
Justin Haley,4172,4/14/2024,Cup,Texas Motor Speedway,32,24,24,11,38,26.31,-18,103,121,8,7.766990291262136,1,20,7.246376811594203,0,0,276,45.76,running,35,17,,Rick Ware Racing,Ford,intermediate
Kaz Grala,4191,4/14/2024,Cup,Texas Motor Speedway,33,36,27,7,38,31.42,4,86,82,8,9.302325581,0,18,6.521739130434782,0,0,276,33.17,running,38,34,,Rick Ware Racing,Ford,intermediate
Kyle Busch,454,4/14/2024,Cup,Texas Motor Speedway,35,20,9,5,37,23.28,26,128,102,21,16.40625,0,64,23.18840579710145,0,0,276,61.33,running,33,19,,Richard Childress Racing,Chevrolet,intermediate
Kyle Larson,4030,4/14/2024,Cup,Texas Motor Speedway,1,35,21,1,36,15.91,27,90,63,22,24.444444444444443,44,122,44.20289855072464,77,27.89855072463768,276,108.45,running,1,33,,Hendrick Motorsports,Chevrolet,intermediate
Martin Truex Jr.,3368,4/14/2024,Cup,Texas Motor Speedway,9,3,14,1,33,14.83,-24,84,108,35,41.666666666666664,2,183,66.30434782608695,0,0,276,89.69,running,12,21,,Joe Gibbs Racing,Toyota,intermediate
Michael McDowell,3832,4/14/2024,Cup,Texas Motor Speedway,13,4,35,1,33,22.21,5,59,54,35,59.32203389830509,0,125,87.41258741258741,0,0,143,75.17,accident,8,35,,Front Row Motorsports,Ford,intermediate
Noah Gragson,4224,4/14/2024,Cup,Texas Motor Speedway,21,15,18,7,34,17.73,-15,114,129,36,31.57894736842105,1,95,34.42028985507246,0,0,276,73.26,running,20,14,,Stewart-Haas Racing,Ford,intermediate
Ricky Stenhouse Jr.,3888,4/14/2024,Cup,Texas Motor Speedway,31,11,23,2,34,19.11,23,159,136,44,27.67295597484277,1,96,34.78260869565217,0,0,276,63.76,running,23,8,,JTG Daugherty Racing,Chevrolet,intermediate
Ross Chastain,4001,4/14/2024,Cup,Texas Motor Speedway,12,2,32,1,26,9.58,2,87,85,48,55.172413793103445,3,228,82.90909091,33,12,275,87.08,accident,11,1,,Trackhouse Racing,Chevrolet,intermediate
Ryan Blaney,4023,4/14/2024,Cup,Texas Motor Speedway,7,6,33,1,34,16.4,16,63,47,53,84.12698412698413,8,176,65.67164179104478,17,6.343283582089552,268,76.86,running,6,3,,Team Penske,Ford,intermediate
Ryan Preece,4070,4/14/2024,Cup,Texas Motor Speedway,26,12,12,2,37,17.38,10,109,99,39,35.77981651376147,0,121,43.84057971014493,0,0,276,71.83,running,24,24,,Stewart-Haas Racing,Ford,intermediate
Todd Gilliland,4231,4/14/2024,Cup,Texas Motor Speedway,28,5,31,1,33,19.09,-11,122,133,27,22.131147540983605,0,95,34.42028985507246,3,1.0869565217391304,276,53.5,running,13,30,,Front Row Motorsports,Ford,intermediate
Ty Dillon,4013,4/14/2024,Cup,Texas Motor Speedway,36,32,16,3,37,27.55,-13,104,117,13,12.5,0,45,16.304347826086957,0,0,276,41,running,37,32,,Kaulig Racing,Chevrolet,intermediate
Ty Gibbs,4368,4/14/2024,Cup,Texas Motor Speedway,2,16,13,1,32,12.32,-14,102,116,30,29.41176470588235,18,166,60.14492753623188,5,1.8115942028985508,276,92.99,running,21,9,,Joe Gibbs Racing,Toyota,intermediate
Tyler Reddick,4065,4/14/2024,Cup,Texas Motor Speedway,4,10,4,1,22,6.46,-14,78,92,63,80.76923076923077,42,268,97.10144927536231,37,13.405797101449275,276,129.48,running,4,11,,23XI Racing,Toyota,intermediate
William Byron,4184,4/14/2024,Cup,Texas Motor Speedway,6,8,3,2,29,8.92,-7,84,91,49,58.333333333333336,4,235,85.14492753623189,0,0,276,113.04,running,9,13,,Hendrick Motorsports,Chevrolet,intermediate
Zane Smith,4272,4/14/2024,Cup,Texas Motor Speedway,18,18,26,3,33,18.77,-17,96,113,15,15.625,1,65,23.55072463768116,0,0,276,64.26,running,25,15,,Spire Motorsports,Chevrolet,intermediate
Alex Bowman,4045,4/21/2024,Cup,Talladega Superspeedway,12,25,5,2,32,16.54,5,545,540,221,40.55045871559633,3,96,51.06382978723404,0,0,188,85.32,running,10,14,,Hendrick Motorsports,Chevrolet,superspeedway
Anthony Alfredo,4301,4/21/2024,Cup,Talladega Superspeedway,24,17,6,1,36,20.22,1,482,481,120,24.896265560165975,4,47,25,4,2.127659574468085,188,61.47,running,30,36,,Beard Motorsports,Chevrolet,superspeedway
Austin Cindric,4180,4/21/2024,Cup,Talladega Superspeedway,2,15,23,1,26,10.91,-2,470,472,354,75.31914893617021,4,143,76.06382978723404,16,8.510638298,188,93.97,running,1,2,,Team Penske,Ford,superspeedway
Austin Dillon,3873,4/21/2024,Cup,Talladega Superspeedway,5,12,30,1,33,17.93,-19,504,523,246,48.80952380952381,3,80,42.55319149,0,0,188,54.98,running,28,4,,Richard Childress Racing,Chevrolet,superspeedway
BJ McLeod,3973,4/21/2024,Cup,Talladega Superspeedway,37,38,32,1,38,30.21,1,207,206,133,64.25120773,7,32,17.112299465240643,5,2.6737967914438503,187,60.97,running,36,38,,Live Fast Motorsports,Chevrolet,superspeedway
Brad Keselowski,1816,4/21/2024,Cup,Talladega Superspeedway,22,31,2,1,36,17.76,46,496,450,218,43.95161290322581,5,89,47.340425531914896,2,1.0638297872340425,188,87.64,running,8,23,,RFK Racing,Ford,superspeedway
Bubba Wallace,4025,4/21/2024,Cup,Talladega Superspeedway,14,14,36,2,30,17.29,-20,423,443,276,65.24822695,1,96,62.33766233766234,0,0,154,68.63,accident,11,16,,23XI Racing,Toyota,superspeedway
Carson Hocevar,4326,4/21/2024,Cup,Talladega Superspeedway,35,35,17,1,37,28.63,13,302,289,17,5.629139072847682,8,12,6.382978723404255,1,0.5319148936170213,188,58.68,running,15,25,,Spire Motorsports,Chevrolet,superspeedway
Chase Briscoe,4228,4/21/2024,Cup,Talladega Superspeedway,26,36,12,1,37,25.27,-4,346,350,135,39.017341040462426,8,39,20.74468085106383,3,1.5957446808510638,188,52.18,running,35,32,,Stewart-Haas Racing,Ford,superspeedway
Chase Elliott,4062,4/21/2024,Cup,Talladega Superspeedway,9,21,15,1,31,15.8,-11,566,577,195,34.45229681978799,4,79,42.02127659574468,5,2.6595744680851063,188,82.12,running,2,8,,Hendrick Motorsports,Chevrolet,superspeedway
Chris Buescher,3989,4/21/2024,Cup,Talladega Superspeedway,8,4,25,1,30,17.43,1,533,532,164,30.76923076923077,6,66,35.10638298,6,3.1914893617021276,188,73.77,running,16,7,,RFK Racing,Ford,superspeedway
Christopher Bell,4153,4/21/2024,Cup,Talladega Superspeedway,10,20,38,2,36,22.71,-27,395,422,205,51.89873417721519,0,65,49.24242424242424,0,0,132,56.5,accident,7,35,,Joe Gibbs Racing,Toyota,superspeedway
Cody Ware,4125,4/21/2024,Cup,Talladega Superspeedway,34,3,24,2,37,26.65,10,401,391,60,14.962593516209477,5,27,14.361702127659575,0,0,188,42.2,running,24,31,,Rick Ware Racing,Ford,superspeedway
Corey LaJoie,4096,4/21/2024,Cup,Talladega Superspeedway,31,8,18,1,36,18.14,-16,536,552,222,41.417910447761194,7,77,40.95744680851064,0,0,188,71.08,running,22,33,,Spire Motorsports,Chevrolet,superspeedway
Daniel Hemric,4093,4/21/2024,Cup,Talladega Superspeedway,19,22,9,1,34,15.92,-4,559,563,208,37.20930233,6,86,45.744680851063826,8,4.255319149,188,95.65,running,19,19,,Kaulig Racing,Chevrolet,superspeedway
Daniel Suarez,4113,4/21/2024,Cup,Talladega Superspeedway,25,33,27,2,37,20.42,12,474,462,231,48.734177215189874,4,83,44.148936170212764,0,0,188,49.59,running,37,17,,Trackhouse Racing,Chevrolet,superspeedway
Denny Hamlin,1361,4/21/2024,Cup,Talladega Superspeedway,23,1,37,1,36,24.99,-10,347,357,185,53.31412103746398,4,51,33.116883116883116,4,2.5974025974025974,154,34.52,accident,33,30,,Joe Gibbs Racing,Toyota,superspeedway
Erik Jones,4059,4/21/2024,Cup,Talladega Superspeedway,28,32,35,4,33,24.45,-9,348,357,53,15.229885057471265,2,34,22.07792207792208,0,0,154,32.25,accident,20,15,,Legacy Motor Club,Toyota,superspeedway
Harrison Burton,4217,4/21/2024,Cup,Talladega Superspeedway,16,29,10,2,35,18.97,-28,513,541,149,29.044834307992204,6,64,34.04255319148936,0,0,188,68.8,running,6,28,,Wood Brothers Racing,Ford,superspeedway
Joey Logano,3859,4/21/2024,Cup,Talladega Superspeedway,7,18,19,1,36,16.32,-16,444,460,195,43.91891891891892,1,94,50,22,11.702127659574469,188,67.14,running,32,1,,Team Penske,Ford,superspeedway
John Hunter Nemechek,4092,4/21/2024,Cup,Talladega Superspeedway,20,2,33,1,37,25.14,3,261,258,42,16.091954022988507,8,38,20.652173913043477,20,10.869565217391305,184,35.99,running,31,29,,Legacy Motor Club,Toyota,superspeedway
Josh Berry,4123,4/21/2024,Cup,Talladega Superspeedway,29,26,16,1,37,18.48,13,501,488,186,37.125748502994014,8,89,47.340425531914896,3,1.5957446808510638,188,70.95,running,21,18,,Stewart-Haas Racing,Ford,superspeedway
Justin Haley,4172,4/21/2024,Cup,Talladega Superspeedway,27,30,34,1,37,26.17,0,348,348,134,38.50574712643678,5,37,20.108695652173914,4,2.1739130434782608,184,36.63,running,29,27,,Rick Ware Racing,Ford,superspeedway
Kyle Busch,454,4/21/2024,Cup,Talladega Superspeedway,4,11,26,1,34,12.07,-28,502,530,321,63.94422310756972,2,141,75,4,2.127659574468085,188,85.15,running,5,13,,Richard Childress Racing,Chevrolet,superspeedway
Kyle Larson,4030,4/21/2024,Cup,Talladega Superspeedway,38,10,21,1,38,21.01,33,369,336,209,56.639566395663955,2,81,43.08510638297872,0,0,188,67.88,running,34,3,,Hendrick Motorsports,Chevrolet,superspeedway
Martin Truex Jr.,3368,4/21/2024,Cup,Talladega Superspeedway,6,7,11,1,36,16.86,-16,429,445,264,61.53846153846154,4,92,48.93617021276596,16,8.510638298,188,89.29,running,25,21,,Joe Gibbs Racing,Toyota,superspeedway
Michael McDowell,3832,4/21/2024,Cup,Talladega Superspeedway,1,23,31,1,32,13.28,-22,455,477,197,43.2967033,5,100,53.475935828877006,36,19.25133689839572,187,89.59,accident,14,22,,Front Row Motorsports,Ford,superspeedway
Noah Gragson,4224,4/21/2024,Cup,Talladega Superspeedway,36,5,3,1,36,10.7,32,566,534,318,56.18374558303887,2,133,70.74468085106383,5,2.6595744680851063,188,120.97,running,12,12,,Stewart-Haas Racing,Ford,superspeedway
Ricky Stenhouse Jr.,3888,4/21/2024,Cup,Talladega Superspeedway,33,27,4,4,33,21.84,37,447,410,124,27.74049217002237,2,39,20.74468085106383,0,0,188,61.38,running,27,11,,JTG Daugherty Racing,Chevrolet,superspeedway
Ross Chastain,4001,4/21/2024,Cup,Talladega Superspeedway,32,34,13,1,35,13.94,36,469,433,287,61.19402985074627,3,119,63.297872340425535,6,3.1914893617021276,188,94.8,running,18,5,,Trackhouse Racing,Chevrolet,superspeedway
Ryan Blaney,4023,4/21/2024,Cup,Talladega Superspeedway,21,28,20,1,37,22.52,-16,382,398,106,27.74869109947644,5,54,28.72340425531915,1,0.5319148936170213,188,46.3,running,4,34,,Team Penske,Ford,superspeedway
Ryan Preece,4070,4/21/2024,Cup,Talladega Superspeedway,11,9,14,2,36,19.99,9,568,559,187,32.92253521126761,6,61,32.44680851,0,0,188,81.14,running,26,9,,Stewart-Haas Racing,Ford,superspeedway
Shane Van Gisbergen,4469,4/21/2024,Cup,Talladega Superspeedway,17,13,28,1,37,19.92,-2,553,555,177,32.00723327305606,4,63,33.51063829787234,3,1.5957446808510638,188,56.58,running,23,26,,Kaulig Racing,Chevrolet,superspeedway
Todd Gilliland,4231,4/21/2024,Cup,Talladega Superspeedway,3,6,8,1,31,13.29,-1,540,541,326,60.370370370370374,4,121,64.36170212765957,0,0,188,109.76,running,13,24,,Front Row Motorsports,Ford,superspeedway
Ty Gibbs,4368,4/21/2024,Cup,Talladega Superspeedway,15,16,22,1,34,15.75,-24,558,582,253,45.340501792114694,2,93,49.46808510638298,1,0.5319148936170213,188,78.38,running,17,10,,Joe Gibbs Racing,Toyota,superspeedway
Tyler Reddick,4065,4/21/2024,Cup,Talladega Superspeedway,18,24,1,1,35,16.97,6,478,472,187,39.12133891213389,3,79,42.02127659574468,13,6.914893617021277,188,85.27,running,9,6,,23XI Racing,Toyota,superspeedway
William Byron,4184,4/21/2024,Cup,Talladega Superspeedway,13,19,7,2,35,16.69,-10,464,474,188,40.51724137931034,5,89,47.340425531914896,0,0,188,80.53,running,3,20,,Hendrick Motorsports,Chevrolet,superspeedway
Zane Smith,4272,4/21/2024,Cup,Talladega Superspeedway,30,37,29,3,38,29.64,-15,261,276,123,47.12643678160919,4,31,16.48936170212766,0,0,188,39.6,running,38,37,,Spire Motorsports,Chevrolet,superspeedway
AJ Allmendinger,3774,4/28/2024,Cup,Dover Motor Speedway,10,14,13,7,33,12.28,-6,60,66,26,43.333333333333336,7,385,96.25,0,0,400,84.84,running,11,12,,Kaulig Racing,Chevrolet,short intermediate
Alex Bowman,4045,4/28/2024,Cup,Dover Motor Speedway,9,5,8,2,19,6.98,3,49,46,30,61.224489795918366,26,397,99.25,0,0,400,100.08,running,8,2,,Hendrick Motorsports,Chevrolet,short intermediate
Austin Cindric,4180,4/28/2024,Cup,Dover Motor Speedway,11,22,15,7,33,17.65,-11,45,56,11,24.444444444444443,1,148,37,0,0,400,70.05,running,20,20,,Team Penske,Ford,short intermediate
Austin Dillon,3873,4/28/2024,Cup,Dover Motor Speedway,23,28,27,23,35,29.85,-13,40,53,0,0,5,0,0,0,0,396,41.91,running,35,33,,Richard Childress Racing,Chevrolet,short intermediate
Brad Keselowski,1816,4/28/2024,Cup,Dover Motor Speedway,24,31,30,12,35,27.1,12,64,52,11,17.1875,8,76,19.843342036553526,0,0,383,52.56,running,13,34,,RFK Racing,Ford,short intermediate
Bubba Wallace,4025,4/28/2024,Cup,Dover Motor Speedway,16,11,32,1,18,15.51,6,47,41,27,57.44680851,2,307,93.31306990881458,1,0.303951368,329,69.34,accident,14,10,,23XI Racing,Toyota,short intermediate
Carson Hocevar,4326,4/28/2024,Cup,Dover Motor Speedway,20,32,22,10,32,24.49,-11,45,56,0,0,0,2,0.5037783375314862,0,0,397,51.83,running,26,28,,Spire Motorsports,Chevrolet,short intermediate
Chase Briscoe,4228,4/28/2024,Cup,Dover Motor Speedway,7,23,19,5,32,18.44,-14,53,67,10,18.867924528301888,1,77,19.29824561403509,0,0,399,63.38,running,24,21,,Stewart-Haas Racing,Ford,short intermediate
Chase Elliott,4062,4/28/2024,Cup,Dover Motor Speedway,29,8,5,2,31,9.73,20,66,46,36,54.54545454545455,14,351,87.75,0,0,400,97.84,running,9,5,,Hendrick Motorsports,Chevrolet,short intermediate
Chris Buescher,3989,4/28/2024,Cup,Dover Motor Speedway,18,13,17,12,24,15.49,-8,52,60,15,28.846153846153847,3,190,47.5,0,0,400,71.14,running,15,14,,RFK Racing,Ford,short intermediate
Christopher Bell,4153,4/28/2024,Cup,Dover Motor Speedway,33,15,34,8,34,21.78,25,82,57,10,12.195121951219512,3,125,38.109756097560975,0,0,328,54.17,accident,19,13,,Joe Gibbs Racing,Toyota,short intermediate
Corey Heim,4387,4/28/2024,Cup,Dover Motor Speedway,32,25,25,5,36,26.76,2,72,70,5,6.944444444444445,9,4,1.0075566750629723,0,0,397,46.27,running,25,23,,Legacy Motor Club,Toyota,short intermediate
Corey LaJoie,4096,4/28/2024,Cup,Dover Motor Speedway,25,1,21,1,30,21.61,-5,53,58,7,13.20754716981132,7,40,10.050251256281408,33,8.291457286432161,398,53.62,running,23,26,,Spire Motorsports,Chevrolet,short intermediate
Daniel Hemric,4093,4/28/2024,Cup,Dover Motor Speedway,14,24,9,1,29,19.21,4,69,65,11,15.942028985507246,1,88,22,5,1.25,400,68.38,running,22,22,,Kaulig Racing,Chevrolet,short intermediate
Daniel Suarez,4113,4/28/2024,Cup,Dover Motor Speedway,31,27,18,2,32,24.89,13,62,49,8,12.903225806451612,1,9,2.255639097744361,0,0,399,51.22,running,28,25,,Trackhouse Racing,Chevrolet,short intermediate
Denny Hamlin,1361,4/28/2024,Cup,Dover Motor Speedway,6,6,1,1,18,4.13,-1,51,52,30,58.82352941,59,399,99.75,136,34,400,140.81,running,6,3,,Joe Gibbs Racing,Toyota,short intermediate
Harrison Burton,4217,4/28/2024,Cup,Dover Motor Speedway,26,33,26,11,35,28.42,-13,39,52,0,0,0,1,0.2518891687657431,0,0,397,41.33,running,29,29,,Wood Brothers Racing,Ford,short intermediate
Jimmie Johnson,1717,4/28/2024,Cup,Dover Motor Speedway,27,34,28,12,35,31.19,-5,40,45,0,0,0,1,0.25316455696202533,0,0,395,37.17,running,32,32,,Legacy Motor Club,Toyota,short intermediate
Joey Logano,3859,4/28/2024,Cup,Dover Motor Speedway,13,19,16,7,28,18.56,-18,52,70,7,13.461538461538462,0,25,6.25,0,0,400,63.17,running,21,18,,Team Penske,Ford,short intermediate
John Hunter Nemechek,4092,4/28/2024,Cup,Dover Motor Speedway,34,26,20,10,35,25.15,1,58,57,1,1.7241379310344827,0,2,0.5025125628140703,0,0,398,49.33,running,27,24,,Legacy Motor Club,Toyota,short intermediate
Josh Berry,4123,4/28/2024,Cup,Dover Motor Speedway,12,16,14,11,25,15.51,-2,54,56,16,29.62962962962963,5,217,54.25,0,0,400,76.74,running,18,15,,Stewart-Haas Racing,Ford,short intermediate
Justin Haley,4172,4/28/2024,Cup,Dover Motor Speedway,36,30,23,13,36,28.84,10,60,50,0,0,2,1,0.2518891687657431,0,0,397,43.1,running,31,27,,Rick Ware Racing,Ford,short intermediate
Kaz Grala,4191,4/28/2024,Cup,Dover Motor Speedway,35,35,29,29,37,33.82,2,8,6,0,0,0,0,0,0,0,394,28.67,running,34,35,,Rick Ware Racing,Ford,short intermediate
Kyle Busch,454,4/28/2024,Cup,Dover Motor Speedway,1,7,4,1,11,5.11,2,35,33,28,80,26,400,100,34,8.5,400,115,running,7,6,,Richard Childress Racing,Chevrolet,short intermediate
Kyle Larson,4030,4/28/2024,Cup,Dover Motor Speedway,21,2,2,1,22,5,19,58,39,35,60.34482759,53,380,95,39,9.75,400,120.87,running,5,1,,Hendrick Motorsports,Chevrolet,short intermediate
Martin Truex Jr.,3368,4/28/2024,Cup,Dover Motor Speedway,15,3,3,1,20,4.39,11,55,44,35,63.63636363636363,48,397,99.25,69,17.25,400,121.66,running,1,4,,Joe Gibbs Racing,Toyota,short intermediate
Michael McDowell,3832,4/28/2024,Cup,Dover Motor Speedway,8,20,36,5,35,28.07,-5,51,56,10,19.607843137254903,4,55,19.29824561403509,0,0,285,44.43,hub,30,30,,Front Row Motorsports,Ford,short intermediate
Noah Gragson,4224,4/28/2024,Cup,Dover Motor Speedway,5,21,6,2,29,12.82,-5,59,64,18,30.508474576271187,2,211,52.75,0,0,400,86.6,running,12,19,,Stewart-Haas Racing,Ford,short intermediate
Ricky Stenhouse Jr.,3888,4/28/2024,Cup,Dover Motor Speedway,17,10,35,5,29,15.43,2,47,45,27,57.44680851,5,305,95.3125,0,0,320,72.13,accident,10,9,,JTG Daugherty Racing,Chevrolet,short intermediate
Ross Chastain,4001,4/28/2024,Cup,Dover Motor Speedway,22,17,12,6,26,15.79,4,69,65,23,33.333333333333336,0,160,40,0,0,400,75,running,16,16,,Trackhouse Racing,Chevrolet,short intermediate
Ryan Blaney,4023,4/28/2024,Cup,Dover Motor Speedway,2,9,7,1,18,5.26,-5,37,42,22,59.45945945945946,23,398,99.5,47,11.75,400,109.06,running,4,8,,Team Penske,Ford,short intermediate
Ryan Preece,4070,4/28/2024,Cup,Dover Motor Speedway,28,37,37,26,36,35.87,-6,8,14,0,0,1,0,0,0,0,66,27.14,fire,37,37,,Stewart-Haas Racing,Ford,short intermediate
Todd Gilliland,4231,4/28/2024,Cup,Dover Motor Speedway,30,36,31,26,37,34.4,9,19,10,0,0,0,0,0,0,0,379,29.17,running,36,36,,Front Row Motorsports,Ford,short intermediate
Ty Gibbs,4368,4/28/2024,Cup,Dover Motor Speedway,19,12,10,3,22,13.18,8,63,55,28,44.44444444444444,5,264,66,0,0,400,83.57,running,17,11,,Joe Gibbs Racing,Toyota,short intermediate
Tyler Reddick,4065,4/28/2024,Cup,Dover Motor Speedway,4,4,11,2,19,6.35,-7,38,45,23,60.526315789473685,15,397,99.25,0,0,400,99.72,running,3,7,,23XI Racing,Toyota,short intermediate
William Byron,4184,4/28/2024,Cup,Dover Motor Speedway,3,18,33,1,27,13.31,-16,48,64,8,16.666666666666668,15,185,56.23100303951368,36,10.94224924012158,329,81.65,accident,2,17,,Hendrick Motorsports,Chevrolet,short intermediate
Zane Smith,4272,4/28/2024,Cup,Dover Motor Speedway,37,29,24,13,37,30.45,5,50,45,4,8,0,3,0.7556675062972292,0,0,397,35,running,33,31,,Spire Motorsports,Chevrolet,short intermediate
Alex Bowman,4045,5/5/2024,Cup,Kansas Speedway,18,7,7,5,35,12.72,14,118,104,56,47.45762711864407,2,176,65.67164179104478,0,0,268,86.49,running,17,7,,Hendrick Motorsports,Chevrolet,intermediate
Austin Cindric,4180,5/5/2024,Cup,Kansas Speedway,7,16,37,5,29,21,-12,70,82,24,34.285714285714285,1,104,56.52173913043478,0,0,184,69.44,accident,12,16,,Team Penske,Ford,intermediate
Austin Dillon,3873,5/5/2024,Cup,Kansas Speedway,16,22,25,4,30,22.49,-21,99,120,7,7.070707070707071,0,12,4.477611940298507,0,0,268,52.83,running,23,22,,Richard Childress Racing,Chevrolet,intermediate
Austin Hill,4133,5/5/2024,Cup,Kansas Speedway,34,32,33,2,37,32.22,-4,100,104,5,5,0,4,1.4981273408239701,0,0,267,28.67,running,32,34,,Richard Childress Racing,Chevrolet,intermediate
Brad Keselowski,1816,5/5/2024,Cup,Kansas Speedway,30,13,11,1,31,16.24,59,154,95,43,27.92207792207792,19,130,48.507462686567166,1,0.373134328,268,86.52,running,14,13,,RFK Racing,Ford,intermediate
Bubba Wallace,4025,5/5/2024,Cup,Kansas Speedway,23,20,17,2,35,17.44,-11,111,122,23,20.72072072072072,4,65,24.253731343283583,0,0,268,68.65,running,18,17,,23XI Racing,Toyota,intermediate
Carson Hocevar,4326,5/5/2024,Cup,Kansas Speedway,22,18,24,3,30,18.08,-2,118,120,32,27.11864406779661,1,78,29.104477611940297,0,0,268,63.08,running,19,19,,Spire Motorsports,Chevrolet,intermediate
Chase Briscoe,4228,5/5/2024,Cup,Kansas Speedway,10,31,21,3,36,26.92,-31,84,115,6,7.142857142857143,0,22,8.208955223880597,0,0,268,44,running,33,30,,Stewart-Haas Racing,Ford,intermediate
Chase Elliott,4062,5/5/2024,Cup,Kansas Speedway,9,11,3,3,28,11.53,14,124,110,77,62.096774193548384,10,255,95.14925373134328,0,0,268,95.8,running,10,11,,Hendrick Motorsports,Chevrolet,intermediate
Chris Buescher,3989,5/5/2024,Cup,Kansas Speedway,12,1,2,1,30,5.69,12,73,61,41,56.16438356164384,11,235,87.68656716417911,54,20.149253731343283,268,123.07,running,5,1,,RFK Racing,Ford,intermediate
Christopher Bell,4153,5/5/2024,Cup,Kansas Speedway,1,9,6,1,18,7.56,1,71,70,53,74.64788732394366,3,263,98.13432835820896,5,1.8656716417910448,268,105.81,running,4,12,,Joe Gibbs Racing,Toyota,intermediate
Corey Heim,4387,5/5/2024,Cup,Kansas Speedway,20,37,22,6,38,30.9,-14,93,107,2,2.150537634408602,1,4,1.492537313432836,0,0,268,53.58,running,38,35,,Legacy Motor Club,Toyota,intermediate
Corey LaJoie,4096,5/5/2024,Cup,Kansas Speedway,28,28,26,8,33,25.46,-17,96,113,16,16.666666666666668,1,21,7.835820895522388,0,0,268,47.91,running,29,27,,Spire Motorsports,Chevrolet,intermediate
Daniel Hemric,4093,5/5/2024,Cup,Kansas Speedway,33,33,30,3,37,31.37,3,112,109,7,6.25,1,7,2.611940298507463,0,0,268,35.58,running,28,33,,Kaulig Racing,Chevrolet,intermediate
Daniel Suarez,4113,5/5/2024,Cup,Kansas Speedway,27,30,27,15,34,28.88,-18,93,111,0,0,0,1,0.373134328,0,0,268,38.67,running,27,31,,Trackhouse Racing,Chevrolet,intermediate
Denny Hamlin,1361,5/5/2024,Cup,Kansas Speedway,14,6,5,1,28,6.3,12,107,95,74,69.1588785,23,248,92.53731343283582,71,26.492537313432837,268,124.58,running,1,3,,Joe Gibbs Racing,Toyota,intermediate
Derek Kraus,4297,5/5/2024,Cup,Kansas Speedway,38,35,31,1,38,32.6,-4,62,66,5,8.064516129032258,29,16,5.970149253731344,6,2.2388059701492535,268,40.33,running,37,38,,Kaulig Racing,Chevrolet,intermediate
Harrison Burton,4217,5/5/2024,Cup,Kansas Speedway,31,36,36,5,38,35.24,-2,76,78,5,6.578947368421052,0,2,0.7633587786259542,0,0,262,25.5,running,35,36,,Wood Brothers Racing,Ford,intermediate
Jimmie Johnson,1717,5/5/2024,Cup,Kansas Speedway,19,25,38,8,36,31.07,-7,94,101,6,6.382978723404255,1,5,2.857142857142857,0,0,175,42.61,accident,30,25,,Legacy Motor Club,Toyota,intermediate
Joey Logano,3859,5/5/2024,Cup,Kansas Speedway,11,21,34,10,35,22.77,-10,76,86,15,19.736842105263158,2,28,10.526315789473685,0,0,266,52.33,running,21,21,,Team Penske,Ford,intermediate
John Hunter Nemechek,4092,5/5/2024,Cup,Kansas Speedway,29,34,13,8,36,24.12,17,116,99,10,8.620689655172415,1,33,12.313432835820896,0,0,268,65.08,running,20,32,,Legacy Motor Club,Toyota,intermediate
Josh Berry,4123,5/5/2024,Cup,Kansas Speedway,17,27,15,5,36,24.98,-4,103,107,5,4.854368932038835,1,21,7.835820895522388,0,0,268,55.75,running,31,28,,Stewart-Haas Racing,Ford,intermediate
Justin Haley,4172,5/5/2024,Cup,Kansas Speedway,35,26,18,3,37,22.68,3,128,125,17,13.28125,1,67,25,0,0,268,60.91,running,26,26,,Rick Ware Racing,Ford,intermediate
