driver,team,race_id,year,finish,momentum,finish_baseline,finish_track,start_baseline,start_track,mid_baseline,mid_track,best_baseline,best_track,worst_baseline,worst_track,avg_baseline,avg_track,green_flag_passing_diff_baseline,green_flag_passing_diff_track,green_flag_passes_baseline,green_flag_passes_track,pct_quality_passes_baseline,pct_quality_passes_track,fastest_lap_baseline,fastest_lap_track,pct_top_15_laps_baseline,pct_top_15_laps_track,pct_laps_led_baseline,pct_laps_led_track,rating_baseline,rating_track
Austin Dillon,Richard Childress Racing,95,2024,17,70.78,20.263157894736842,15.625,19.568421052631578,19.0,19.789473684210527,14.875,6.652631578947369,4.25,31.768421052631577,33.625,20.718526315789475,19.51,-5.421052631578948,-1.625,104.8,98.25,28.143192187308365,25.075001673584147,2.4105263157894736,1.875,32.35184560761768,34.65814353435985,0.34315780505381915,0.3125,62.15831578947369,65.84625
Austin Dillon,Richard Childress Racing,96,2024,22,74.0725,20.229166666666668,25.266666666666666,19.46875,20.266666666666666,19.90625,23.8,6.614583333333333,5.533333333333333,31.802083333333332,33.2,20.678645833333334,23.798666666666666,-5.489583333333333,-1.2,105.0625,215.93333333333334,28.170546755870053,30.96083633517211,2.3854166666666665,3.533333333333333,32.56096372072603,29.663851552709573,0.33958324458450856,0.49191548170802196,62.21052083333334,54.80533333333334
Austin Dillon,Richard Childress Racing,97,2024,15,81.31750000000001,20.24742268041237,20.727272727272727,19.432989690721648,21.40909090909091,19.88659793814433,19.363636363636363,6.556701030927835,9.818181818181818,31.824742268041238,32.09090909090909,20.65835051546392,22.17818181818182,-5.649484536082475,-7.545454545454546,107.42268041237114,76.54545454545455,28.389419445034182,21.086897533745674,2.3711340206185567,2.090909090909091,32.60710880646119,20.32683810249857,0.33608238639291566,0.18121413470250677,62.33010309278352,56.67545454545455
Austin Dillon,Richard Childress Racing,98,2024,20,83.42750000000001,20.193877551020407,25.0625,19.397959183673468,20.0,19.887755102040817,23.4375,6.510204081632653,5.25,31.775510204081634,33.25,20.618469387755102,23.480625,-5.581632653061225,-2.4375,107.74489795918367,223.3125,28.510831183188657,32.11335891452326,2.36734693877551,3.375,32.7970991047437,30.12467564548004,0.3326529742868655,0.4611707641012706,62.470714285714294,55.993125000000006
Austin Dillon,Richard Childress Racing,99,2024,28,69.8725,20.19191919191919,22.6,19.282828282828284,19.2,19.858585858585858,18.133333333333333,6.494949494949495,4.733333333333333,31.77777777777778,33.266666666666666,20.603434343434344,19.25,-5.828282828282828,-5.8,109.42424242424242,64.53333333333333,28.495643992147084,24.06752366238019,2.393939393939394,0.3333333333333333,32.72783395847417,40.522426927945915,0.3292928432334628,0.5257452574525746,62.470000000000006,66.47666666666666
Austin Dillon,Richard Childress Racing,100,2024,21,63.53750000000001,20.27,18.58823529411765,19.32,20.41176470588235,19.91,19.0,6.5,8.647058823529411,31.79,29.0,20.6371,19.11235294117647,-5.97,-0.7058823529411765,109.11,83.52941176470588,28.326072167610228,34.33963067180559,2.37,5.823529411764706,32.49838170584595,33.48641541718649,0.3259999148011282,0.5192100194597868,62.263600000000004,66.9505882352941
Austin Dillon,Richard Childress Racing,101,2024,12,58.904999999999994,20.277227722772277,17.22222222222222,19.425742574257427,16.5,19.93069306930693,21.27777777777778,6.603960396039604,4.5,31.77227722772277,30.72222222222222,20.64811881188119,19.645555555555557,-5.9405940594059405,-12.166666666666666,109.0,103.27777777777777,28.04561600753488,33.32735429329095,2.376237623762376,0.6111111111111112,32.176615550342525,40.383694827323836,0.32277219287240416,0.1123221721351305,62.194455445544556,65.22333333333333
Austin Dillon,Richard Childress Racing,102,2024,8,55.2525,20.19607843137255,24.764705882352942,19.45098039215686,19.294117647058822,20.029411764705884,23.058823529411764,6.627450980392157,5.235294117647059,31.774509803921568,33.1764705882353,20.679019607843138,23.22470588235294,-6.0,-4.0588235294117645,109.0,226.2941176470588,28.00451399774703,31.813002464849713,2.3529411764705883,3.4705882352941178,32.015377526110264,29.87850940892593,0.3196077596089492,0.4340430720953135,62.18764705882353,56.370000000000005
Austin Dillon,Richard Childress Racing,103,2024,33,57.375,20.07766990291262,22.9375,19.33009708737864,19.4375,19.980582524271846,18.5625,6.572815533980583,4.875,31.844660194174757,33.25,20.66339805825243,19.545,-6.281553398058253,-6.6875,113.90291262135922,65.375,28.224387316215505,23.28445727963527,2.3592233009708736,0.3125,32.172559571537626,38.601188288427565,0.321483611581877,0.49288617886178865,62.2721359223301,64.93625
Austin Dillon,Richard Childress Racing,104,2024,37,60.725,20.201923076923077,16.94736842105263,19.35576923076923,16.789473684210527,19.971153846153847,21.736842105263158,6.528846153846154,4.7368421052631575,31.89423076923077,30.789473684210527,20.69971153846154,19.86421052631579,-6.413461538461538,-12.157894736842104,113.92307692307692,103.57894736842105,28.0441793479893,32.828715173074286,2.355769230769231,0.5789473684210527,31.980030467102456,39.08614968265688,0.3183924230089744,0.10641047886486048,62.20442307692308,65.02736842105263
Austin Dillon,Richard Childress Racing,105,2024,25,53.779999999999994,20.36190476190476,17.95,19.295238095238094,16.6,20.133333333333333,22.5,6.59047619047619,5.15,31.904761904761905,30.9,20.828857142857146,20.584,-6.495238095238095,-12.3,113.17142857142858,100.15,27.7770919256275,31.187279414420573,2.3333333333333335,0.55,31.675458748368147,37.13184219852404,0.31536011421841276,0.10108995492161746,61.87390476190476,63.150999999999996
Austin Dillon,Richard Childress Racing,106,2024,7,52.9225,20.40566037735849,18.72222222222222,19.39622641509434,20.944444444444443,20.19811320754717,19.166666666666668,6.5754716981132075,9.11111111111111,31.933962264150942,29.055555555555557,20.848301886792452,19.25888888888889,-6.226415094339623,-0.8333333333333334,114.20754716981132,84.33333333333333,27.58273151021947,32.431873412260835,2.3207547169811322,5.666666666666667,31.46143332663826,31.626059005120574,0.3123850188012579,0.4903650183786876,61.838018867924525,66.30222222222221
Austin Dillon,Richard Childress Racing,107,2024,27,59.38499999999999,20.2803738317757,20.47826086956522,19.30841121495327,21.17391304347826,20.074766355140188,19.391304347826086,6.5327102803738315,9.478260869565217,31.897196261682243,31.869565217391305,20.737757009345795,21.94217391304348,-6.093457943925234,-7.173913043478261,113.78504672897196,79.26086956521739,27.880278784470434,21.921718066372936,2.3551401869158877,2.0869565217391304,32.01039189367902,21.670286795352855,0.3094655326442368,0.17333525928065865,62.16420560747663,57.520434782608696
Austin Dillon,Richard Childress Racing,108,2025,23,57.0775,20.34259259259259,23.833333333333332,19.462962962962962,18.61111111111111,20.11111111111111,22.61111111111111,6.648148148148148,5.0,31.935185185185187,33.5,20.7975,22.99388888888889,-6.027777777777778,-5.777777777777778,113.47222222222223,247.83333333333334,27.622128054984596,32.85958376124695,2.3333333333333335,3.4444444444444446,31.713999376144958,30.896654897603835,0.3066001110456791,0.4384195965800468,62.01453703703704,57.17666666666667
Austin Dillon,Richard Childress Racing,109,2025,16,69.0925,20.324074074074073,23.789473684210527,19.26851851851852,18.42105263157895,20.046296296296298,22.42105263157895,6.638888888888889,4.7894736842105265,31.89814814814815,33.473684210526315,20.678055555555552,22.533157894736842,-6.37037037037037,-7.052631578947368,116.61111111111111,259.94736842105266,28.133239389095305,34.5654986438129,2.324074074074074,3.3684210526315788,32.2059698677007,32.33414438825626,0.3018999794419941,0.41534488097057065,62.315925925925924,58.14421052631579
Austin Dillon,Richard Childress Racing,110,2025,35,68.83500000000001,20.453703703703702,23.529411764705884,19.25925925925926,19.58823529411765,20.212962962962962,18.58823529411765,6.648148148148148,4.705882352941177,31.962962962962962,33.470588235294116,20.760462962962954,19.83294117647059,-6.537037037037037,-7.470588235294118,118.12037037037037,68.3529411764706,27.79712313805197,22.47259265263847,2.3518518518518516,0.4117647058823529,31.784986854645144,37.04520854853655,0.30189997944199415,0.4638928742228599,62.076203703703705,64.36529411764707
Austin Dillon,Richard Childress Racing,111,2025,12,56.54,20.675925925925927,20.75,19.416666666666668,21.791666666666668,20.25925925925926,19.583333333333332,6.768518518518518,9.875,31.97222222222222,32.041666666666664,20.805555555555546,22.160833333333333,-6.185185185185185,-6.833333333333333,117.86111111111111,79.29166666666667,27.576444125709376,21.008313146940726,2.3518518518518516,2.0,31.469698938992266,20.76735817887982,0.3018999794419941,0.1661129568106312,61.869907407407425,57.040416666666665
Austin Dillon,Richard Childress Racing,112,2025,32,61.457499999999996,20.59259259259259,18.285714285714285,19.49074074074074,17.238095238095237,20.35185185185185,22.714285714285715,6.824074074074074,5.142857142857143,32.129629629629626,31.095238095238095,20.902685185185177,20.693809523809524,-6.268518518518518,-10.666666666666666,118.10185185185185,106.0,26.88912741018369,30.04383219908515,2.287037037037037,0.5714285714285714,30.665496888823753,35.7916956197848,0.30189997944199415,0.09627614754439758,61.72972222222223,62.90904761904761
Austin Dillon,Richard Childress Racing,113,2025,13,54.092499999999994,20.564814814814813,18.90909090909091,19.537037037037038,17.454545454545453,20.14814814814815,22.272727272727273,6.833333333333333,5.0,32.22222222222222,31.181818181818183,20.856111111111108,20.791818181818183,-6.555555555555555,-11.090909090909092,117.82407407407408,104.4090909090909,26.343591635903348,29.510469787763096,2.2777777777777777,0.5909090909090909,30.202648520653604,35.35798218252185,0.3018999794419941,0.09189995901965223,61.70194444444445,62.14499999999999
Austin Dillon,Richard Childress Racing,114,2025,18,58.74250000000001,20.59259259259259,18.105263157894736,19.62037037037037,20.36842105263158,20.064814814814813,18.526315789473685,6.805555555555555,8.736842105263158,32.166666666666664,29.0,20.814629629629625,18.72,-6.777777777777778,-0.3684210526315789,118.4074074074074,83.52631578947368,26.37980982683809,33.85231638293513,2.2962962962962963,5.684210526315789,30.415395871470835,34.70889800485107,0.30189997944199415,0.464556333200862,61.78194444444446,67.90421052631578
Austin Dillon,Richard Childress Racing,115,2025,23,64.075,20.666666666666668,20.4,19.555555555555557,21.76,20.055555555555557,19.56,6.842592592592593,9.92,32.18518518518518,32.08,20.82472222222222,22.086799999999997,-6.638888888888889,-7.24,118.04629629629629,79.64,26.366949744492416,20.940707893863095,2.259259259259259,1.92,30.26030327887824,20.398202313324628,0.3018999794419941,0.15946843853820597,61.747870370370386,57.385600000000004
Austin Dillon,Richard Childress Racing,116,2025,10,61.4375,20.85185185185185,18.1,19.555555555555557,20.25,20.27777777777778,18.4,6.861111111111111,8.65,32.25925925925926,29.05,20.950185185185184,18.6615,-6.935185185185185,0.2,118.53703703703704,82.95,26.028917108880403,33.756922785788376,1.9722222222222223,5.45,29.678163837732203,34.310953104608515,0.2996023964992499,0.44132851654081884,61.28481481481482,67.95349999999999
Austin Dillon,Richard Childress Racing,117,2025,12,69.82,20.65740740740741,23.4,19.60185185185185,18.25,20.314814814814813,22.8,6.87962962962963,4.7,32.24074074074074,33.7,20.994629629629635,22.631,-6.7592592592592595,-8.7,118.96296296296296,259.95,25.63045756494029,33.702608327122256,2.0185185185185186,3.5,29.118460966991464,31.39412889834345,0.2996023964992499,0.3945776369220421,61.24435185185185,58.089
Austin Dillon,Richard Childress Racing,118,2025,7,66.7725,20.75,18.652173913043477,19.51851851851852,18.0,20.5,21.869565217391305,6.87037037037037,4.913043478260869,32.351851851851855,31.217391304347824,21.059722222222224,20.589565217391304,-6.9907407407407405,-10.08695652173913,122.36111111111111,106.26086956521739,25.344391386236584,29.380910763947305,2.074074074074074,0.6521739130434783,28.70967452094733,35.95388167067308,0.2996023964992499,0.08790430862749343,60.996944444444445,62.73173913043478
Austin Dillon,Richard Childress Racing,119,2025,22,66.5075,20.60185185185185,18.166666666666668,19.47222222222222,18.041666666666668,20.666666666666668,22.166666666666668,6.861111111111111,4.916666666666667,32.370370370370374,31.208333333333332,21.00101851851852,20.523750000000003,-6.722222222222222,-10.041666666666666,122.81481481481481,104.75,25.48107568962724,29.168610910866175,2.074074074074074,0.625,28.906023218079756,35.48593856897836,0.2996023964992499,0.08424162910134787,61.217592592592595,62.94416666666666
Austin Dillon,Richard Childress Racing,120,2025,20,65.645,20.72222222222222,18.32,19.52777777777778,18.12,20.60185185185185,22.0,6.888888888888889,5.16,32.342592592592595,31.24,21.00555555555556,20.552000000000003,-6.62962962962963,-10.04,122.9074074074074,104.28,25.331252981832396,28.173909485191526,2.0555555555555554,0.6,28.598252463930912,34.15672659013923,0.2996023964992499,0.08087196393729396,61.1175,62.493199999999995
Austin Dillon,Richard Childress Racing,121,2025,29,61.74249999999999,20.787037037037038,20.5,19.574074074074073,21.807692307692307,20.537037037037038,19.923076923076923,6.907407407407407,9.653846153846153,32.407407407407405,32.07692307692308,21.01203703703704,22.082692307692305,-6.342592592592593,-7.5,123.95370370370371,80.1923076923077,25.237977678866443,21.076376248329897,2.1203703703703702,2.0,28.602919771025864,20.325906782812144,0.2996023964992499,0.15333503705596727,61.11148148148148,57.29846153846154
Austin Dillon,Richard Childress Racing,122,2025,19,57.887499999999996,20.85185185185185,15.777777777777779,19.62037037037037,18.0,20.685185185185187,16.666666666666668,6.907407407407407,4.111111111111111,32.46296296296296,33.77777777777778,21.094166666666666,19.21888888888889,-5.935185185185185,-2.7777777777777777,124.06481481481481,101.77777777777777,24.64383940883901,25.707693795322662,2.1203703703703702,1.6666666666666667,28.105537091676414,36.632481415655356,0.3243763343140647,0.2777777777777778,60.9574074074074,65.99333333333333
Austin Dillon,Richard Childress Racing,123,2025,28,55.415,20.88888888888889,24.166666666666668,19.61111111111111,20.0,20.75,18.666666666666668,6.796296296296297,5.222222222222222,32.5,33.611111111111114,21.129259259259257,20.089444444444446,-5.833333333333333,-8.0,124.50925925925925,68.55555555555556,24.476227618418417,21.455596764547444,2.1296296296296298,0.5,28.0683110901647,35.26491918472897,0.3243763343140647,0.43812104787714545,60.93527777777778,63.431666666666665
Austin Dillon,Richard Childress Racing,124,2025,24,55.085,21.046296296296298,16.1,19.685185185185187,19.0,20.85185185185185,17.7,6.833333333333333,3.9,32.574074074074076,33.7,21.213796296296298,19.709000000000003,-5.842592592592593,-2.2,124.97222222222223,103.0,24.2141839656106,23.750959503490396,2.1574074074074074,1.6,27.65248617433137,33.66923327408982,0.3243763343140647,0.25,60.653055555555554,65.18799999999999
Austin Dillon,Richard Childress Racing,125,2025,20,52.6225,21.13888888888889,22.857142857142858,19.64814814814815,17.61904761904762,20.703703703703702,23.19047619047619,6.851851851851852,4.523809523809524,32.56481481481482,33.76190476190476,21.206574074074073,22.521428571428572,-6.185185185185185,-9.047619047619047,125.06481481481481,278.1904761904762,23.970975965288737,33.85288773487834,2.1574074074074074,3.761904761904762,27.642069507664697,31.317610095565193,0.3243763343140647,0.3757882256400401,60.594444444444434,58.34428571428572
Austin Dillon,Richard Childress Racing,126,2025,36,55.0175,21.037037037037038,24.36842105263158,19.574074074074073,20.05263157894737,20.74074074074074,19.210526315789473,6.824074074074074,5.2631578947368425,32.648148148148145,33.68421052631579,21.242962962962967,20.24684210526316,-6.148148148148148,-7.842105263157895,125.21296296296296,69.52631578947368,24.549679668992436,21.112803710623893,2.185185185185185,0.631578947368421,27.34767254661531,34.777291859216916,0.3243763343140647,0.4150620453572957,60.51675925925925,62.74315789473684
Austin Dillon,Richard Childress Racing,127,2025,21,47.9075,21.046296296296298,24.95,19.425925925925927,19.55,20.75,20.05,6.805555555555555,5.4,32.48148148148148,32.5,21.295092592592592,20.997,-6.296296296296297,-7.65,124.52777777777777,66.1,25.33980312578256,25.057163525092697,2.1481481481481484,0.6,28.21187007747951,38.03842726625607,0.3243763343140647,0.39430894308943093,60.41203703703703,61.080999999999996
Austin Dillon,Richard Childress Racing,128,2025,15,49.4875,21.02777777777778,20.814814814814813,19.453703703703702,21.77777777777778,20.73148148148148,20.333333333333332,6.777777777777778,9.333333333333334,32.5,32.148148148148145,21.28203703703704,22.12962962962963,-5.9907407407407405,-7.703703703703703,125.04629629629629,81.5925925925926,25.42869201467145,20.6096429158362,2.064814814814815,1.9259259259259258,28.348794881028894,19.83322176755984,0.3243763343140647,0.24675171286870923,60.45388888888888,56.95518518518519
Austin Dillon,Richard Childress Racing,129,2025,38,51.715,21.055555555555557,16.818181818181817,19.52777777777778,18.727272727272727,20.925925925925927,16.636363636363637,6.768518518518518,3.909090909090909,32.48148148148148,33.63636363636363,21.316851851851855,19.883636363636366,-5.953703703703703,-4.636363636363637,124.88888888888889,102.18181818181819,25.335598379944823,22.55889935499127,2.074074074074074,1.4545454545454546,28.00170062769556,32.14248479462711,0.3243763343140647,0.22727272727272727,60.291388888888875,64.18636363636362
Austin Dillon,Richard Childress Racing,130,2025,10,49.3125,21.12962962962963,17.714285714285715,19.444444444444443,20.095238095238095,21.09259259259259,18.38095238095238,6.768518518518518,8.428571428571429,32.52777777777778,28.714285714285715,21.405277777777776,18.537142857142857,-5.944444444444445,0.3333333333333333,124.13888888888889,83.42857142857143,25.88039440343576,34.76081739979845,2.074074074074074,5.571428571428571,28.22014911822933,34.537962781055725,0.3243763343140647,0.420312872896018,60.19879629629629,68.5095238095238
Austin Dillon,Richard Childress Racing,131,2025,15,64.6875,21.10185185185185,24.761904761904763,19.37037037037037,20.19047619047619,21.22222222222222,19.80952380952381,6.7592592592592595,5.571428571428571,32.49074074074074,32.523809523809526,21.371203703703706,21.097619047619048,-5.842592592592593,-5.380952380952381,124.17592592592592,68.9047619047619,26.138229161306125,24.321108119135904,2.0833333333333335,0.5714285714285714,28.48073112878489,36.963004322624826,0.3243763343140647,0.37553232675183895,60.37833333333333,60.87095238095238
Austin Dillon,Richard Childress Racing,132,2025,1,67.35249999999999,21.09259259259259,17.363636363636363,19.49074074074074,20.0,21.15740740740741,18.40909090909091,6.75,8.136363636363637,32.51851851851852,28.772727272727273,21.348796296296292,18.30318181818182,-5.907407407407407,0.9545454545454546,124.13888888888889,84.36363636363636,26.045531528903673,35.628332692989424,2.037037037037037,5.545454545454546,28.639461287545913,35.74727616100774,0.3243763343140647,0.4012077423098353,60.47027777777777,69.53181818181817
Austin Dillon,Richard Childress Racing,133,2025,24,84.8075,20.944444444444443,22.727272727272727,19.48148148148148,17.363636363636363,20.88888888888889,23.181818181818183,6.75,4.5,32.46296296296296,33.90909090909091,21.250277777777775,22.394545454545455,-5.833333333333333,-10.0,124.69444444444444,268.45454545454544,26.283262341332165,36.57548374692932,2.259259259259259,3.727272727272727,29.129430423348374,31.100376070312226,0.5103331244375214,0.35870694265640196,60.98990740740741,58.310909090909085
Austin Dillon,Richard Childress Racing,134,2025,23,92.33000000000001,21.15740740740741,20.607142857142858,19.35185185185185,21.821428571428573,20.84259259259259,20.5,6.75,9.071428571428571,32.50925925925926,32.17857142857143,21.259907407407404,22.05785714285714,-6.398148148148148,-7.142857142857143,124.32407407407408,81.82142857142857,26.361789959414956,20.80702579884205,2.2777777777777777,2.0357142857142856,29.088921164089122,19.861993155861274,0.4756109022152992,0.23793915169482677,60.902037037037026,57.17392857142857
Austin Dillon,Richard Childress Racing,135,2025,18,84.66250000000001,21.212962962962962,20.689655172413794,19.314814814814813,21.379310344827587,20.87037037037037,20.586206896551722,6.7592592592592595,9.0,32.52777777777778,32.241379310344826,21.246388888888887,21.96344827586207,-6.537037037037037,-7.689655172413793,124.77777777777777,82.89655172413794,26.542058723766804,20.760887893709565,2.2685185185185186,1.9655172413793103,29.34374001564225,20.201244167038467,0.4756109022152992,0.2297343533605224,60.944629629629624,57.28275862068965
Austin Dillon,Richard Childress Racing,136,2025,28,79.2875,21.25,16.652173913043477,19.35185185185185,19.608695652173914,20.925925925925927,17.782608695652176,6.768518518518518,7.826086956521739,32.56481481481482,28.73913043478261,21.321111111111115,17.766521739130436,-6.388888888888889,1.3478260869565217,125.04629629629629,87.69565217391305,26.19122528653887,36.18567496590293,2.2685185185185186,6.3478260869565215,29.094182171281037,38.37782937139871,0.465207240126244,1.5468074056876688,60.71925925925925,72.28695652173913
Austin Dillon,Richard Childress Racing,137,2025,13,55.5725,21.22222222222222,20.6,19.305555555555557,21.166666666666668,21.15740740740741,20.866666666666667,6.87962962962963,8.766666666666667,32.629629629629626,32.333333333333336,21.36722222222222,22.056333333333335,-6.5092592592592595,-7.766666666666667,124.72222222222223,83.8,26.0932908136044,20.49310072158591,2.2962962962962963,1.9,28.97802658917563,19.90286936147052,0.4652072401262439,0.22207654158183832,60.635555555555555,56.90099999999999
Austin Dillon,Richard Childress Racing,138,2025,27,52.025,21.185185185185187,18.384615384615383,19.5,18.423076923076923,21.324074074074073,21.923076923076923,7.12962962962963,5.153846153846154,32.638888888888886,31.46153846153846,21.45083333333334,20.544615384615387,-6.342592592592593,-9.961538461538462,125.00925925925925,107.0,25.52739658686171,27.881506373068774,2.2777777777777777,0.8461538461538461,28.494221220934893,34.17325503551849,0.45689054019277753,0.07776150378585958,60.51518518518518,62.551923076923075
Austin Dillon,Richard Childress Racing,139,2025,32,45.3175,21.314814814814813,24.318181818181817,19.462962962962962,20.40909090909091,21.35185185185185,19.863636363636363,7.166666666666667,5.7727272727272725,32.666666666666664,32.68181818181818,21.50092592592593,21.104545454545455,-6.62037037037037,-5.7272727272727275,123.50925925925925,69.5,25.481876062910718,23.659062184675182,2.2037037037037037,0.5454545454545454,28.437427656543644,36.494988974778245,0.45689054019277753,0.35846267553584626,60.286296296296285,61.16454545454545
Austin Dillon,Richard Childress Racing,140,2025,25,42.0275,21.51851851851852,18.703703703703702,19.65740740740741,18.333333333333332,21.435185185185187,22.296296296296298,7.185185185185185,5.185185185185185,32.648148148148145,31.666666666666668,21.602129629629637,20.88666666666667,-6.407407407407407,-10.296296296296296,123.85185185185185,106.25925925925925,25.21530126803773,27.231999751473634,2.185185185185185,0.8148148148148148,27.93343490718121,32.975912939758544,0.4568905401927776,0.074881448090087,59.75685185185185,61.47592592592592
Austin Dillon,Richard Childress Racing,141,2025,27,47.2025,21.65740740740741,22.782608695652176,19.796296296296298,16.91304347826087,21.37962962962963,22.91304347826087,7.138888888888889,4.3478260869565215,32.69444444444444,34.04347826086956,21.624166666666664,22.178695652173914,-6.268518518518518,-11.521739130434783,123.9074074074074,267.60869565217394,25.16847821238958,36.8885105579324,2.1944444444444446,3.739130434782609,27.895288146148125,31.46014232812474,0.45689054019277753,0.4518066408017758,59.60935185185185,59.17086956521739
Austin Dillon,Richard Childress Racing,142,2025,16,41.2275,21.87037037037037,17.125,19.694444444444443,19.75,21.47222222222222,18.416666666666668,7.166666666666667,8.291666666666666,32.76851851851852,29.166666666666668,21.7962962962963,18.289583333333333,-6.472222222222222,0.375,124.4074074074074,86.91666666666667,24.71841369411206,34.67793850899031,2.2685185185185186,6.25,27.252312778681976,36.778753147590436,0.45689054019277753,1.4823570971173492,59.14722222222222,70.86
Austin Dillon,Richard Childress Racing,143,2025,20,48.1975,21.703703703703702,20.35483870967742,19.73148148148148,21.387096774193548,21.546296296296298,21.032258064516128,7.12037037037037,9.387096774193548,32.77777777777778,32.193548387096776,21.788981481481486,22.025161290322583,-6.416666666666667,-7.645161290322581,124.92592592592592,84.54838709677419,24.078420300500948,19.98277157559927,2.4722222222222223,1.8709677419354838,26.970573444411,19.796689565294052,0.45689054019277753,0.21491278217597257,59.15833333333333,57.12677419354838
BJ McLeod,Live Fast Motorsports,14,2022,30,29.54,28.916666666666668,33.333333333333336,33.75,34.0,31.416666666666668,34.666666666666664,16.666666666666668,25.0,36.166666666666664,36.0,31.883333333333336,34.07333333333333,-1.75,1.0,28.833333333333332,8.333333333333334,2.412705473316929,0.0,0.8333333333333334,0.0,0.8841377371463571,0.18115942028985507,0.14818127608825285,0.0,31.926666666666662,25.386666666666667
BJ McLeod,Live Fast Motorsports,16,2022,32,30.54,29.0,32.5,33.76923076923077,34.0,31.53846153846154,34.25,16.0,20.75,36.15384615384615,36.0,31.98846153846154,33.8675,-1.2307692307692308,2.0,27.615384615384617,9.5,2.227112744600242,0.0,0.7692307692307693,0.0,0.878921490489887,0.3399511978704525,0.13678271638915648,0.0,31.68846153846153,26.2475
BJ McLeod,Live Fast Motorsports,18,2022,36,30.54,29.214285714285715,24.0,33.857142857142854,36.0,31.571428571428573,26.333333333333332,17.071428571428573,3.0,36.142857142857146,37.666666666666664,32.07785714285715,28.560000000000002,-1.2142857142857142,1.3333333333333333,25.857142857142858,84.0,2.0680332628430818,0.26246719160104987,0.7142857142857143,3.3333333333333335,0.8161413840263236,1.7420442237717986,0.1270125223613596,0.5927251043530114,31.28214285714285,40.54333333333333
BJ McLeod,Live Fast Motorsports,19,2022,36,30.79,29.666666666666668,32.4,33.93333333333333,34.2,31.866666666666667,33.8,16.066666666666666,22.8,36.06666666666667,36.0,32.224666666666664,33.742000000000004,-0.4666666666666667,1.4,28.0,8.2,1.9301643786535432,0.0,0.6666666666666666,0.0,1.1080523047449151,0.271960958296362,0.11854502087060229,0.0,30.81866666666666,26.198
BJ McLeod,Live Fast Motorsports,25,2022,7,30.125,29.94736842105263,27.0,34.10526315789474,35.75,32.10526315789474,28.75,16.210526315789473,2.75,36.0,37.0,32.2557894736842,29.990000000000002,-0.21052631578947367,3.5,26.736842105263158,77.5,1.5238139831475341,0.1968503937007874,0.5263157894736842,2.5,1.0736405352660108,2.6052344665301477,0.1200362039933213,0.4445438282647586,30.672631578947367,36.489999999999995
BJ McLeod,Live Fast Motorsports,26,2022,29,37.129999999999995,28.8,33.0,34.2,33.833333333333336,30.55,34.166666666666664,15.45,24.333333333333332,36.05,35.666666666666664,31.895999999999994,34.108333333333334,-0.65,0.8333333333333334,33.3,7.333333333333333,2.1754713852559804,0.0,0.95,0.0,1.9262085085027103,0.22663413191363502,0.17653439379365524,0.0,31.823500000000003,26.110000000000003
BJ McLeod,Live Fast Motorsports,27,2022,31,37.254999999999995,28.80952380952381,27.666666666666668,34.23809523809524,32.666666666666664,30.666666666666668,30.666666666666668,14.80952380952381,15.666666666666666,36.04761904761905,35.666666666666664,31.93904761904761,32.0,-0.42857142857142855,-6.0,33.095238095238095,13.0,2.0718775097676003,0.0,0.9047619047619048,0.0,1.8608660376216288,0.6133473045237752,0.16812799408919546,0.0,31.680952380952384,32.943333333333335
BJ McLeod,Live Fast Motorsports,28,2022,24,34.3375,28.90909090909091,34.333333333333336,34.22727272727273,34.333333333333336,30.636363636363637,35.0,14.272727272727273,30.0,36.04545454545455,35.666666666666664,31.88818181818181,34.81333333333333,-0.5,-3.3333333333333335,31.818181818181817,16.333333333333332,1.9777012593236185,9.388354701666666,0.8636363636363636,0.0,1.8803755966332758,0.0,0.16048581253968658,0.0,31.551363636363643,25.55666666666667
BJ McLeod,Live Fast Motorsports,29,2022,26,35.92,28.695652173913043,28.5,34.17391304347826,33.0,30.608695652173914,30.5,14.652173913043478,12.5,36.04347826086956,35.75,31.75826086956521,31.705,-0.43478260869565216,-5.0,30.782608695652176,11.0,1.8917142480486786,0.0,0.8260869565217391,0.0,1.79862013591009,1.032529562362297,0.15350816851622193,0.0,31.585217391304354,31.915
BJ McLeod,Live Fast Motorsports,30,2022,33,30.6225,28.583333333333332,23.0,34.166666666666664,35.8,30.625,23.2,14.083333333333334,2.4,36.041666666666664,37.0,31.675416666666667,29.004,-0.7083333333333334,1.0,30.0,93.6,1.8128928210466502,3.068872720023921,0.7916666666666666,3.8,1.786240192809732,5.709187573224118,0.15962450734055852,0.6056350626118069,31.62333333333333,39.92999999999999
BJ McLeod,Live Fast Motorsports,32,2022,30,30.2925,28.76,28.0,34.2,33.2,30.76,30.6,13.6,10.2,36.08,35.8,31.692800000000002,31.318,-1.16,-5.4,30.52,11.2,1.7403771082047843,0.0,0.88,0.0,1.7587466290533869,1.1263239501901379,0.1532395270469362,0.06006006006006006,31.458799999999997,32.032
