driver,team,race_id,year,finish,momentum,finish_baseline,finish_track,start_baseline,start_track,mid_baseline,mid_track,best_baseline,best_track,worst_baseline,worst_track,avg_baseline,avg_track,green_flag_passing_diff_baseline,green_flag_passing_diff_track,green_flag_passes_baseline,green_flag_passes_track,pct_quality_passes_baseline,pct_quality_passes_track,fastest_lap_baseline,fastest_lap_track,pct_top_15_laps_baseline,pct_top_15_laps_track,pct_laps_led_baseline,pct_laps_led_track,rating_baseline,rating_track
AJ Allmendinger,Kaulig Racing,54,2023,3,86.16,17.305555555555557,17.0,19.77777777777778,26.0,17.916666666666668,17.0,7.472222222222222,3.6666666666666665,30.194444444444443,34.333333333333336,18.440555555555555,22.2,3.3055555555555554,26.0,98.30555555555556,351.0,27.721185452188475,19.177951510987274,3.6666666666666665,7.666666666666667,39.90425767533239,23.20674084825028,0.7958425257195357,0.15723270440251572,69.80777777777777,59.4
AJ Allmendinger,Kaulig Racing,55,2023,19,95.9725,16.91891891891892,17.727272727272727,19.756756756756758,22.181818181818183,17.56756756756757,16.90909090909091,7.297297297297297,8.0,30.027027027027028,29.272727272727273,18.206486486486487,19.036363636363635,3.864864864864865,3.1818181818181817,100.16216216216216,74.45454545454545,28.91402604618338,24.71166670166249,3.7027027027027026,2.8181818181818183,40.987926386809896,32.72654083775498,0.8619884910580143,0.029137529137529136,70.89621621621622,64.85000000000001
AJ Allmendinger,Kaulig Racing,57,2023,27,81.435,16.974358974358974,21.714285714285715,19.512820512820515,23.428571428571427,17.76923076923077,25.714285714285715,7.256410256410256,16.0,30.17948717948718,32.57142857142857,18.23179487179487,24.625714285714285,4.333333333333333,-1.4285714285714286,101.02564102564102,61.42857142857143,28.329787147474878,11.856335649882194,3.5384615384615383,2.857142857142857,40.39255142430376,13.962978875760829,0.8177839530550391,0.0,70.65358974358973,52.325714285714284
AJ Allmendinger,Kaulig Racing,59,2023,26,60.1875,17.4390243902439,14.555555555555555,20.024390243902438,12.444444444444445,17.70731707317073,11.88888888888889,7.2926829268292686,3.4444444444444446,30.317073170731707,28.333333333333332,18.380000000000003,11.737777777777776,4.024390243902439,-2.5555555555555554,101.4390243902439,55.22222222222222,27.911447288278822,40.94455841875037,3.4146341463414633,4.888888888888889,39.39655181894083,71.7389938690852,0.7778920529060129,3.095346665798102,69.85146341463414,92.85777777777778
AJ Allmendinger,Kaulig Racing,60,2023,4,61.355000000000004,17.642857142857142,15.7,20.166666666666668,13.8,18.19047619047619,14.5,7.404761904761905,4.3,30.5,29.3,18.580238095238094,13.242999999999999,3.880952380952381,-2.5,101.07142857142857,58.3,27.329945497915592,37.19893978617766,3.8333333333333335,6.5,38.51732762807245,64.8120080624236,0.7593708135511078,2.785811999218292,69.72404761904761,90.022
AJ Allmendinger,Kaulig Racing,61,2023,29,70.98,17.325581395348838,13.5,19.837209302325583,24.25,17.88372093023256,14.0,7.255813953488372,3.0,29.953488372093023,31.75,18.25046511627907,19.095,3.86046511627907,25.5,99.11627906976744,305.0,27.651957709359415,32.347535490740455,3.9069767441860463,7.0,39.94715721811728,37.40505563618771,0.7933906137527618,0.9287353391126977,70.68395348837208,72.07
AJ Allmendinger,Kaulig Racing,62,2023,13,78.5825,17.59090909090909,17.833333333333332,19.772727272727273,21.5,18.045454545454547,17.0,7.113636363636363,8.083333333333334,30.09090909090909,29.666666666666668,18.339545454545455,19.1625,3.6818181818181817,3.6666666666666665,102.1590909090909,78.0,28.125728081357,23.008486499315975,3.9318181818181817,2.5833333333333335,39.67847182679643,30.8852648709321,0.888995372531108,0.026709401709401708,70.8615909090909,64.43166666666669
AJ Allmendinger,Kaulig Racing,63,2023,30,83.25,17.488888888888887,11.6,19.68888888888889,21.6,18.022222222222222,17.0,6.977777777777778,4.6,30.08888888888889,28.8,18.241555555555554,16.47,3.688888888888889,11.0,103.35555555555555,136.6,28.412392813452204,33.59646113841266,3.911111111111111,2.8,40.38921968265872,42.30986151996352,0.8692399198081945,0.0,71.04244444444444,73.506
AJ Allmendinger,Kaulig Racing,64,2023,30,82.7925,17.76086956521739,22.375,19.73913043478261,25.0,18.108695652173914,25.375,7.0,15.5,30.152173913043477,33.0,18.334130434782605,24.528750000000002,3.347826086956522,0.125,102.67391304347827,69.25,28.519369781275703,10.575906596872725,4.043478260869565,2.75,40.23038244535999,12.24893483709273,0.8503433998123642,0.0,70.86043478260869,51.79625
AJ Allmendinger,Kaulig Racing,65,2023,29,62.895,18.02127659574468,14.666666666666666,19.78723404255319,21.666666666666668,18.4468085106383,17.833333333333332,7.276595744680851,5.166666666666667,30.27659574468085,29.5,18.618297872340424,17.474999999999998,3.0851063829787235,7.166666666666667,100.7872340425532,125.83333333333333,27.912574679546434,33.55260650423277,4.0,4.0,39.374416861416165,40.77200239445581,0.832250987050399,0.0,70.02106382978722,71.7
AJ Allmendinger,Kaulig Racing,66,2023,21,59.71000000000001,18.25,16.6,19.5,22.8,18.333333333333332,16.2,7.145833333333333,2.6,30.25,32.6,18.562708333333333,19.71,2.6875,19.6,99.8125,290.6,28.411309620636136,35.577599208043004,3.9166666666666665,6.6,39.68156749052882,35.54904450895017,0.8230823594607051,1.742988271290158,69.93229166666667,73.356
