driver,team,race_id,year,finish,finish_ytd,start_ytd,mid_ytd,best_ytd,worst_ytd,avg_ytd,green_flag_passing_diff_ytd,green_flag_passes_ytd,pct_quality_passes_ytd,fastest_lap_ytd,pct_top_15_laps_ytd,pct_laps_led_ytd,rating_ytd,prev_year_rating
AJ Allmendinger,Kaulig Racing,128,2025,37,18.0,16.157894736842106,20.31578947368421,7.368421052631579,31.736842105263158,18.722631578947368,8.210526315789474,113.42105263157895,32.502071268947375,4.052631578947368,41.24185036631579,0.25115420131578947,69.1921052631579,64.30125000000001
AJ Allmendinger,Kaulig Racing,129,2025,23,18.95,16.2,20.35,7.25,31.8,19.1175,7.1,110.85,32.0059999635,4.2,40.98971259899999,0.23859649125,68.778,64.30125000000001
AJ Allmendinger,Kaulig Racing,130,2025,18,19.142857142857142,15.857142857142858,20.142857142857142,7.333333333333333,31.666666666666668,19.20619047619048,6.619047619047619,107.66666666666667,31.564155809523815,4.095238095238095,40.492055911428565,0.22723475357142858,68.42761904761906,64.30125000000001
AJ Allmendinger,Kaulig Racing,131,2025,11,19.09090909090909,15.545454545454545,20.272727272727273,7.2727272727272725,31.681818181818183,19.020000000000003,6.318181818181818,107.5,31.528022853181824,4.090909090909091,41.44371570772727,0.21690590113636363,69.23818181818183,64.30125000000001
AJ Allmendinger,Kaulig Racing,132,2025,22,18.73913043478261,15.652173913043478,20.434782608695652,7.130434782608695,31.782608695652176,18.905652173913044,7.086956521739131,106.82608695652173,31.149677814347832,3.9130434782608696,41.23601792347826,0.2074752097826087,69.74217391304349,64.30125000000001
AJ Allmendinger,Kaulig Racing,133,2025,26,18.875,15.125,20.791666666666668,6.916666666666667,32.0,18.997916666666665,6.916666666666667,109.70833333333333,30.84609275375,4.166666666666667,40.68744115333333,0.198830409375,69.22500000000001,64.30125000000001
AJ Allmendinger,Kaulig Racing,134,2025,5,19.16,15.36,21.12,6.72,32.28,19.1224,4.96,114.6,30.491559388400002,4.32,39.7391887904,0.190877193,68.32600000000001,64.30125000000001
AJ Allmendinger,Kaulig Racing,135,2025,23,18.615384615384617,15.615384615384615,20.53846153846154,6.538461538461538,32.11538461538461,18.822307692307692,5.0,114.6923076923077,30.337873508076925,4.1923076923076925,40.56875467961538,0.1835357625,69.495,64.30125000000001
AJ Allmendinger,Kaulig Racing,136,2025,36,18.77777777777778,15.666666666666666,20.74074074074074,6.555555555555555,32.18518518518518,18.94074074074074,4.703703703703703,114.25925925925925,29.96937261925926,4.037037037037037,39.66806006185185,0.17673814166666665,68.81,64.30125000000001
AJ Allmendinger,Kaulig Racing,137,2025,20,19.392857142857142,15.142857142857142,20.785714285714285,6.357142857142857,32.392857142857146,18.946428571428573,3.857142857142857,113.89285714285714,30.135301619285716,4.285714285714286,39.87949489142857,0.3805100987857143,68.83500000000001,64.30125000000001
AJ Allmendinger,Kaulig Racing,138,2025,36,19.413793103448278,15.03448275862069,21.03448275862069,6.551724137931035,31.689655172413794,18.912068965517243,3.7586206896551726,112.96551724137932,29.928495736896554,4.137931034482759,39.397913042068964,0.3673890608965517,68.82931034482759,64.30125000000001
AJ Allmendinger,Kaulig Racing,139,2025,9,19.966666666666665,15.2,20.733333333333334,6.5,31.866666666666667,18.99566666666667,3.566666666666667,112.1,29.735476913333336,4.033333333333333,39.87477273066666,0.35514275886666663,68.80466666666668,64.30125000000001
