driver_name,driver_id,race_date,series,track_name,start,mid,finish,best,worst,avg,green_flag_passing_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,laps,rating,status,stage_1,stage_2,stage_3,team_name,manufacturer,track_type
Brad Keselowski,1816,4/3/2022,Cup,Richmond Raceway,19,12,13,3,27,12.86,7,139,132,73,52.51798561151079,10,284,71,0,0,400,89.48,running,9,10,,RFK Racing,Ford,short track
Bubba Wallace,4025,4/3/2022,Cup,Richmond Raceway,29,23,26,14,30,24.35,-3,75,78,1,1.3333333333333333,3,1,0.2518891687657431,0,0,397,51.48,running,26,20,,23XI Racing,Toyota,short track
Chase Briscoe,4228,4/3/2022,Cup,Richmond Raceway,4,24,11,4,28,16.86,-8,102,110,33,32.35294117647059,3,170,42.5,0,0,400,75.14,running,24,22,,Stewart-Haas Racing,Ford,short track
Chase Elliott,4062,4/3/2022,Cup,Richmond Raceway,15,6,14,2,23,10.34,3,103,100,62,60.19417475728155,8,310,77.5,0,0,400,93.71,running,6,6,,Hendrick Motorsports,Chevrolet,short track
Chris Buescher,3989,4/3/2022,Cup,Richmond Raceway,18,11,15,6,27,14.66,10,144,134,49,34.02777777777778,17,219,54.75,0,0,400,83.81,running,16,12,,RFK Racing,Ford,short track
Christopher Bell,4153,4/3/2022,Cup,Richmond Raceway,9,1,6,1,21,5.54,2,69,67,44,63.768115942028984,19,387,96.75,63,15.75,400,111.3,running,7,2,,Joe Gibbs Racing,Toyota,short track
Cody Ware,4125,4/3/2022,Cup,Richmond Raceway,33,32,36,29,35,33.16,6,23,17,0,0,1,0,0,0,0,241,30.41,accident,29,32,,Rick Ware Racing,Ford,short track
Cole Custer,4104,4/3/2022,Cup,Richmond Raceway,12,25,22,2,29,23.42,-14,76,90,4,5.2631578947368425,14,9,2.2613065326633164,0,0,398,57.01,running,28,23,,Stewart-Haas Racing,Ford,short track
Corey LaJoie,4096,4/3/2022,Cup,Richmond Raceway,31,31,31,27,33,30.96,-2,18,20,0,0,1,0,0,0,0,392,36.05,running,32,31,,Spire Motorsports,Chevrolet,short track
Daniel Suarez,4113,4/3/2022,Cup,Richmond Raceway,14,21,16,2,29,16.75,-19,111,130,38,34.234234234234236,1,131,32.75,0,0,400,64.05,running,23,18,,Trackhouse Racing,Chevrolet,short track
Denny Hamlin,1361,4/3/2022,Cup,Richmond Raceway,13,3,1,1,25,8.22,16,109,93,73,66.97247706422019,15,377,94.25,5,1.25,400,106.28,running,11,14,,Joe Gibbs Racing,Toyota,short track
Erik Jones,4059,4/3/2022,Cup,Richmond Raceway,5,16,23,3,28,17.39,-14,84,98,25,29.761904761904763,9,166,41.70854271356784,0,0,398,67.59,running,12,26,,Petty GMS Motorsports,Chevrolet,short track
Greg Biffle,243,4/3/2022,Cup,Richmond Raceway,37,36,37,35,37,36.5,0,2,2,0,0,0,0,0,0,0,96,24.17,suspension,36,37,,NY Racing Team,Chevrolet,short track
Harrison Burton,4217,4/3/2022,Cup,Richmond Raceway,17,19,18,8,24,17.1,-9,116,125,32,27.586206896551722,5,95,23.80952380952381,0,0,399,69.41,running,20,16,,Wood Brothers Racing,Ford,short track
JJ Yeley,3669,4/3/2022,Cup,Richmond Raceway,35,34,33,29,35,33.37,-4,16,20,0,0,2,0,0,0,0,390,29.93,running,34,33,,Rick Ware Racing,Ford,short track
Joey Logano,3859,4/3/2022,Cup,Richmond Raceway,11,7,17,1,20,9.18,11,113,102,88,77.87610619469027,6,354,88.72180451,1,0.2506265664160401,399,83,running,8,4,,Team Penske,Ford,short track
Justin Haley,4172,4/3/2022,Cup,Richmond Raceway,36,27,29,12,36,25.67,2,73,71,4,5.479452055,10,2,0.5050505050505051,0,0,396,50.48,running,27,25,,Kaulig Racing,Chevrolet,short track
Kevin Harvick,1416,4/3/2022,Cup,Richmond Raceway,7,9,2,2,25,8.65,7,125,118,84,67.2,11,382,95.5,0,0,400,109.36,running,10,7,,Stewart-Haas Racing,Ford,short track
Kurt Busch,453,4/3/2022,Cup,Richmond Raceway,27,37,35,26,37,36.22,-8,6,14,0,0,3,0,0,0,0,291,29.36,running,37,36,,23XI Racing,Toyota,short track
Kyle Busch,454,4/3/2022,Cup,Richmond Raceway,3,8,9,1,25,6.34,-3,100,103,58,58,24,392,98,1,0.25,400,108.52,running,5,8,,Joe Gibbs Racing,Toyota,short track
Kyle Larson,4030,4/3/2022,Cup,Richmond Raceway,21,10,5,2,32,11.56,24,111,87,65,58.55855855855856,9,338,84.5,0,0,400,88.26,running,15,9,,Hendrick Motorsports,Chevrolet,short track
Landon Cassill,3808,4/3/2022,Cup,Richmond Raceway,23,33,32,23,35,32.23,-15,18,33,0,0,1,0,0,0,0,390,35.05,running,33,34,,Spire Motorsports,Chevrolet,short track
Martin Truex Jr.,3368,4/3/2022,Cup,Richmond Raceway,6,2,4,1,28,3.87,6,78,72,42,53.84615384615385,34,392,98,80,20,400,123.22,running,4,1,,Joe Gibbs Racing,Toyota,short track
Michael McDowell,3832,4/3/2022,Cup,Richmond Raceway,24,30,30,20,36,29.68,-11,40,51,0,0,31,0,0,0,0,395,39.82,running,31,30,,Front Row Motorsports,Ford,short track
Ricky Stenhouse Jr.,3888,4/3/2022,Cup,Richmond Raceway,32,28,28,14,34,26.26,1,105,104,2,1.9047619047619047,6,0,0,0,0,396,45.29,running,21,27,,JTG Daugherty Racing,Chevrolet,short track
Ross Chastain,4001,4/3/2022,Cup,Richmond Raceway,8,4,19,2,26,7.72,-11,101,112,62,61.386138613861384,8,355,88.97243107769424,0,0,399,86.38,running,3,3,,Trackhouse Racing,Chevrolet,short track
Ryan Blaney,4023,4/3/2022,Cup,Richmond Raceway,1,5,7,1,20,4.11,-7,85,92,49,57.64705882352941,23,398,99.5,128,32,400,116.56,running,1,5,,Team Penske,Ford,short track
Todd Gilliland,4231,4/3/2022,Cup,Richmond Raceway,22,26,25,6,30,25.17,-4,73,77,7,9.589041096,1,14,3.526448362720403,0,0,397,48.88,running,25,28,,Front Row Motorsports,Ford,short track
Ty Dillon,4013,4/3/2022,Cup,Richmond Raceway,30,22,24,7,32,21.67,11,107,96,11,10.280373831775702,0,21,5.276381909547739,0,0,398,53,running,19,21,,Petty GMS Motorsports,Chevrolet,short track
Tyler Reddick,4065,4/3/2022,Cup,Richmond Raceway,16,18,12,6,27,15.06,7,132,125,50,37.878787878787875,11,228,57,0,0,400,82.19,running,13,15,,Richard Childress Racing,Chevrolet,short track
William Byron,4184,4/3/2022,Cup,Richmond Raceway,2,14,3,1,28,6.74,-10,85,95,44,51.76470588235294,31,370,92.5,122,30.5,400,114.74,running,2,13,,Hendrick Motorsports,Chevrolet,short track
AJ Allmendinger,3774,4/10/2022,Cup,Martinsville Speedway,36,30,24,22,36,28.8,10,23,13,0,0,10,0,0,0,0,401,42.97,running,32,29,,Kaulig Racing,Chevrolet,short track
Alex Bowman,4045,4/10/2022,Cup,Martinsville Speedway,15,14,12,7,24,14.16,-1,38,39,16,42.10526315789474,2,355,88.08933002481389,0,0,403,78.43,running,11,14,,Hendrick Motorsports,Chevrolet,short track
Aric Almirola,40,4/10/2022,Cup,Martinsville Speedway,2,7,8,2,14,6.25,-4,28,32,19,67.85714285714286,4,403,100,0,0,403,102.52,running,5,7,,Stewart-Haas Racing,Ford,short track
Austin Cindric,4180,4/10/2022,Cup,Martinsville Speedway,13,9,11,4,15,9.93,-2,43,45,33,76.74418604651163,7,403,100,0,0,403,85.66,running,9,8,,Team Penske,Ford,short track
Austin Dillon,3873,4/10/2022,Cup,Martinsville Speedway,23,5,3,1,24,8.43,18,41,23,25,60.97560975609756,35,328,81.38957816377172,1,0.24813895781637718,403,105.13,running,12,6,,Richard Childress Racing,Chevrolet,short track
BJ McLeod,3973,4/10/2022,Cup,Martinsville Speedway,33,36,36,33,36,35.89,-2,0,2,0,,0,0,0,0,0,132,23.17,handling,36,36,,Live Fast Motorsports,Ford,short track
Brad Keselowski,1816,4/10/2022,Cup,Martinsville Speedway,9,19,17,8,26,17.26,0,31,31,4,12.903225806451612,3,86,21.33995037220844,0,0,403,68.47,running,13,20,,RFK Racing,Ford,short track
Bubba Wallace,4025,4/10/2022,Cup,Martinsville Speedway,21,20,16,11,23,18.24,7,51,44,14,27.45098039215686,1,113,28.03970223325062,0,0,403,64.21,running,15,21,,23XI Racing,Toyota,short track
Chase Briscoe,4228,4/10/2022,Cup,Martinsville Speedway,19,15,9,3,20,13.98,7,62,55,31,50,11,267,66.25310173697271,0,0,403,82.01,running,16,15,,Stewart-Haas Racing,Ford,short track
Chase Elliott,4062,4/10/2022,Cup,Martinsville Speedway,1,2,10,1,16,3.91,-1,39,40,27,69.23076923076923,69,403,100,185,45.90570719602977,403,122.5,running,1,1,,Hendrick Motorsports,Chevrolet,short track
Chris Buescher,3989,4/10/2022,Cup,Martinsville Speedway,4,16,15,4,23,14.75,-16,45,61,17,37.77777777777778,3,118,29.280397022332505,0,0,403,71.81,running,17,17,,RFK Racing,Ford,short track
Christopher Bell,4153,4/10/2022,Cup,Martinsville Speedway,7,6,20,3,26,9.56,-15,33,48,9,27.272727272727273,8,293,72.88557213930348,0,0,402,93.71,running,4,9,,Joe Gibbs Racing,Toyota,short track
Cody Ware,4125,4/10/2022,Cup,Martinsville Speedway,35,33,33,32,35,33.33,4,14,10,0,0,0,0,0,0,0,394,29,running,33,33,,Rick Ware Racing,Ford,short track
Cole Custer,4104,4/10/2022,Cup,Martinsville Speedway,3,22,21,2,26,12.53,-4,36,40,13,36.111111111111114,6,198,49.25373134328358,0,0,402,81.78,running,3,5,,Stewart-Haas Racing,Ford,short track
Corey LaJoie,4096,4/10/2022,Cup,Martinsville Speedway,26,31,32,23,32,30.52,-7,17,24,0,0,0,0,0,0,0,397,37.67,running,31,31,,Spire Motorsports,Chevrolet,short track
Daniel Suarez,4113,4/10/2022,Cup,Martinsville Speedway,30,28,29,25,33,29.11,1,14,13,0,0,19,0,0,0,0,399,42.41,running,25,28,,Trackhouse Racing,Chevrolet,short track
Denny Hamlin,1361,4/10/2022,Cup,Martinsville Speedway,25,26,28,11,28,25.23,14,51,37,7,13.72549019607843,0,6,1.5,0,0,400,47,running,24,26,,Joe Gibbs Racing,Toyota,short track
Erik Jones,4059,4/10/2022,Cup,Martinsville Speedway,24,23,13,5,28,21.1,17,56,39,26,46.42857142857143,1,99,24.56575682382134,0,0,403,63.55,running,26,24,,Petty GMS Motorsports,Chevrolet,short track
Harrison Burton,4217,4/10/2022,Cup,Martinsville Speedway,29,25,26,15,30,26.97,-4,43,47,4,9.302325581,0,0,0,0,0,400,42.67,running,29,27,,Wood Brothers Racing,Ford,short track
JJ Yeley,3669,4/10/2022,Cup,Martinsville Speedway,32,35,34,31,35,34.13,-2,8,10,0,0,0,0,0,0,0,392,30.33,running,34,34,,Rick Ware Racing,Ford,short track
Joey Logano,3859,4/10/2022,Cup,Martinsville Speedway,14,3,2,2,14,4.82,9,25,16,24,96,22,403,100,0,0,403,116.86,running,8,3,,Team Penske,Ford,short track
Josh Bilicki,4213,4/10/2022,Cup,Martinsville Speedway,31,34,35,31,35,34.19,-6,12,18,0,0,0,0,0,0,0,391,25.33,running,35,35,,Spire Motorsports,Chevrolet,short track
Justin Haley,4172,4/10/2022,Cup,Martinsville Speedway,17,32,31,16,32,29,-12,10,22,0,0,2,0,0,0,0,398,43.76,running,30,32,,Kaulig Racing,Chevrolet,short track
Kevin Harvick,1416,4/10/2022,Cup,Martinsville Speedway,6,11,14,6,18,10.7,2,46,44,30,65.21739130434783,4,336,83.37468982630273,0,0,403,83.85,running,6,10,,Stewart-Haas Racing,Ford,short track
Kurt Busch,453,4/10/2022,Cup,Martinsville Speedway,18,8,6,4,18,9.53,10,43,33,32,74.41860465,8,368,91.31513648,0,0,403,95.87,running,10,12,,23XI Racing,Toyota,short track
Kyle Busch,454,4/10/2022,Cup,Martinsville Speedway,11,10,7,2,26,12.42,6,65,59,36,55.38461538461539,7,289,71.71215881,0,0,403,85.16,running,19,19,,Joe Gibbs Racing,Toyota,short track
Kyle Larson,4030,4/10/2022,Cup,Martinsville Speedway,8,12,19,5,22,13.03,-15,32,47,19,59.375,3,304,75.43424317617865,0,0,403,79.47,running,14,11,,Hendrick Motorsports,Chevrolet,short track
Martin Truex Jr.,3368,4/10/2022,Cup,Martinsville Speedway,20,13,22,7,29,18.63,-11,31,42,7,22.580645161290324,11,104,25.935162094763093,0,0,401,65.18,running,20,16,,Joe Gibbs Racing,Toyota,short track
Michael McDowell,3832,4/10/2022,Cup,Martinsville Speedway,16,24,25,16,27,23.6,-11,26,37,0,0,0,0,0,0,0,400,50.17,running,23,23,,Front Row Motorsports,Ford,short track
Ricky Stenhouse Jr.,3888,4/10/2022,Cup,Martinsville Speedway,28,27,27,23,30,27.12,-1,36,37,0,0,0,0,0,0,0,400,41.83,running,27,25,,JTG Daugherty Racing,Chevrolet,short track
Ross Chastain,4001,4/10/2022,Cup,Martinsville Speedway,27,18,5,2,29,14.49,22,65,43,29,44.61538461538461,17,226,56.07940446650124,0,0,403,85.46,running,18,13,,Trackhouse Racing,Chevrolet,short track
Ryan Blaney,4023,4/10/2022,Cup,Martinsville Speedway,12,4,4,1,15,6.38,3,30,27,21,70,31,403,100,5,1.2406947890818858,403,105.84,running,7,4,,Team Penske,Ford,short track
Todd Gilliland,4231,4/10/2022,Cup,Martinsville Speedway,10,21,30,2,30,20.7,-22,46,68,12,26.08695652173913,0,45,11.278195488721805,0,0,399,46.83,running,22,22,,Front Row Motorsports,Ford,short track
Ty Dillon,4013,4/10/2022,Cup,Martinsville Speedway,34,29,23,23,34,28.35,9,29,20,0,0,0,0,0,0,0,401,41.67,running,28,30,,Petty GMS Motorsports,Chevrolet,short track
Tyler Reddick,4065,4/10/2022,Cup,Martinsville Speedway,22,17,18,8,23,17.12,-9,51,60,13,25.49019607843137,5,92,22.82878412,0,0,403,63.73,running,21,18,,Richard Childress Racing,Chevrolet,short track
William Byron,4184,4/10/2022,Cup,Martinsville Speedway,5,1,1,1,12,1.65,5,13,8,12,92.30769231,72,403,100,212,52.60545905707196,403,144.92,running,2,2,,Hendrick Motorsports,Chevrolet,short track
Alex Bowman,4045,4/18/2022,Cup,Bristol Motor Speedway Dirt,8,28,6,2,32,13.54,14,76,62,39,51.31578947368421,1,191,76.4,0,0,250,102.06,running,6,24,,Hendrick Motorsports,Chevrolet,short track
Aric Almirola,40,4/18/2022,Cup,Bristol Motor Speedway Dirt,31,31,23,12,35,26.98,-15,86,101,10,11.627906976744185,0,18,7.2,0,0,250,40.67,running,31,26,,Stewart-Haas Racing,Ford,short track
Austin Cindric,4180,4/18/2022,Cup,Bristol Motor Speedway Dirt,20,27,16,8,32,21.61,-13,103,116,7,6.796116504854369,0,25,10,0,0,250,58.17,running,25,27,,Team Penske,Ford,short track
Austin Dillon,3873,4/18/2022,Cup,Bristol Motor Speedway Dirt,12,14,31,2,24,11.25,-16,47,63,46,97.87234042553192,3,210,99.52606635,0,0,211,84,accident,4,12,,Richard Childress Racing,Chevrolet,short track
Brad Keselowski,1816,4/18/2022,Cup,Bristol Motor Speedway Dirt,18,21,11,2,33,14.86,11,110,99,48,43.63636363636363,5,136,54.4,0,0,250,81.5,running,17,13,,RFK Racing,Ford,short track
Bubba Wallace,4025,4/18/2022,Cup,Bristol Motor Speedway Dirt,22,19,28,10,31,18.79,4,87,83,19,21.839080459770116,0,100,40.816326530612244,0,0,245,63.5,running,19,20,,23XI Racing,Toyota,short track
Chase Briscoe,4228,4/18/2022,Cup,Bristol Motor Speedway Dirt,4,4,22,1,33,6.89,18,61,43,55,90.16393443,31,223,89.2,59,23.6,250,95.33,running,30,1,,Stewart-Haas Racing,Ford,short track
Chase Elliott,4062,4/18/2022,Cup,Bristol Motor Speedway Dirt,9,7,8,3,26,13.97,20,92,72,51,55.43478260869565,3,149,59.6,0,0,250,102.67,running,12,4,,Hendrick Motorsports,Chevrolet,short track
Chris Buescher,3989,4/18/2022,Cup,Bristol Motor Speedway Dirt,15,16,15,6,30,13.38,-17,73,90,44,60.273972602739725,0,185,74,0,0,250,77.33,running,11,22,,RFK Racing,Ford,short track
Christopher Bell,4153,4/18/2022,Cup,Bristol Motor Speedway Dirt,2,2,7,1,19,6.05,11,49,38,46,93.87755102040816,14,245,98,0,0,250,125.83,running,3,2,,Joe Gibbs Racing,Toyota,short track
Cody Ware,4125,4/18/2022,Cup,Bristol Motor Speedway Dirt,35,29,26,18,36,30.5,-3,49,52,0,0,0,0,0,0,0,250,35.83,running,36,28,,Rick Ware Racing,Ford,short track
Cole Custer,4104,4/18/2022,Cup,Bristol Motor Speedway Dirt,1,22,13,1,36,24.68,-11,90,101,13,14.444444444444445,0,34,13.6,0,0,250,47.33,running,35,19,,Stewart-Haas Racing,Ford,short track
Corey LaJoie,4096,4/18/2022,Cup,Bristol Motor Speedway Dirt,26,25,19,19,32,25.19,5,85,80,0,0,0,0,0,0,0,250,54.67,running,24,31,,Spire Motorsports,Chevrolet,short track
Daniel Suarez,4113,4/18/2022,Cup,Bristol Motor Speedway Dirt,21,1,12,1,26,14.2,5,75,70,18,24,7,98,39.2,64,25.6,250,88,running,22,3,,Trackhouse Racing,Chevrolet,short track
Denny Hamlin,1361,4/18/2022,Cup,Bristol Motor Speedway Dirt,34,35,35,15,34,32.02,4,30,26,0,0,0,1,1.098901098901099,0,0,91,33.5,engine,20,35,,Joe Gibbs Racing,Toyota,short track
Erik Jones,4059,4/18/2022,Cup,Bristol Motor Speedway Dirt,14,32,24,13,31,21.78,-40,221,261,2,0.9049773755656109,0,24,9.6,0,0,250,57.5,running,23,32,,Petty GMS Motorsports,Chevrolet,short track
Harrison Burton,4217,4/18/2022,Cup,Bristol Motor Speedway Dirt,24,23,20,13,32,23.4,-1,111,112,1,0.9009009009009009,0,4,1.6,0,0,250,50.83,running,27,23,,Wood Brothers Racing,Ford,short track
JJ Yeley,3669,4/18/2022,Cup,Bristol Motor Speedway Dirt,29,26,30,1,30,23.25,-2,103,105,5,4.854368932038835,0,18,8.144796380090497,0,0,221,57,accident,21,25,,Rick Ware Racing,Ford,short track
Joey Logano,3859,4/18/2022,Cup,Bristol Motor Speedway Dirt,10,8,3,2,12,6.33,-3,34,37,34,100,4,250,100,0,0,250,116.17,running,7,7,,Team Penske,Ford,short track
Josh Williams,4106,4/18/2022,Cup,Bristol Motor Speedway Dirt,36,30,25,22,36,29.85,-2,53,55,0,0,0,0,0,0,0,250,40,running,32,30,,Live Fast Motorsports,Ford,short track
Justin Allgaier,34,4/18/2022,Cup,Bristol Motor Speedway Dirt,27,36,36,25,33,33.52,-8,27,35,0,0,0,0,0,0,0,74,32.33,accident,33,36,,Spire Motorsports,Chevrolet,short track
Justin Haley,4172,4/18/2022,Cup,Bristol Motor Speedway Dirt,6,18,14,5,21,13.74,-15,96,111,50,52.083333333333336,0,155,62,0,0,250,87,running,14,17,,Kaulig Racing,Chevrolet,short track
Kevin Harvick,1416,4/18/2022,Cup,Bristol Motor Speedway Dirt,32,34,34,23,36,33.65,5,22,17,0,0,0,0,0,0,0,100,26,accident,34,34,,Stewart-Haas Racing,Ford,short track
Kurt Busch,453,4/18/2022,Cup,Bristol Motor Speedway Dirt,13,15,32,7,29,19.51,-8,96,104,14,14.583333333333334,0,95,45.023696682464454,0,0,211,73.33,accident,13,21,,23XI Racing,Toyota,short track
Kyle Busch,454,4/18/2022,Cup,Bristol Motor Speedway Dirt,11,5,1,1,26,4.73,13,57,44,56,98.24561403508773,13,249,99.6,1,0.4,250,131.17,running,5,5,,Joe Gibbs Racing,Toyota,short track
Kyle Larson,4030,4/18/2022,Cup,Bristol Motor Speedway Dirt,5,3,4,1,24,6.63,19,48,29,31,64.58333333333333,27,217,86.8,27,10.8,250,136,running,1,6,,Hendrick Motorsports,Chevrolet,short track
Martin Truex Jr.,3368,4/18/2022,Cup,Bristol Motor Speedway Dirt,30,24,21,9,31,26.74,7,87,80,0,0,1,1,0.4,0,0,250,54.55,running,26,29,,Joe Gibbs Racing,Toyota,short track
Michael McDowell,3832,4/18/2022,Cup,Bristol Motor Speedway Dirt,17,12,9,6,23,13.22,11,85,74,55,64.70588235294117,0,161,64.4,0,0,250,73.67,running,15,8,,Front Row Motorsports,Ford,short track
Noah Gragson,4224,4/18/2022,Cup,Bristol Motor Speedway Dirt,28,33,27,21,34,30.81,0,32,32,0,0,0,0,0,0,0,248,40,running,29,33,,Kaulig Racing,Chevrolet,short track
Ricky Stenhouse Jr.,3888,4/18/2022,Cup,Bristol Motor Speedway Dirt,16,13,29,8,32,18.8,5,80,75,41,51.25,6,118,49.166666666666664,0,0,240,80.83,running,10,16,,JTG Daugherty Racing,Chevrolet,short track
Ross Chastain,4001,4/18/2022,Cup,Bristol Motor Speedway Dirt,33,6,33,1,33,23.1,-2,42,44,13,30.952380952380953,2,77,51.333333333333336,0,0,150,48.83,engine,28,11,,Trackhouse Racing,Chevrolet,short track
Ryan Blaney,4023,4/18/2022,Cup,Bristol Motor Speedway Dirt,25,11,5,3,25,10.29,17,75,58,57,76,2,204,81.6,0,0,250,94.61,running,9,9,,Team Penske,Ford,short track
Todd Gilliland,4231,4/18/2022,Cup,Bristol Motor Speedway Dirt,23,17,17,12,31,20.85,10,121,111,23,19.00826446280992,0,18,7.2,0,0,250,62.67,running,18,15,,Front Row Motorsports,Ford,short track
Ty Dillon,4013,4/18/2022,Cup,Bristol Motor Speedway Dirt,7,9,10,2,25,9.64,14,80,66,58,72.5,7,213,85.2,0,0,250,118,running,2,14,,Petty GMS Motorsports,Chevrolet,short track
Tyler Reddick,4065,4/18/2022,Cup,Bristol Motor Speedway Dirt,3,10,2,1,17,5.4,-2,42,44,42,100,27,249,99.6,99,39.6,250,132.33,running,8,10,,Richard Childress Racing,Chevrolet,short track
William Byron,4184,4/18/2022,Cup,Bristol Motor Speedway Dirt,19,20,18,5,23,16.67,-1,78,79,23,29.487179487179485,0,82,32.8,0,0,250,64.67,running,16,18,,Hendrick Motorsports,Chevrolet,short track
Alex Bowman,4045,4/24/2022,Cup,Talladega Superspeedway,27,9,9,4,33,14.01,31,334,303,198,59.28143713,8,112,59.57446808510638,0,0,188,87.23,running,9,5,,Hendrick Motorsports,Chevrolet,superspeedway
Aric Almirola,40,4/24/2022,Cup,Talladega Superspeedway,23,17,13,2,38,19.4,-5,288,293,108,37.5,3,63,33.51063829787234,0,0,188,68.83,running,23,7,,Stewart-Haas Racing,Ford,superspeedway
Austin Cindric,4180,4/24/2022,Cup,Talladega Superspeedway,18,25,21,3,37,20.93,-17,224,241,36,16.071428571428573,7,21,11.170212765957446,0,0,188,57.95,running,19,18,,Team Penske,Ford,superspeedway
Austin Dillon,3873,4/24/2022,Cup,Talladega Superspeedway,14,11,2,2,23,13.3,9,276,267,187,67.75362319,3,139,73.93617021276596,0,0,188,90.17,running,11,19,,Richard Childress Racing,Chevrolet,superspeedway
BJ McLeod,3973,4/24/2022,Cup,Talladega Superspeedway,37,27,26,1,38,27.95,10,127,117,1,0.7874015748031497,0,3,1.744186046511628,2,1.1627906976744187,172,35.67,running,26,27,,Live Fast Motorsports,Ford,superspeedway
Brad Keselowski,1816,4/24/2022,Cup,Talladega Superspeedway,15,20,23,3,36,21.04,-33,158,191,66,41.77215189873418,5,53,28.342245989304814,0,0,187,62.9,running,34,13,,RFK Racing,Ford,superspeedway
Bubba Wallace,4025,4/24/2022,Cup,Talladega Superspeedway,9,8,17,1,38,11.46,2,322,320,214,66.45962732919254,10,140,74.46808510638297,15,7.9787234042553195,188,87.07,running,1,16,,23XI Racing,Toyota,superspeedway
Chase Briscoe,4228,4/24/2022,Cup,Talladega Superspeedway,17,37,37,14,38,33.69,0,137,137,11,8.02919708,6,3,5.357142857142857,0,0,56,35.19,accident,18,38,,Stewart-Haas Racing,Ford,superspeedway
Chase Elliott,4062,4/24/2022,Cup,Talladega Superspeedway,28,3,7,2,28,7.76,22,274,252,215,78.46715328467154,3,177,94.14893617021276,0,0,188,103,running,6,2,,Hendrick Motorsports,Chevrolet,superspeedway
Chris Buescher,3989,4/24/2022,Cup,Talladega Superspeedway,30,38,38,12,35,33.74,12,134,122,16,11.940298507462687,3,4,7.142857142857143,0,0,56,35.92,accident,16,36,,RFK Racing,Ford,superspeedway
Christopher Bell,4153,4/24/2022,Cup,Talladega Superspeedway,1,12,22,1,27,11.49,-6,237,243,159,67.08860759,1,135,72.19251336898395,7,3.7433155080213902,187,81.95,running,3,15,,Joe Gibbs Racing,Toyota,superspeedway
Cody Ware,4125,4/24/2022,Cup,Talladega Superspeedway,34,26,28,16,38,29.24,-2,106,108,0,0,1,0,0,0,0,105,39.55,dvp,38,28,,Rick Ware Racing,Ford,superspeedway
Cole Custer,4104,4/24/2022,Cup,Talladega Superspeedway,29,24,29,1,33,23.99,-10,194,204,63,32.47422680412371,5,29,29.591836734693878,1,1.0204081632653061,98,72.08,engine,24,29,,Stewart-Haas Racing,Ford,superspeedway
Corey LaJoie,4096,4/24/2022,Cup,Talladega Superspeedway,33,19,14,1,38,20.63,43,325,282,42,12.923076923076923,10,28,14.893617021276595,1,0.5319148936170213,188,76.9,running,21,11,,Spire Motorsports,Chevrolet,superspeedway
Daniel Hemric,4093,4/24/2022,Cup,Talladega Superspeedway,3,36,36,3,17,26.98,-13,71,84,68,95.77464788732394,0,56,100,0,0,56,74.33,accident,17,37,,Kaulig Racing,Chevrolet,superspeedway
Daniel Suarez,4113,4/24/2022,Cup,Talladega Superspeedway,4,30,31,1,30,22.67,-30,85,115,36,42.35294117647059,4,42,45.65217391304348,28,30.434782608695652,92,68.12,dvp,22,33,,Trackhouse Racing,Chevrolet,superspeedway
David Ragan,2674,4/24/2022,Cup,Talladega Superspeedway,36,18,24,2,37,24.01,-20,184,204,13,7.065217391304348,5,12,6.451612903225806,0,0,186,44.57,running,31,25,,Rick Ware Racing,Ford,superspeedway
Denny Hamlin,1361,4/24/2022,Cup,Talladega Superspeedway,7,13,18,1,38,17.95,-17,240,257,116,48.333333333333336,3,93,49.46808510638298,9,4.787234042553192,188,66.84,running,27,17,,Joe Gibbs Racing,Toyota,superspeedway
Erik Jones,4059,4/24/2022,Cup,Talladega Superspeedway,16,4,6,1,17,5.94,9,252,243,223,88.49206349,0,183,97.34042553191489,25,13.297872340425531,188,107.18,running,8,8,,Petty GMS Motorsports,Chevrolet,superspeedway
Greg Biffle,243,4/24/2022,Cup,Talladega Superspeedway,35,35,35,17,37,31.59,1,137,136,0,0,2,0,0,0,0,79,29.15,fuel pump,29,35,,NY Racing Team,Chevrolet,superspeedway
Harrison Burton,4217,4/24/2022,Cup,Talladega Superspeedway,25,34,34,2,26,26.1,3,193,190,75,38.86010362694301,1,34,38.20224719101124,0,0,89,48.24,accident,25,34,,Wood Brothers Racing,Ford,superspeedway
JJ Yeley,3669,4/24/2022,Cup,Talladega Superspeedway,38,23,25,1,38,28.5,-3,104,107,0,0,3,2,1.0810810810810811,1,0.5405405405405406,185,37.51,running,36,24,,MBM Motorsports,Ford,superspeedway
Joey Logano,3859,4/24/2022,Cup,Talladega Superspeedway,13,32,32,1,20,22.35,-11,175,186,132,75.42857142857143,3,73,82.02247191011236,1,1.1235955056179776,89,59.62,accident,15,31,,Team Penske,Ford,superspeedway
Justin Haley,4172,4/24/2022,Cup,Talladega Superspeedway,11,16,12,3,34,15.59,-17,257,274,177,68.87159533,3,97,51.59574468085106,0,0,188,75.5,running,32,20,,Kaulig Racing,Chevrolet,superspeedway
Kevin Harvick,1416,4/24/2022,Cup,Talladega Superspeedway,24,10,10,2,36,11.02,7,290,283,203,70,7,157,83.51063829787235,0,0,188,96.12,running,12,12,,Stewart-Haas Racing,Ford,superspeedway
