driver_name,driver_id,race_date,series,track_name,start,mid,finish,best,worst,avg,green_flag_passing_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,laps,rating,status,stage_1,stage_2,stage_3,team_name,manufacturer,track_type
Harrison Burton,4217,2/20/2022,Cup,Daytona International Speedway,8,38,39,1,24,30.26,2,130,128,68,52.30769230769231,1,38,61.29032258064516,3,4.838709677419355,62,50.89,accident,12,38,,Wood Brothers Racing,Ford,superspeedway
Jacques Villeneuve,3823,2/20/2022,Cup,Daytona International Speedway,40,30,22,4,40,29.48,-5,50,55,0,0,6,2,1.0101010101010102,0,0,198,42.69,running,34,27,,Team Hezeberg,Ford,superspeedway
Joey Logano,3859,2/20/2022,Cup,Daytona International Speedway,20,12,21,1,34,17.65,50,244,194,79,32.377049180327866,8,80,40.4040404,1,0.5050505050505051,198,83.55,running,5,2,,Team Penske,Ford,superspeedway
Justin Haley,4172,2/20/2022,Cup,Daytona International Speedway,25,31,23,2,38,30.8,-5,67,72,4,5.970149253731344,2,2,1.0101010101010102,0,0,198,41.39,running,38,30,,Kaulig Racing,Chevrolet,superspeedway
Kaz Grala,4191,2/20/2022,Cup,Daytona International Speedway,35,33,26,24,39,33.43,-4,52,56,0,0,1,0,0,0,0,196,35.78,running,39,32,,The Money Team Racing,Chevrolet,superspeedway
Kevin Harvick,1416,2/20/2022,Cup,Daytona International Speedway,22,4,30,1,33,13.67,-30,212,242,96,45.283018867924525,3,123,64.39790576,0,0,191,72.84,dvp,32,8,,Stewart-Haas Racing,Ford,superspeedway
Kurt Busch,453,2/20/2022,Cup,Daytona International Speedway,17,21,19,1,30,17.63,21,201,180,116,57.711442786069654,11,80,40.20100502512563,0,0,199,74.55,running,7,17,,23XI Racing,Toyota,superspeedway
Kyle Busch,454,2/20/2022,Cup,Daytona International Speedway,10,20,6,1,29,11.37,9,255,246,182,71.37254901960785,5,125,62.18905472636816,28,13.930348258706468,201,101.43,running,13,14,,Joe Gibbs Racing,Toyota,superspeedway
Kyle Larson,4030,2/20/2022,Cup,Daytona International Speedway,1,13,32,1,24,12.98,-13,261,274,184,70.49808429118774,7,149,78.42105263157895,1,0.5263157894736842,190,81.23,accident,9,9,,Hendrick Motorsports,Chevrolet,superspeedway
Landon Cassill,3808,2/20/2022,Cup,Daytona International Speedway,27,27,15,3,38,28.04,-2,71,73,2,2.816901408450704,2,8,3.9800995024875623,0,0,201,51.73,running,37,26,,Spire Motorsports,Chevrolet,superspeedway
Martin Truex Jr.,3368,2/20/2022,Cup,Daytona International Speedway,14,18,13,1,23,11.94,25,258,233,192,74.41860465,4,143,71.14427860696517,11,5.472636815920398,201,94,running,1,1,,Joe Gibbs Racing,Toyota,superspeedway
Michael McDowell,3832,2/20/2022,Cup,Daytona International Speedway,6,8,7,4,32,11.94,-19,222,241,160,72.07207207207207,2,144,71.64179104477611,0,0,201,93.55,running,24,18,,Front Row Motorsports,Ford,superspeedway
Noah Gragson,4224,2/20/2022,Cup,Daytona International Speedway,39,14,31,3,39,18.93,43,228,185,45,19.736842105263158,4,74,38.94736842105263,0,0,190,52.78,accident,21,19,,Beard Motorsports,Chevrolet,superspeedway
Ricky Stenhouse Jr.,3888,2/20/2022,Cup,Daytona International Speedway,18,15,28,1,31,11.25,18,248,230,192,77.41935483870968,6,153,78.86597938,16,8.24742268,194,93.89,accident,4,5,,JTG Daugherty Racing,Chevrolet,superspeedway
Ross Chastain,4001,2/20/2022,Cup,Daytona International Speedway,19,39,40,1,29,32.43,2,145,143,56,38.62068965517241,3,27,43.54838709677419,0,0,62,41.88,accident,16,40,,Trackhouse Racing,Chevrolet,superspeedway
Ryan Blaney,4023,2/20/2022,Cup,Daytona International Speedway,7,1,4,1,35,8.29,-18,163,181,134,82.20858895705521,3,175,87.06467661691542,36,17.91044776119403,201,107.47,running,28,11,,Team Penske,Ford,superspeedway
Todd Gilliland,4231,2/20/2022,Cup,Daytona International Speedway,29,6,33,1,34,14.03,7,227,220,120,52.863436123348016,2,134,70.52631578947368,0,0,190,69.89,accident,3,10,,Front Row Motorsports,Ford,superspeedway
Ty Dillon,4013,2/20/2022,Cup,Daytona International Speedway,26,9,11,5,33,16.31,-20,210,230,62,29.523809523809526,3,102,50.74626865671642,0,0,201,77.66,running,22,13,,Petty GMS Motorsports,Chevrolet,superspeedway
Tyler Reddick,4065,2/20/2022,Cup,Daytona International Speedway,15,16,35,4,31,21.54,4,181,177,70,38.67403314917127,4,56,37.086092715231786,0,0,151,54.4,accident,23,15,,Richard Childress Racing,Chevrolet,superspeedway
William Byron,4184,2/20/2022,Cup,Daytona International Speedway,23,37,38,1,28,30.28,17,141,124,44,31.20567375886525,5,29,46.774193548387096,1,1.6129032258064515,62,46.42,accident,11,37,,Hendrick Motorsports,Chevrolet,superspeedway
Alex Bowman,4045,2/27/2022,Cup,Auto Club Speedway,14,9,25,2,27,10.94,-27,62,89,57,91.93548387096774,0,172,86.4321608,0,0,199,78.67,running,6,11,,Hendrick Motorsports,Chevrolet,long intermediate
Aric Almirola,40,2/27/2022,Cup,Auto Club Speedway,31,13,6,5,31,16.71,-24,94,118,48,51.06382978723404,1,110,55,0,0,200,76.98,running,19,8,,Stewart-Haas Racing,Ford,long intermediate
Austin Cindric,4180,2/27/2022,Cup,Auto Club Speedway,1,8,12,1,25,9.69,-14,86,100,61,70.93023255813954,1,179,89.5,0,0,200,94.31,running,9,7,,Team Penske,Ford,long intermediate
Austin Dillon,3873,2/27/2022,Cup,Auto Club Speedway,16,12,2,2,31,15.59,-22,97,119,52,53.608247422680414,3,118,59,0,0,200,82.93,running,17,14,,Richard Childress Racing,Chevrolet,long intermediate
BJ McLeod,3973,2/27/2022,Cup,Auto Club Speedway,30,31,22,9,35,28.42,0,18,18,0,0,0,6,3,0,0,200,35.83,running,31,30,,Live Fast Motorsports,Ford,long intermediate
Brad Keselowski,1816,2/27/2022,Cup,Auto Club Speedway,9,11,27,4,31,19.23,13,78,65,32,41.02564102564103,0,68,34.343434343434346,0,0,198,61,running,12,27,,RFK Racing,Ford,long intermediate
Bubba Wallace,4025,2/27/2022,Cup,Auto Club Speedway,34,25,19,9,34,25.17,3,72,69,5,6.944444444444445,0,2,1,0,0,200,42.83,running,28,21,,23XI Racing,Toyota,long intermediate
Chase Briscoe,4228,2/27/2022,Cup,Auto Club Speedway,24,5,16,1,31,14.32,-3,109,112,43,39.44954128440367,9,91,45.5,20,10,200,82.08,running,4,17,,Stewart-Haas Racing,Ford,long intermediate
Chase Elliott,4062,2/27/2022,Cup,Auto Club Speedway,8,19,26,1,34,18.92,-9,43,52,17,39.53488372093023,10,75,37.878787878787875,12,6.0606060606060606,198,67.49,running,32,24,,Hendrick Motorsports,Chevrolet,long intermediate
Chris Buescher,3989,2/27/2022,Cup,Auto Club Speedway,20,14,35,8,31,24.21,1,52,51,27,51.92307692307692,0,62,55.85585585585586,0,0,111,56.33,accident,16,35,,RFK Racing,Ford,long intermediate
Christopher Bell,4153,2/27/2022,Cup,Auto Club Speedway,19,35,36,11,35,27.87,8,34,26,21,61.76470588235294,1,48,51.06382978723404,0,0,94,41.92,engine,22,36,,Joe Gibbs Racing,Toyota,long intermediate
Cody Ware,4125,2/27/2022,Cup,Auto Club Speedway,27,36,32,27,36,34.59,1,7,6,0,0,0,0,0,0,0,187,26,running,36,34,,Rick Ware Racing,Ford,long intermediate
Cole Custer,4104,2/27/2022,Cup,Auto Club Speedway,21,10,11,3,26,12.89,-28,75,103,49,65.33333333333333,0,134,67,0,0,200,83.33,running,18,6,,Stewart-Haas Racing,Ford,long intermediate
Corey LaJoie,4096,2/27/2022,Cup,Auto Club Speedway,25,27,28,14,32,25.03,-8,114,122,0,0,0,2,1.0101010101010102,0,0,198,42,running,23,26,,Spire Motorsports,Chevrolet,long intermediate
Daniel Hemric,4093,2/27/2022,Cup,Auto Club Speedway,5,34,9,5,35,26.18,13,58,45,28,48.275862068965516,2,45,22.5,0,0,200,72.3,running,35,33,,Kaulig Racing,Chevrolet,long intermediate
Daniel Suarez,4113,2/27/2022,Cup,Auto Club Speedway,15,26,4,1,31,14.45,-3,96,99,54,56.25,0,115,57.5,0,0,200,86.17,running,13,15,,Trackhouse Racing,Chevrolet,long intermediate
Denny Hamlin,1361,2/27/2022,Cup,Auto Club Speedway,4,24,15,3,31,10.32,8,110,102,70,63.63636363636363,0,169,84.5,0,0,200,89.83,running,11,10,,Joe Gibbs Racing,Toyota,long intermediate
Erik Jones,4059,2/27/2022,Cup,Auto Club Speedway,2,7,3,1,12,4.28,13,72,59,64,88.88888888888889,23,200,100,18,9,200,122.7,running,2,2,,Petty GMS Motorsports,Chevrolet,long intermediate
Garrett Smithley,4142,2/27/2022,Cup,Auto Club Speedway,29,30,21,5,35,28.41,2,18,16,0,0,0,8,4,0,0,200,37.83,running,30,29,,Rick Ware Racing,Ford,long intermediate
Harrison Burton,4217,2/27/2022,Cup,Auto Club Speedway,22,20,33,16,30,24.24,-19,83,102,0,0,0,0,0,0,0,157,42.67,accident,21,20,,Wood Brothers Racing,Ford,long intermediate
Joey Logano,3859,2/27/2022,Cup,Auto Club Speedway,7,4,5,1,20,5.36,32,87,55,66,75.86206896551724,5,198,99,14,7,200,110.31,running,7,3,,Team Penske,Ford,long intermediate
Josh Bilicki,4213,2/27/2022,Cup,Auto Club Speedway,28,32,30,21,33,31.3,-11,12,23,0,0,0,0,0,0,0,198,30.17,running,33,31,,Spire Motorsports,Chevrolet,long intermediate
Justin Haley,4172,2/27/2022,Cup,Auto Club Speedway,35,15,23,9,35,20.09,5,131,126,29,22.137404580152673,0,38,19,0,0,200,55,running,14,22,,Kaulig Racing,Chevrolet,long intermediate
Kevin Harvick,1416,2/27/2022,Cup,Auto Club Speedway,32,21,7,1,32,20.02,23,106,83,15,14.150943396226415,0,43,21.5,1,0.5,200,64.67,running,27,16,,Stewart-Haas Racing,Ford,long intermediate
Kurt Busch,453,2/27/2022,Cup,Auto Club Speedway,36,22,8,5,36,21.27,27,133,106,42,31.57894736842105,0,60,30,0,0,200,63.5,running,29,28,,23XI Racing,Toyota,long intermediate
Kyle Busch,454,2/27/2022,Cup,Auto Club Speedway,3,33,14,3,36,28.58,4,56,52,8,14.285714285714286,2,21,10.5,0,0,200,58.95,running,34,32,,Joe Gibbs Racing,Toyota,long intermediate
Kyle Larson,4030,2/27/2022,Cup,Auto Club Speedway,13,3,1,1,25,7.05,24,83,59,63,75.90361445783132,16,183,91.5,28,14,200,116.32,running,5,5,,Hendrick Motorsports,Chevrolet,long intermediate
Martin Truex Jr.,3368,2/27/2022,Cup,Auto Club Speedway,12,28,13,4,30,15.03,-7,91,98,34,37.362637362637365,1,98,49,0,0,200,77.31,running,15,18,,Joe Gibbs Racing,Toyota,long intermediate
Michael McDowell,3832,2/27/2022,Cup,Auto Club Speedway,23,17,31,9,23,17.94,-18,88,106,18,20.454545454545453,0,41,21.243523316062177,0,0,193,52.33,electrical,20,19,,Front Row Motorsports,Ford,long intermediate
Ricky Stenhouse Jr.,3888,2/27/2022,Cup,Auto Club Speedway,17,18,10,2,22,10.96,20,121,101,71,58.67768595041322,1,159,79.5,0,0,200,91.14,running,10,13,,JTG Daugherty Racing,Chevrolet,long intermediate
Ross Chastain,4001,2/27/2022,Cup,Auto Club Speedway,33,16,29,4,33,20.46,-8,72,80,22,30.555555555555557,0,68,34.343434343434346,0,0,198,49.5,running,25,12,,Trackhouse Racing,Chevrolet,long intermediate
Ryan Blaney,4023,2/27/2022,Cup,Auto Club Speedway,6,6,18,1,18,6.92,60,119,59,102,85.71428571428571,8,189,94.5,1,0.5,200,97.64,running,8,4,,Team Penske,Ford,long intermediate
Todd Gilliland,4231,2/27/2022,Cup,Auto Club Speedway,26,29,20,17,33,26.01,-34,48,82,0,0,0,0,0,0,0,200,41.83,running,26,25,,Front Row Motorsports,Ford,long intermediate
Ty Dillon,4013,2/27/2022,Cup,Auto Club Speedway,18,23,17,11,32,23.17,-38,99,137,1,1.0101010101010102,0,6,3,0,0,200,46.5,running,24,23,,Petty GMS Motorsports,Chevrolet,long intermediate
Tyler Reddick,4065,2/27/2022,Cup,Auto Club Speedway,11,2,24,1,30,8.37,2,26,24,23,88.46153846153847,39,144,72.36180904522612,90,45.22613065326633,199,120.56,running,1,1,,Richard Childress Racing,Chevrolet,long intermediate
William Byron,4184,2/27/2022,Cup,Auto Club Speedway,10,1,34,1,17,11.84,19,46,27,44,95.65217391304348,6,148,98.01324503311258,16,10.596026490066226,151,97.28,accident,3,9,,Hendrick Motorsports,Chevrolet,long intermediate
Alex Bowman,4045,3/6/2022,Cup,Las Vegas Motor Speedway,13,11,1,1,30,6.55,32,84,52,67,79.76190476190476,21,245,89.41605839416059,16,5.839416058394161,274,118.2,running,1,19,,Hendrick Motorsports,Chevrolet,intermediate
Aric Almirola,40,3/6/2022,Cup,Las Vegas Motor Speedway,20,18,6,1,34,16.37,-36,105,141,31,29.523809523809526,0,93,33.941605839416056,0,0,274,78.5,running,18,14,,Stewart-Haas Racing,Ford,intermediate
Austin Cindric,4180,3/6/2022,Cup,Las Vegas Motor Speedway,3,32,19,2,33,19.66,-13,102,115,35,34.31372549019608,0,84,30.656934306569344,0,0,274,64.83,running,15,21,,Team Penske,Ford,intermediate
Austin Dillon,3873,3/6/2022,Cup,Las Vegas Motor Speedway,10,15,11,1,35,19.58,-55,100,155,28,28,2,107,39.051094890510946,0,0,274,69.84,running,25,15,,Richard Childress Racing,Chevrolet,intermediate
BJ McLeod,3973,3/6/2022,Cup,Las Vegas Motor Speedway,35,31,28,8,37,31.9,-6,21,27,0,0,0,3,1.1029411764705883,0,0,272,31.5,running,36,30,,Live Fast Motorsports,Ford,intermediate
Brad Keselowski,1816,3/6/2022,Cup,Las Vegas Motor Speedway,15,33,24,1,36,24.7,-5,66,71,14,21.21212121212121,2,51,18.681318681318682,3,1.098901098901099,273,58.28,running,13,32,,RFK Racing,Ford,intermediate
Bubba Wallace,4025,3/6/2022,Cup,Las Vegas Motor Speedway,17,10,25,7,31,17.25,-13,106,119,41,38.679245283018865,0,141,51.64835164835165,0,0,273,63.17,running,20,10,,23XI Racing,Toyota,intermediate
Chase Briscoe,4228,3/6/2022,Cup,Las Vegas Motor Speedway,4,35,35,3,36,24.06,-16,69,85,52,75.36231884,0,109,80.74074074074075,0,0,135,55.33,accident,8,35,,Stewart-Haas Racing,Ford,intermediate
Chase Elliott,4062,3/6/2022,Cup,Las Vegas Motor Speedway,5,5,9,1,15,8.35,-13,79,92,66,83.54430379746836,3,274,100,0,0,274,95.26,running,5,2,,Hendrick Motorsports,Chevrolet,intermediate
Chris Buescher,3989,3/6/2022,Cup,Las Vegas Motor Speedway,27,22,18,10,32,20.41,13,126,113,12,9.523809523809524,0,24,8.759124088,0,0,274,60,running,22,17,,RFK Racing,Ford,intermediate
Christopher Bell,4153,3/6/2022,Cup,Las Vegas Motor Speedway,1,4,10,1,34,13.68,19,106,87,72,67.9245283,9,190,69.34306569343066,32,11.678832116788321,274,92.28,running,10,31,,Joe Gibbs Racing,Toyota,intermediate
Cody Ware,4125,3/6/2022,Cup,Las Vegas Motor Speedway,33,25,26,5,35,28.16,-35,38,73,0,0,0,3,1.098901098901099,0,0,273,38.5,running,32,26,,Rick Ware Racing,Ford,intermediate
Cole Custer,4104,3/6/2022,Cup,Las Vegas Motor Speedway,24,17,33,3,36,27.75,-34,61,95,9,14.754098360655737,0,29,16.95906432748538,0,0,171,38.17,engine,31,25,,Stewart-Haas Racing,Ford,intermediate
Corey LaJoie,4096,3/6/2022,Cup,Las Vegas Motor Speedway,29,23,15,2,36,22.45,-7,124,131,2,1.6129032258064515,1,9,3.2846715328467155,0,0,274,59.42,running,29,20,,Spire Motorsports,Chevrolet,intermediate
Daniel Hemric,4093,3/6/2022,Cup,Las Vegas Motor Speedway,16,27,22,7,36,27.31,1,68,67,3,4.411764705882353,1,10,3.6496350364963503,0,0,274,42.42,running,35,27,,Kaulig Racing,Chevrolet,intermediate
Daniel Suarez,4113,3/6/2022,Cup,Las Vegas Motor Speedway,21,37,37,13,34,31.32,10,49,39,12,24.489795918367346,0,18,19.565217391304348,0,0,92,37.33,accident,17,37,,Trackhouse Racing,Chevrolet,intermediate
Denny Hamlin,1361,3/6/2022,Cup,Las Vegas Motor Speedway,8,20,32,1,30,10.66,2,74,72,71,95.94594594594595,21,215,98.17351598173516,31,14.155251141552512,219,101.44,drivetrain,4,9,,Joe Gibbs Racing,Toyota,intermediate
Erik Jones,4059,3/6/2022,Cup,Las Vegas Motor Speedway,23,29,31,7,31,16.91,56,157,101,62,39.49044585987261,3,133,50.378787878787875,0,0,264,65.93,accident,12,12,,Petty GMS Motorsports,Chevrolet,intermediate
Garrett Smithley,4142,3/6/2022,Cup,Las Vegas Motor Speedway,36,34,30,16,37,33.83,-3,4,7,0,0,0,0,0,0,0,267,28.67,running,37,33,,Rick Ware Racing,Ford,intermediate
Greg Biffle,243,3/6/2022,Cup,Las Vegas Motor Speedway,26,1,34,1,34,31.9,-34,19,53,0,0,0,5,3.3783783783783785,1,0.6756756756756757,148,31.67,fuel pump,33,34,,NY Racing Team,Chevrolet,intermediate
Harrison Burton,4217,3/6/2022,Cup,Las Vegas Motor Speedway,19,21,16,12,34,22.44,-6,116,122,2,1.7241379310344827,0,2,0.7299270072992701,0,0,274,53.33,running,23,28,,Wood Brothers Racing,Ford,intermediate
Joey Logano,3859,3/6/2022,Cup,Las Vegas Motor Speedway,6,13,14,2,28,10.7,-10,97,107,80,82.47422680412372,4,253,92.33576642335767,0,0,274,88.02,running,14,7,,Team Penske,Ford,intermediate
Josh Bilicki,4213,3/6/2022,Cup,Las Vegas Motor Speedway,34,30,29,10,37,31.14,-27,19,46,0,0,0,1,0.36900369003690037,0,0,271,32.67,running,34,29,,Spire Motorsports,Chevrolet,intermediate
Justin Haley,4172,3/6/2022,Cup,Las Vegas Motor Speedway,28,26,17,9,34,22.28,19,118,99,1,0.847457627,2,4,1.4598540145985401,0,0,274,58.51,running,24,24,,Kaulig Racing,Chevrolet,intermediate
Kevin Harvick,1416,3/6/2022,Cup,Las Vegas Motor Speedway,25,8,12,5,25,11.74,-6,93,99,57,61.29032258064516,2,218,79.56204379562044,0,0,274,82.84,running,11,8,,Stewart-Haas Racing,Ford,intermediate
Kurt Busch,453,3/6/2022,Cup,Las Vegas Motor Speedway,31,28,13,1,34,15.95,9,116,107,45,38.793103448275865,1,159,58.02919708029197,4,1.4598540145985401,274,76.68,running,28,16,,23XI Racing,Toyota,intermediate
Kyle Busch,454,3/6/2022,Cup,Las Vegas Motor Speedway,37,6,4,1,37,9.68,27,135,108,60,44.44444444444444,26,201,73.35766423357664,49,17.883211678832115,274,106.12,running,9,5,,Joe Gibbs Racing,Toyota,intermediate
Kyle Larson,4030,3/6/2022,Cup,Las Vegas Motor Speedway,2,2,2,1,32,7.27,46,114,68,77,67.54385964912281,13,247,90.14598540145985,27,9.854014598540147,274,108.87,running,6,3,,Hendrick Motorsports,Chevrolet,intermediate
Martin Truex Jr.,3368,3/6/2022,Cup,Las Vegas Motor Speedway,12,7,8,1,35,6.95,39,109,70,75,68.80733944954129,34,247,90.14598540145985,1,0.36496350364963503,274,105.48,running,16,6,,Joe Gibbs Racing,Toyota,intermediate
Michael McDowell,3832,3/6/2022,Cup,Las Vegas Motor Speedway,22,16,27,1,35,21.21,0,111,111,25,22.52252252252252,0,50,18.315018315018314,4,1.465201465201465,273,50.17,running,26,22,,Front Row Motorsports,Ford,intermediate
Ricky Stenhouse Jr.,3888,3/6/2022,Cup,Las Vegas Motor Speedway,9,14,21,1,31,14.16,-2,103,105,50,48.54368932038835,0,175,63.86861313868613,4,1.4598540145985401,274,71.75,running,21,13,,JTG Daugherty Racing,Chevrolet,intermediate
Ross Chastain,4001,3/6/2022,Cup,Las Vegas Motor Speedway,18,3,3,1,18,3.82,16,82,66,76,92.68292683,28,274,100,83,30.291970802919707,274,128.34,running,3,1,,Trackhouse Racing,Chevrolet,intermediate
Ryan Blaney,4023,3/6/2022,Cup,Las Vegas Motor Speedway,11,36,36,1,20,24.21,7,47,40,46,97.87234042553192,10,103,99.03846153846153,10,9.615384615384615,104,79.7,accident,7,36,,Team Penske,Ford,intermediate
Todd Gilliland,4231,3/6/2022,Cup,Las Vegas Motor Speedway,30,19,23,13,35,23.97,-14,134,148,6,4.477611940298507,0,5,1.8248175182481752,0,0,274,48.83,running,27,18,,Front Row Motorsports,Ford,intermediate
Ty Dillon,4013,3/6/2022,Cup,Las Vegas Motor Speedway,32,24,20,1,33,23.83,-25,104,129,6,5.769230769230769,0,20,7.299270072992701,1,0.36496350364963503,274,47,running,30,23,,Petty GMS Motorsports,Chevrolet,intermediate
Tyler Reddick,4065,3/6/2022,Cup,Las Vegas Motor Speedway,7,9,7,6,36,14.23,38,131,93,28,21.374045801526716,2,140,51.09489051094891,0,0,274,85.01,running,19,11,,Richard Childress Racing,Chevrolet,intermediate
William Byron,4184,3/6/2022,Cup,Las Vegas Motor Speedway,14,12,5,1,25,6.47,23,84,61,78,92.85714285714286,13,268,97.81021897810218,8,2.9197080291970803,274,111.19,running,2,4,,Hendrick Motorsports,Chevrolet,intermediate
AJ Allmendinger,3774,3/13/2022,Cup,Phoenix Raceway,29,25,20,16,31,24.55,-7,65,72,0,0,1,0,0,0,0,312,47.24,running,27,24,,Kaulig Racing,Chevrolet,short intermediate
Alex Bowman,4045,3/13/2022,Cup,Phoenix Raceway,9,13,14,3,20,10.31,3,73,70,66,90.41095890410959,4,306,98.07692307692308,0,0,312,83.78,running,5,13,,Hendrick Motorsports,Chevrolet,short intermediate
Aric Almirola,40,3/13/2022,Cup,Phoenix Raceway,5,14,12,5,26,14.34,-7,89,96,61,68.53932584269663,2,224,71.79487179,0,0,312,78.64,running,22,12,,Stewart-Haas Racing,Ford,short intermediate
Austin Cindric,4180,3/13/2022,Cup,Phoenix Raceway,8,24,24,6,27,19.9,-26,49,75,25,51.02040816326531,0,91,29.260450160771704,0,0,311,57.17,running,14,25,,Team Penske,Ford,short intermediate
Austin Dillon,3873,3/13/2022,Cup,Phoenix Raceway,13,9,21,5,16,9.82,-8,62,70,58,93.54838709677419,7,306,98.39228295819936,0,0,311,80.81,accident,10,9,,Richard Childress Racing,Chevrolet,short intermediate
BJ McLeod,3973,3/13/2022,Cup,Phoenix Raceway,34,35,33,32,36,34.46,-2,3,5,0,0,0,0,0,0,0,304,25.33,running,35,35,,Live Fast Motorsports,Ford,short intermediate
Brad Keselowski,1816,3/13/2022,Cup,Phoenix Raceway,18,26,23,15,31,24.52,-20,45,65,1,2.2222222222222223,0,0,0,0,0,311,43.33,running,31,26,,RFK Racing,Ford,short intermediate
Bubba Wallace,4025,3/13/2022,Cup,Phoenix Raceway,27,27,22,13,32,25.56,9,66,57,1,1.5151515151515151,5,8,2.572347266881029,0,0,311,51.35,running,17,27,,23XI Racing,Toyota,short intermediate
