driver,race_id,finish,momentum,adj_finish,adj_start,adj_mid,adj_best,adj_worst,adj_avg,adj_green_flag_passing_diff,adj_green_flag_passes,adj_green_flag_times_passed,adj_quality_passes,adj_pct_quality_passes,adj_fastest_lap,adj_top_15_laps,adj_pct_top_15_laps,adj_laps_led,adj_pct_laps_led,adj_rating
William Byron,99,34,98.66250000000001,16.38991861765706,17.64527622893965,19.04626207908744,6.22424088688874,30.841857848902823,18.550436755370562,0.8520644925165524,62.063636399064876,61.21157190654832,12.443180819981167,24.1497225855299,2.770802055496695,37.4933491302736,43.04206811282685,5.9822994371211,7.606481694410377,76.33548974114395
William Byron,100,17,86.965,15.562823535136745,15.010876811506797,17.067552099171287,5.734875082414568,27.872503664962736,15.96852498038183,-1.5144321572329549,80.00561945695941,81.52005161419237,34.92895393925892,46.10737135084037,11.269746262175195,229.69567245450244,56.096573379993515,12.981457520272183,3.1246547372128197,78.71695689000094
William Byron,101,2,86.545,13.590379724256612,14.367997049616505,14.935903870612195,3.513464989937642,28.91790947315792,14.378804906680546,4.345413044052372,97.51193616928157,93.16652312522919,42.586243930325566,46.65519530018649,8.92058052883365,162.3122019981515,59.996383782357185,14.445068485889209,5.270212101510447,86.13083714768214
William Byron,102,3,95.4925,17.11908736528531,16.45278182070961,17.47666567284302,2.4099304565938957,31.2402596249775,17.118406950064802,2.4552495057527284,313.55240707668713,311.09715757093437,163.59756352324683,51.29560908635249,4.1929281817125785,106.35023622237074,52.05897814549061,4.764997577127463,2.39703953602253,77.54389908455576
William Byron,103,3,91.5025,18.661917187246527,17.229407127526272,19.414379188923114,6.116512609523273,31.32018914485392,18.497226227304072,1.465732925420121,63.39285598514888,61.92712305972876,12.652955571652189,23.50211982118828,2.3557255235489905,38.45092870703644,43.92921757159496,4.836336218598066,6.099854815067685,74.34794152631409
William Byron,104,4,102.46,13.24764497728623,14.245539104660548,14.436310916798554,3.4807174149393147,29.152204472956925,14.10708178204446,6.199971288380506,96.76949461265926,90.56952332427876,43.04906465584266,47.00997904036338,10.195745445138499,164.67816654723794,61.067070091590466,14.342039312525678,5.270496909627572,87.90655626961663
William Byron,105,6,111.02,13.015900885672949,14.287886108612984,14.535348257088739,3.407694963480095,28.828550132874277,13.942955744991908,4.78901925248985,98.07500404397032,93.28598479148047,44.780731112160446,47.502770170545304,10.674148910246009,168.73559862077587,62.691116460283254,12.276837278024828,4.518373456745819,88.4876397696386
William Byron,106,6,105.0775,16.07024128765026,14.287192715340272,16.686812155358677,5.656508145237201,27.013381094526977,15.651412314184466,-2.7204533777727846,75.99544835990135,78.71590173767413,34.05744617096692,49.01877575073518,10.497123771775664,248.28898799352692,58.491945175939065,11.57736130282011,2.7823117091645004,77.95850173845429
William Byron,107,3,113.0875,18.399641635987205,12.411621254993468,14.210860043809117,4.510710737489449,27.156705862592077,14.551050425197413,-1.903552496591906,77.25786529764855,79.16141779424045,29.14294383433983,39.603178091383796,8.990540659957196,183.75306081481136,58.463400175392465,12.161379108873533,3.7552393343596524,79.93923243719982
William Byron,108,1,114.54499999999999,16.069580045172188,16.743683193833085,16.637546687577647,2.366465102523475,31.843269237421456,17.075196899627144,4.455435363088851,349.68411493140326,345.2286795683144,181.56641689571825,50.6990307559888,3.998250412642806,105.87232422273831,52.332135730972766,4.486186663985456,2.2604390306841653,77.77552635913574
William Byron,109,27,111.3425,15.035659273585582,15.95625771823352,17.480353860500756,2.335551039565334,31.875710937883674,16.809223320731583,2.8526594893072845,357.3722573165919,354.51959782728466,188.30821525511027,50.939716081933575,3.744735633268342,107.44064652536397,53.35913034910671,5.115235523076695,2.5738398436779297,79.27261262776031
William Byron,110,2,108.08000000000001,17.24887562451332,16.78770665076437,18.6129284868445,5.922218102749378,30.39129038006688,17.55605321762974,0.2966099644588622,64.83643886181662,64.53982889735776,14.587051790045702,25.44273650993366,2.0774995593046537,44.36901487931448,48.46632262332662,4.097015959399174,5.132321190649606,77.29443389008985
William Byron,111,6,107.835,16.940736929519836,12.719884437227968,13.743802263799129,4.506777920125213,25.92784813058347,13.981456673912684,-1.5838451356863776,73.28510534238093,74.86895047806732,28.55443842415012,42.23442125936896,9.35748791630761,190.11346686966002,60.66269557661457,12.42827674674172,3.872235757475398,82.29709547837254
William Byron,112,4,108.935,12.851570258712297,15.544461516264757,14.046415902046704,3.56873293037244,29.46495401161833,13.933480255899084,6.25601311577849,104.50744878108773,98.25143566530924,47.348856457996995,46.6624760735212,9.858326831142872,170.10566974887072,63.26807113188666,10.897976755705539,4.014420494931,88.4884160975647
William Byron,113,12,113.6425,12.625453281854966,15.182096373052957,13.412033836972453,3.462686799041479,29.066424183535766,13.827483201454417,8.035235869091514,104.45234894283968,96.41711307374817,49.89289718414639,48.687876840546,10.248079909898584,172.0559414611635,64.06044882708699,10.50894607248747,3.8812172462933017,89.74395705771707
William Byron,114,22,115.5775,15.416677986898979,13.718852297457076,15.903364335383879,5.502591451827385,26.622908189858833,14.828989189859673,-1.8385248303818615,73.37860831800755,75.21713314838941,33.05439136092431,49.54569833830541,13.072701829781593,263.95047331299594,60.544261480028766,15.392491089235275,3.496124854372858,81.13092332452247
William Byron,115,2,103.5025,16.106517978916713,12.228226996035637,13.24229064178986,4.46961408039286,25.712984625195762,13.504691171703694,-1.9225561070273092,69.6478068204905,71.57036292751783,27.988792417692167,45.23410589600219,9.937754121146211,194.54567138017075,62.193467372486786,18.627516467465355,5.881310583470697,84.62255087727802
William Byron,116,6,108.905,16.56400294050738,14.048470984019733,15.812867173538335,6.237481253217859,27.979545183541315,15.720479448227412,-2.9062547397724443,73.6356953345833,76.54195007435575,30.267098974264254,44.62581667669385,11.792502204112303,241.98431851103197,56.104428565049965,13.29936370265592,3.0368200289471448,78.54209151472341
William Byron,117,4,101.68249999999999,16.35481581702266,16.216057750599255,16.837964868510035,2.2872185945081043,31.594040926239618,16.292412271362508,4.326506257557502,350.0336498595059,345.7071436019483,190.92089084448344,52.965219094331424,3.718357300136075,117.04835631996193,55.883707629703835,5.213990065433668,2.5634496389709622,79.64575100896536
William Byron,118,13,98.69,12.976591137939792,14.588487067234068,12.828627016096288,3.3533010509273145,29.46203666854114,13.670208894548527,7.858400995102794,106.26470272411134,98.40630172900853,48.82914570014752,46.89790549859323,9.391423600489645,172.42500753244187,64.23994598065175,9.55130959488254,3.5304118664482016,89.25350166404252
William Byron,119,24,107.395,13.41076225574553,13.837647909214128,12.692002043140327,3.266761977147434,29.6554169819752,13.710625610903518,5.445946272546814,101.8790105089953,96.43306423644847,46.42837254134436,46.722781450768,9.291498611614369,172.5543453975412,64.22151819125979,10.474354433191074,3.87304621963452,89.29016576752622
